Inverter History Report_,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverter SN:054B7020C020044,,,,Inverter type:B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collector SN:4045086367,,,,Belongs to plant:IFSP - CAMPINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power:10000Wp,,,,Report generation time:20231228205351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner's cell phone number:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Time,Working State,Alarm Code,DC Voltage PvPV1(V),DC Current PvPV1(A),DC Power PvPV1(W),DC Voltage PvPV2(V),DC Current PvPV2(A),DC Power PvPV2(W),DC Voltage PvPV3(V),DC Current PvPV3(A),DC Power PvPV3(W),DC Voltage PvPV4(V),DC Current PvPV4(A),DC Power PvPV4(W),AC Voltage U(V),AC Voltage V(V),AC Voltage W(V),AC Current U(A),AC Current V(A),AC Current W(A),Total Inverter Power(W),AC Frequency(Hz),Today Yield(kWh),Month Yield(kWh),Annual Yield(kWh),Total Yield(kWh),IGBT  Temperature(℃),Inverter Ambient Temperature(℃),Dispersion Rate,Initialize the grounding voltage(V),DC bus voltage(V),Dc bus half voltage(V),Insulation Resistance Realtime Value
1,16/08/2023 05:43:20 (UTC-4:00),Normal, ,149.8,0.1,15,151.4,0.1,15,151.1,0.1,15,1.9,0.1,0,220.6,0.0,0.0,0.0,0.0,0.0,20.000,60.030,0.000,448.000,8176.000,27653.000,23.1, ,0.00,0.000,0.000,0.000,0
2,16/08/2023 05:48:20 (UTC-4:00),Normal, ,369.4,0.1,37,368.5,0.1,37,368.6,0.1,37,11.9,0.1,0,221.1,0.0,0.0,2.6,0.0,0.0,20.000,60.020,0.000,448.000,8176.000,27653.000,23.6, ,0.00,0.000,0.000,0.000,0
3,16/08/2023 05:53:19 (UTC-4:00),Normal, ,300.9,0.1,30,300.2,0.1,30,300.1,0.1,30,14.0,0.1,0,221.7,0.0,0.0,2.6,0.0,0.0,20.000,60.000,0.000,448.000,8176.000,27653.000,24.1, ,0.00,0.000,0.000,0.000,0
4,16/08/2023 05:58:22 (UTC-4:00),Normal, ,308.8,0.1,31,307.8,0.1,31,307.8,0.1,31,14.9,0.1,0,221.9,0.0,0.0,2.5,0.0,0.0,30.000,60.040,0.000,448.000,8176.000,27653.000,24.6, ,0.00,0.000,0.000,0.000,0
5,16/08/2023 06:03:23 (UTC-4:00),Normal, ,308.4,0.1,31,310.1,0.1,31,310.0,0.1,31,15.6,0.1,0,220.7,0.0,0.0,2.6,0.0,0.0,60.000,59.990,0.000,448.000,8176.000,27653.000,25.1, ,0.00,0.000,0.000,0.000,0
6,16/08/2023 06:08:32 (UTC-4:00),Normal, ,308.4,0.2,62,315.2,0.1,32,315.2,0.1,32,10.1,0.1,0,219.9,0.0,0.0,2.6,0.0,0.0,110.000,59.950,0.000,448.000,8176.000,27653.000,25.5, ,0.00,0.000,0.000,0.000,0
7,16/08/2023 06:13:32 (UTC-4:00),Normal, ,350.3,0.2,70,314.8,0.1,31,317.2,0.1,32,9.8,0.1,0,219.9,0.0,0.0,2.7,0.0,0.0,160.000,60.000,0.000,448.000,8176.000,27653.000,25.9, ,0.00,0.000,0.000,0.000,0
8,16/08/2023 06:18:34 (UTC-4:00),Normal, ,350.0,0.3,105,317.0,0.2,63,316.9,0.2,63,11.9,0.1,0,220.1,0.0,0.0,2.8,0.0,0.0,250.000,60.000,0.000,448.000,8176.000,27653.000,26.3, ,0.00,0.000,0.000,0.000,0
9,16/08/2023 06:18:44 (UTC-4:00),Normal, ,350.0,0.3,105,317.0,0.2,63,316.9,0.2,63,11.9,0.1,0,220.1,0.0,0.0,2.8,0.0,0.0,250.000,60.000,0.000,448.000,8176.000,27653.000,26.3, ,0.00,0.000,0.000,0.000,0
10,16/08/2023 06:23:37 (UTC-4:00),Normal, ,356.4,0.4,143,351.0,0.3,105,351.1,0.3,105,9.8,0.1,0,220.0,0.0,0.0,2.9,0.0,0.0,330.000,59.990,0.100,448.000,8176.000,27653.000,26.8, ,0.00,0.000,0.000,0.000,0
