Inverter History Report_,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverter SN:054B7020C020044,,,,Inverter type:B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collector SN:4045086367,,,,Belongs to plant:IFSP - CAMPINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power:10000Wp,,,,Report generation time:20231228205540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner's cell phone number:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Time,Working State,Alarm Code,DC Voltage PvPV1(V),DC Current PvPV1(A),DC Power PvPV1(W),DC Voltage PvPV2(V),DC Current PvPV2(A),DC Power PvPV2(W),DC Voltage PvPV3(V),DC Current PvPV3(A),DC Power PvPV3(W),DC Voltage PvPV4(V),DC Current PvPV4(A),DC Power PvPV4(W),AC Voltage U(V),AC Voltage V(V),AC Voltage W(V),AC Current U(A),AC Current V(A),AC Current W(A),Total Inverter Power(W),AC Frequency(Hz),Today Yield(kWh),Month Yield(kWh),Annual Yield(kWh),Total Yield(kWh),IGBT  Temperature(℃),Inverter Ambient Temperature(℃),Dispersion Rate,Initialize the grounding voltage(V),DC bus voltage(V),Dc bus half voltage(V),Insulation Resistance Realtime Value
1,23/08/2023 05:27:02 (UTC-4:00),Normal, ,104.1,0.1,10,107.1,0.1,11,102.8,0.1,10,2.8,0.1,0,219.8,0.0,0.0,0.0,0.0,0.0,20.000,60.010,0.000,655.000,8383.000,27860.000,24.3, ,0.00,0.000,0.000,0.000,0
2,23/08/2023 05:32:02 (UTC-4:00),Normal, ,285.3,0.1,29,284.8,0.1,28,284.9,0.1,28,11.1,0.1,0,219.5,0.0,0.0,2.6,0.0,0.0,20.000,60.040,0.000,655.000,8383.000,27860.000,24.8, ,0.00,0.000,0.000,0.000,0
3,23/08/2023 05:37:02 (UTC-4:00),Normal, ,291.7,0.1,29,291.2,0.1,29,291.2,0.1,29,16.2,0.1,0,219.1,0.0,0.0,2.6,0.0,0.0,20.000,60.000,0.000,655.000,8383.000,27860.000,25.4, ,0.00,0.000,0.000,0.000,0
4,23/08/2023 05:42:02 (UTC-4:00),Normal, ,301.2,0.1,30,301.3,0.1,30,301.1,0.1,30,18.1,0.1,0,219.6,0.0,0.0,2.6,0.0,0.0,20.000,60.040,0.000,655.000,8383.000,27860.000,25.9, ,0.00,0.000,0.000,0.000,0
5,23/08/2023 05:47:06 (UTC-4:00),Normal, ,313.4,0.1,31,313.8,0.1,31,313.6,0.1,31,11.1,0.1,0,219.0,0.0,0.0,2.6,0.0,0.0,20.000,60.030,0.000,655.000,8383.000,27860.000,26.4, ,0.00,0.000,0.000,0.000,0
6,23/08/2023 05:52:10 (UTC-4:00),Normal, ,308.3,0.1,31,311.7,0.1,31,311.7,0.1,31,17.9,0.1,0,219.3,0.0,0.0,2.6,0.0,0.0,50.000,60.020,0.000,655.000,8383.000,27860.000,26.8, ,0.00,0.000,0.000,0.000,0
7,23/08/2023 05:57:14 (UTC-4:00),Normal, ,308.3,0.2,62,316.4,0.1,32,314.5,0.1,31,12.7,0.1,0,219.3,0.0,0.0,2.6,0.0,0.0,120.000,60.020,0.000,655.000,8383.000,27860.000,27.2, ,0.00,0.000,0.000,0.000,0
8,23/08/2023 06:02:19 (UTC-4:00),Normal, ,308.2,0.2,62,318.2,0.1,32,314.6,0.2,63,17.5,0.1,0,219.2,0.0,0.0,2.7,0.0,0.0,160.000,60.020,0.000,655.000,8383.000,27860.000,27.6, ,0.00,0.000,0.000,0.000,0
9,23/08/2023 06:07:22 (UTC-4:00),Normal, ,306.2,0.2,61,318.1,0.1,32,344.1,0.3,103,11.3,0.1,0,218.4,0.0,0.0,2.7,0.0,0.0,200.000,60.020,0.100,655.000,8383.000,27860.000,27.9, ,0.00,0.000,0.000,0.000,0
10,23/08/2023 06:12:26 (UTC-4:00),Normal, ,338.2,0.2,68,318.3,0.2,64,360.3,0.3,108,16.6,0.1,0,218.1,0.0,0.0,2.8,0.0,0.0,240.000,59.990,0.100,655.000,8383.000,27860.000,28.3, ,0.00,0.000,0.000,0.000,0
