Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/03/06 05:06,054B7020C020041,4045966636,,,112.20,116.90,111.40,0.00,0.10,0.10,0.10,0.10,34,0,0,219.20,0,0,0.20,0,0,20,59.93,1080,0.00,20515.00,580,1.00,26.60,1022,36.40,23-3-6 5:11:0
2023/03/06 05:11,054B7020C020041,4045966636,,,278.10,250.60,249.90,10.70,0.10,0.10,0.10,0.10,78,0,0,219.30,0,0,2.60,0,0,20,59.93,1080,0.10,20515.00,70,1.00,27.00,1022,36.40,23-3-6 5:16:4
2023/03/06 05:16,054B7020C020041,4045966636,,,301.00,263.10,270.70,11.40,0.10,0.10,0.10,0.10,84,0,0,218.90,0,0,2.50,0,0,20,59.92,1080,0.10,20515.00,0,1.00,27.60,1022,36.40,23-3-6 5:21:9
2023/03/06 05:21,054B7020C020041,4045966636,,,307.10,263.30,350.00,17.80,0.10,0.20,0.10,0.10,120,0,0,219.30,0,0,2.60,0,0,20,59.95,1080,0.10,20515.00,10,1.00,28.10,1022,36.40,23-3-6 5:26:13
2023/03/06 05:27,054B7020C020041,4045966636,,,312.90,291.10,280.20,15.90,0.30,0.30,0.20,0.10,238,0,0,220.10,0,0,2.80,0,0,220,59.96,1080,0.10,20515.00,210,1.00,28.60,1022,36.40,23-3-6 5:31:17
2023/03/06 05:32,054B7020C020041,4045966636,,,353.30,315.20,258.20,12.10,0.40,0.40,0.30,0.10,346,0,0,221.20,0,0,2.80,0,0,280,59.99,1080,0.10,20515.00,270,1.00,29.10,1022,36.40,23-3-6 5:36:21
2023/03/06 05:37,054B7020C020041,4045966636,,,349.00,307.20,306.00,15.70,0.50,0.60,0.40,0.10,482,0,0,221.00,0,0,3.30,0,0,470,59.98,1080,0.10,20515.00,470,1.00,29.60,1022,36.40,23-3-6 5:41:25
2023/03/06 05:42,054B7020C020041,4045966636,,,361.00,311.20,318.10,17.40,0.70,0.80,0.60,0.10,694,0,0,221.50,0,0,3.70,0,0,610,60.02,1080,0.20,20515.00,620,1.00,30.20,1022,36.40,23-3-6 5:46:29
2023/03/06 05:47,054B7020C020041,4045966636,,,360.90,311.30,314.20,13.10,0.90,0.90,0.80,0.10,857,0,0,222.30,0,0,4.30,0,0,770,60.00,1080,0.20,20515.00,770,1.00,30.70,1022,36.40,23-3-6 5:51:33
2023/03/06 05:52,054B7020C020041,4045966636,,,365.10,315.40,318.20,16.20,1.00,1.10,1.00,0.10,1031,0,0,221.30,0,0,4.90,0,0,940,59.99,1080,0.30,20515.00,940,1.00,31.30,1022,36.40,23-3-6 5:56:37
2023/03/06 05:52,054B7020C020041,4045966636,,,365.10,315.40,318.20,16.20,1.00,1.10,1.00,0.10,1031,0,0,221.30,0,0,4.90,0,0,940,59.99,1080,0.30,20515.00,940,1.00,31.30,1022,36.40,23-3-6 5:56:37
2023/03/06 05:57,054B7020C020041,4045966636,,,363.00,317.20,316.20,12.80,1.10,1.20,1.10,0.10,1129,0,0,221.70,0,0,5.50,0,0,1100,60.02,1080,0.40,20515.00,1100,1.00,31.90,1022,36.40,23-3-6 6:1:41
2023/03/06 06:02,054B7020C020041,4045966636,,,363.00,313.10,332.00,12.40,1.30,1.40,1.20,0.10,1309,0,0,221.20,0,0,6.00,0,0,1240,60.03,1080,0.50,20515.00,1230,1.00,32.70,1022,36.40,23-3-6 6:6:46
2023/03/06 06:07,054B7020C020041,4045966636,,,375.00,337.30,336.20,17.50,1.60,1.70,1.60,0.10,1713,0,0,220.30,0,0,7.10,0,0,1500,59.96,1080,0.60,20516.00,1500,1.00,33.40,1022,36.40,23-3-6 6:11:50
2023/03/06 06:12,054B7020C020041,4045966636,,,367.10,341.10,328.10,10.90,1.80,1.70,1.70,0.10,1799,0,0,220.60,0,0,7.90,0,0,1700,59.97,1080,0.70,20516.00,1700,1.00,34.20,1022,36.40,23-3-6 6:16:54
2023/03/06 06:17,054B7020C020041,4045966636,,,363.10,337.30,332.00,17.50,1.90,1.90,1.90,0.10,1963,0,0,220.80,0,0,8.70,0,0,1890,59.99,1080,0.90,20516.00,1890,1.00,35.30,1022,36.40,23-3-6 6:21:58
2023/03/06 06:22,054B7020C020041,4045966636,,,367.10,333.30,324.30,17.10,2.10,2.20,2.10,0.10,2186,0,0,220.10,0,0,9.50,0,0,2050,59.99,1080,1.10,20516.00,2070,1.00,36.20,1022,36.40,23-3-6 6:27:2
2023/03/06 06:27,054B7020C020041,4045966636,,,363.20,333.30,324.40,10.30,2.40,2.40,2.40,0.10,2451,0,0,220.60,0,0,10.80,0,0,2350,60.01,1080,1.20,20516.00,2350,1.00,37.10,1022,36.40,23-3-6 6:32:6
2023/03/06 06:32,054B7020C020041,4045966636,,,363.20,329.30,328.10,17.10,2.70,2.70,2.60,0.10,2724,0,0,220.50,0,0,12.10,0,0,2670,59.99,1080,1.50,20516.00,2670,1.00,38.40,1022,36.40,23-3-6 6:37:10
