Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/03/13 06:08,054B7020C020041,4045966636,,,155.60,159.70,159.70,0.70,0.10,0.10,0.10,0.10,47,0,0,221.70,0,0,0.30,0,0,20,60.00,1080,0.00,20768.00,590,1.00,26.10,1022,32.30,23-3-13 5:11:47
2023/03/13 06:09,054B7020C020041,4045966636,,,341.00,307.30,306.60,14.40,0.10,0.10,0.10,0.10,96,0,0,221.10,0,0,2.60,0,0,20,59.97,1080,0.00,20768.00,130,1.00,26.20,1022,32.30,23-3-13 5:12:39
2023/03/13 06:09,054B7020C020041,4045966636,,,272.70,245.80,245.30,13.70,0.10,0.10,0.10,0.10,77,0,0,220.70,0,0,2.60,0,0,20,59.94,1080,0.00,20768.00,100,1.00,26.30,1022,32.30,23-3-13 6:9:23
2023/03/13 06:09,054B7020C020041,4045966636,,,272.70,245.80,245.30,13.70,0.10,0.10,0.10,0.10,77,0,0,220.70,0,0,2.60,0,0,20,59.94,1080,0.00,20768.00,100,1.00,26.30,1022,32.30,23-3-13 6:9:23
2023/03/13 06:14,054B7020C020041,4045966636,,,358.70,251.70,322.40,11.80,0.10,0.10,0.10,0.10,94,0,0,220.90,0,0,2.60,0,0,20,59.96,1080,0.00,20768.00,120,1.00,27.00,1022,32.30,23-3-13 6:14:27
2023/03/13 06:19,054B7020C020041,4045966636,,,294.50,251.60,264.90,11.30,0.10,0.10,0.10,0.10,82,0,0,221.70,0,0,2.60,0,0,20,59.99,1080,0.00,20768.00,30,1.00,27.50,1022,32.30,23-3-13 6:19:30
2023/03/13 06:24,054B7020C020041,4045966636,,,306.80,251.80,276.00,17.10,0.10,0.10,0.10,0.10,85,0,0,222.30,0,0,2.60,0,0,20,59.99,1080,0.00,20768.00,10,1.00,28.00,1022,32.30,23-3-13 6:24:32
2023/03/13 06:29,054B7020C020041,4045966636,,,305.90,251.60,279.00,15.70,0.10,0.20,0.10,0.10,110,0,0,222.70,0,0,2.50,0,0,60,60.04,1080,0.00,20768.00,70,1.00,28.50,1022,32.30,23-3-13 6:29:35
2023/03/13 06:34,054B7020C020041,4045966636,,,311.80,299.90,281.70,17.20,0.20,0.30,0.20,0.10,210,0,0,219.60,0,0,2.70,0,0,160,59.99,1080,0.00,20768.00,160,1.00,29.00,1022,32.30,23-3-13 6:34:37
2023/03/13 06:39,054B7020C020041,4045966636,,,341.80,309.80,277.60,17.30,0.30,0.30,0.20,0.10,252,0,0,219.80,0,0,2.80,0,0,210,60.00,1080,0.00,20768.00,210,1.00,29.40,1022,32.30,23-3-13 6:39:39
2023/03/13 06:44,054B7020C020041,4045966636,,,351.60,312.20,315.90,16.50,0.40,0.40,0.30,0.10,361,0,0,219.80,0,0,2.90,0,0,320,60.00,1080,0.00,20768.00,320,1.00,30.00,1022,32.30,23-3-13 6:44:45
2023/03/13 06:49,054B7020C020041,4045966636,,,351.70,320.10,316.00,14.40,0.50,0.50,0.50,0.10,495,0,0,220.10,0,0,3.30,0,0,460,60.01,1080,0.10,20768.00,460,1.00,30.30,1022,32.30,23-3-13 6:49:47
2023/03/13 06:54,054B7020C020041,4045966636,,,350.10,314.00,317.80,14.70,0.40,0.50,0.40,0.10,425,0,0,220.30,0,0,3.00,0,0,340,60.01,1080,0.10,20768.00,340,1.00,30.70,1022,32.30,23-3-13 6:54:49
2023/03/13 06:59,054B7020C020041,4045966636,,,353.90,317.90,313.70,17.10,0.40,0.50,0.40,0.10,427,0,0,219.90,0,0,3.10,0,0,370,59.98,1080,0.10,20768.00,370,1.00,31.00,1022,32.30,23-3-13 6:59:52
2023/03/13 07:04,054B7020C020041,4045966636,,,341.60,301.80,313.50,12.40,0.60,0.60,0.50,0.10,544,0,0,219.90,0,0,3.50,0,0,530,59.96,1080,0.20,20768.00,520,1.00,31.30,1022,32.30,23-3-13 7:4:54
2023/03/13 07:10,054B7020C020041,4045966636,,,351.60,319.80,315.60,17.20,0.60,0.70,0.60,0.10,625,0,0,219.60,0,0,3.60,0,0,550,59.93,1080,0.20,20768.00,550,1.00,31.50,1022,32.30,23-3-13 7:9:56
2023/03/13 07:15,054B7020C020041,4045966636,,,355.60,315.70,311.50,10.50,0.70,0.80,0.70,0.10,720,0,0,219.80,0,0,3.80,0,0,650,60.06,1080,0.30,20768.00,640,1.00,31.90,1022,32.30,23-3-13 7:14:59
2023/03/13 07:20,054B7020C020041,4045966636,,,367.60,327.80,319.60,11.80,1.00,1.20,1.10,0.10,1113,0,0,220.10,0,0,5.30,0,0,1050,60.02,1080,0.40,20768.00,1040,1.00,32.30,1022,32.30,23-3-13 7:20:1
2023/03/13 07:25,054B7020C020041,4045966636,,,361.50,321.50,317.30,13.70,1.00,1.10,1.00,0.10,1033,0,0,219.30,0,0,4.90,0,0,950,60.02,1080,0.40,20768.00,950,1.00,33.00,1022,32.30,23-3-13 7:25:4
2023/03/13 07:30,054B7020C020041,4045966636,,,383.50,331.60,331.40,12.80,1.50,1.70,1.60,0.10,1670,0,0,221.90,0,0,7.30,0,0,1540,60.02,1080,0.50,20768.00,1540,1.00,33.40,1022,32.30,23-3-13 7:29:6
2023/03/13 07:35,054B7020C020041,4045966636,,,363.50,327.60,327.40,12.50,2.20,2.30,2.20,0.10,2274,0,0,222.60,0,0,10.00,0,0,2190,59.99,1080,0.70,20769.00,2190,1.00,34.30,1022,32.30,23-3-13 7:34:21
2023/03/13 07:40,054B7020C020041,4045966636,,,363.70,331.70,323.70,10.60,2.70,2.70,2.60,0.10,2720,0,0,221.90,0,0,11.80,0,0,2630,60.00,1080,0.80,20769.00,2620,1.00,35.90,1022,32.30,23-3-13 7:39:23
2023/03/13 07:45,054B7020C020041,4045966636,,,361.90,329.90,325.70,16.30,2.80,2.90,2.80,0.10,2883,0,0,221.10,0,0,12.50,0,0,2770,60.05,1080,1.10,20769.00,2770,1.00,37.60,1022,32.30,23-3-13 7:44:26
2023/03/13 07:50,054B7020C020041,4045966636,,,365.60,321.80,317.60,11.80,1.50,1.70,1.60,0.10,1604,0,0,219.80,0,0,6.90,0,0,1420,60.04,1080,1.20,20769.00,1430,1.00,37.50,1022,32.30,23-3-13 7:49:28
2023/03/13 07:55,054B7020C020041,4045966636,,,357.50,317.70,317.50,17.00,1.70,1.80,1.70,0.10,1721,0,0,220.20,0,0,7.60,0,0,1600,60.03,1080,1.30,20769.00,1610,1.00,37.10,1022,32.30,23-3-13 7:54:30
2023/03/13 08:00,054B7020C020041,4045966636,,,359.70,319.80,315.60,15.10,1.90,2.00,1.90,0.10,1924,0,0,219.60,0,0,8.30,0,0,1780,59.99,1080,1.50,20769.00,1790,1.00,37.20,1022,32.30,23-3-13 7:59:33
2023/03/13 08:04,054B7020C020041,4045966636,,,355.80,323.80,315.70,10.20,1.90,2.00,1.90,0.10,1924,0,0,220.00,0,0,8.50,0,0,1820,60.00,1080,1.60,20770.00,1820,1.00,37.50,1022,32.30,23-3-13 8:4:35
2023/03/13 08:09,054B7020C020041,4045966636,,,353.80,321.80,313.60,10.20,1.90,2.00,1.90,0.10,1912,0,0,219.70,0,0,8.50,0,0,1810,60.01,1080,1.80,20770.00,1810,1.00,37.80,1022,32.30,23-3-13 8:9:37
2023/03/13 08:14,054B7020C020041,4045966636,,,357.40,317.60,313.40,14.80,2.00,2.10,2.00,0.10,2010,0,0,220.30,0,0,8.80,0,0,1900,59.96,1080,1.90,20770.00,1910,1.00,38.10,1022,32.30,23-3-13 8:14:42
2023/03/13 08:19,054B7020C020041,4045966636,,,353.50,313.60,317.30,12.80,2.30,2.50,2.30,0.10,2328,0,0,220.20,0,0,10.20,0,0,2220,59.98,1080,2.10,20770.00,2220,1.00,38.60,1022,32.30,23-3-13 8:19:44
