Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/01/16 04:28,054B7020C020041,4045966636,,,134.00,140.40,140.80,0.10,0.10,0.10,0.10,0.10,41,0,0,219.90,0,0,0.20,0,0,20,59.99,1283,0.00,18496.00,580,1.00,25.80,1022,40.90,23-1-16 4:31:4
2023/01/16 04:33,054B7020C020041,4045966636,,,348.70,314.00,314.40,16.50,0.10,0.10,0.10,0.10,99,0,0,220.40,0,0,2.60,0,0,20,60.04,1283,0.10,18496.00,140,1.00,26.30,1022,40.90,23-1-16 4:36:8
2023/01/16 04:38,054B7020C020041,4045966636,,,285.50,257.30,257.20,17.50,0.10,0.10,0.10,0.10,81,0,0,220.30,0,0,2.60,0,0,20,59.98,1283,0.10,18496.00,70,1.00,26.90,1022,40.90,23-1-16 4:41:12
2023/01/16 04:43,054B7020C020041,4045966636,,,297.50,257.20,268.40,16.80,0.10,0.10,0.10,0.10,83,0,0,219.60,0,0,2.60,0,0,20,60.01,1283,0.10,18496.00,20,1.00,27.40,1022,40.90,23-1-16 4:46:16
2023/01/16 04:48,054B7020C020041,4045966636,,,299.60,257.40,270.00,10.80,0.10,0.10,0.10,0.10,83,0,0,219.60,0,0,2.60,0,0,20,60.01,1283,0.10,18496.00,0,1.00,27.90,1022,40.90,23-1-16 4:51:20
2023/01/16 04:53,054B7020C020041,4045966636,,,304.50,257.30,347.40,15.20,0.10,0.20,0.10,0.10,118,0,0,219.10,0,0,2.60,0,0,20,59.99,1283,0.10,18496.00,10,1.00,28.30,1022,40.90,23-1-16 4:55:25
2023/01/16 04:58,054B7020C020041,4045966636,,,304.60,293.40,278.10,15.70,0.20,0.30,0.20,0.10,206,0,0,219.80,0,0,2.60,0,0,170,59.99,1283,0.10,18496.00,150,1.00,28.80,1022,40.90,23-1-16 5:0:40
2023/01/16 05:03,054B7020C020041,4045966636,,,332.30,309.20,299.90,12.90,0.30,0.30,0.20,0.10,253,0,0,219.70,0,0,2.80,0,0,240,60.01,1283,0.10,18496.00,230,1.00,29.30,1022,40.90,23-1-16 5:5:44
2023/01/16 05:04,054B7020C020041,4045966636,,,332.30,309.20,299.90,12.90,0.30,0.30,0.20,0.10,253,0,0,219.70,0,0,2.80,0,0,240,60.01,1283,0.10,18496.00,230,1.00,29.30,1022,40.90,23-1-16 5:5:44
2023/01/16 05:08,054B7020C020041,4045966636,,,346.00,319.10,309.60,12.60,0.40,0.40,0.30,0.10,360,0,0,219.00,0,0,3.00,0,0,340,59.98,1283,0.10,18496.00,340,1.00,29.70,1022,40.90,23-1-16 5:11:5
2023/01/16 05:13,054B7020C020041,4045966636,,,350.30,319.20,313.90,10.60,0.40,0.50,0.40,0.10,426,0,0,221.10,0,0,3.10,0,0,400,60.00,1283,0.10,18496.00,380,1.00,30.20,1022,40.90,23-1-16 5:16:9
2023/01/16 05:18,054B7020C020041,4045966636,,,342.50,311.20,314.00,15.90,0.40,0.50,0.40,0.10,419,0,0,222.00,0,0,3.00,0,0,360,59.98,1283,0.20,18496.00,350,1.00,30.50,1022,40.90,23-1-16 5:21:12
2023/01/16 05:23,054B7020C020041,4045966636,,,346.60,319.40,314.10,10.80,0.70,0.70,0.60,0.10,655,0,0,221.40,0,0,3.60,0,0,570,59.97,1283,0.20,18496.00,580,1.00,30.90,1022,40.90,23-1-16 5:26:18
2023/01/16 05:28,054B7020C020041,4045966636,,,350.50,323.30,322.00,10.30,0.80,0.80,0.80,0.10,797,0,0,221.20,0,0,4.20,0,0,750,59.98,1283,0.30,18496.00,750,1.00,31.30,1022,40.90,23-1-16 5:31:22
2023/01/16 05:33,054B7020C020041,4045966636,,,350.50,323.30,314.10,13.30,0.70,0.80,0.70,0.10,725,0,0,221.10,0,0,3.90,0,0,660,59.95,1283,0.30,18496.00,650,1.00,31.80,1022,40.90,23-1-16 5:36:26
2023/01/16 05:38,054B7020C020041,4045966636,,,374.50,315.30,322.10,10.20,1.00,1.20,1.10,0.10,1108,0,0,220.30,0,0,5.20,0,0,1020,59.98,1283,0.40,18497.00,1020,1.00,32.20,1022,40.90,23-1-16 5:41:30
2023/01/16 05:44,054B7020C020041,4045966636,,,350.40,323.20,317.90,13.30,1.50,1.50,1.40,0.10,1456,0,0,220.90,0,0,6.20,0,0,1290,60.00,1283,0.50,18497.00,1280,1.00,32.80,1022,40.90,23-1-16 5:46:34
2023/01/16 05:49,054B7020C020041,4045966636,,,378.50,331.30,334.00,14.60,1.50,1.70,1.60,0.10,1666,0,0,221.20,0,0,7.10,0,0,1490,59.98,1283,0.60,18497.00,1490,1.00,33.60,1022,40.90,23-1-16 5:51:38
2023/01/16 05:54,054B7020C020041,4045966636,,,350.50,315.40,310.00,15.70,1.30,1.40,1.30,0.10,1301,0,0,220.30,0,0,5.80,0,0,1190,59.99,1283,0.80,18497.00,1190,1.00,34.30,1022,40.90,23-1-16 5:56:42
2023/01/16 05:59,054B7020C020041,4045966636,,,346.40,315.20,305.90,11.30,1.20,1.30,1.20,0.10,1193,0,0,220.50,0,0,5.80,0,0,1160,60.02,1283,0.90,18497.00,1160,1.00,34.60,1022,40.90,23-1-16 6:1:46
2023/01/16 06:04,054B7020C020041,4045966636,,,340.50,309.30,308.00,11.00,1.20,1.30,1.20,0.10,1181,0,0,219.30,0,0,5.60,0,0,1130,60.00,1283,1.00,18497.00,1120,1.00,34.60,1022,40.90,23-1-16 6:6:50
2023/01/16 06:09,054B7020C020041,4045966636,,,346.60,311.40,310.10,17.60,1.50,1.50,1.40,0.10,1422,0,0,219.20,0,0,6.20,0,0,1270,60.01,1283,1.00,18497.00,1270,1.00,34.70,1022,40.90,23-1-16 6:10:56
2023/01/16 06:14,054B7020C020041,4045966636,,,374.60,319.40,334.10,17.40,1.50,1.80,1.60,0.10,1673,0,0,220.50,0,0,7.00,0,0,1480,59.99,1283,1.20,18497.00,1500,1.00,35.10,1022,40.90,23-1-16 6:16:10
2023/01/16 06:19,054B7020C020041,4045966636,,,352.50,321.30,319.90,13.40,2.00,2.00,1.90,0.10,1956,0,0,220.30,0,0,8.60,0,0,1860,60.03,1283,1.30,18497.00,1850,1.00,35.70,1022,40.90,23-1-16 6:21:14
2023/01/16 06:24,054B7020C020041,4045966636,,,352.50,313.40,316.00,17.50,2.00,2.10,2.00,0.10,1996,0,0,220.10,0,0,8.90,0,0,1920,60.01,1283,1.50,18498.00,1910,1.00,36.90,1022,40.90,23-1-16 6:26:18
2023/01/16 06:29,054B7020C020041,4045966636,,,352.50,317.30,316.00,10.70,1.90,2.00,1.90,0.10,1905,0,0,219.20,0,0,8.40,0,0,1800,60.04,1283,1.70,18498.00,1810,1.00,37.10,1022,40.90,23-1-16 6:31:22
2023/01/16 06:34,054B7020C020041,4045966636,,,354.60,315.40,310.10,15.10,2.00,2.10,2.00,0.10,1993,0,0,221.80,0,0,8.70,0,0,1890,60.05,1283,1.80,18498.00,1880,1.00,37.40,1022,40.90,23-1-16 6:36:26
2023/01/16 06:39,054B7020C020041,4045966636,,,352.40,317.30,319.90,13.50,2.60,2.60,2.50,0.10,2542,0,0,222.30,0,0,11.00,0,0,2430,60.05,1283,2.00,18498.00,2430,1.00,38.10,1022,40.90,23-1-16 6:41:30
2023/01/16 06:44,054B7020C020041,4045966636,,,352.80,317.60,316.30,10.20,3.50,3.60,3.50,0.10,3486,0,0,222.40,0,0,15.10,0,0,3370,60.04,1283,2.20,18498.00,3370,1.00,39.00,1022,40.90,23-1-16 6:46:36
2023/01/16 06:49,054B7020C020041,4045966636,,,348.20,317.00,311.80,16.10,4.50,4.60,4.50,0.10,4429,0,0,222.30,0,0,19.10,0,0,4310,59.98,1283,2.60,18499.00,4310,1.00,41.70,1022,40.90,23-1-16 6:51:40
2023/01/16 06:54,054B7020C020041,4045966636,,,340.30,309.10,303.90,14.10,4.50,4.60,4.50,0.10,4322,0,0,222.40,0,0,18.60,0,0,4170,60.05,1283,2.90,18499.00,4170,1.00,43.70,1022,40.90,23-1-16 6:56:44
2023/01/16 06:59,054B7020C020041,4045966636,,,336.80,305.60,304.20,10.30,4.50,4.60,4.50,0.10,4291,0,0,221.90,0,0,18.60,0,0,4160,60.04,1283,3.30,18499.00,4160,1.00,45.00,1022,40.90,23-1-16 7:1:47
2023/01/16 07:04,054B7020C020041,4045966636,,,332.80,301.60,300.30,14.90,4.50,4.60,4.40,0.10,4207,0,0,221.30,0,0,18.20,0,0,4060,59.96,1283,3.60,18500.00,4060,1.00,45.90,1022,40.90,23-1-16 7:6:51
2023/01/16 07:09,054B7020C020041,4045966636,,,339.80,304.60,307.30,13.80,4.30,4.50,4.20,0.10,4123,0,0,221.70,0,0,17.90,0,0,4010,59.98,1283,4.00,18500.00,3960,1.00,46.80,1022,40.90,23-1-16 7:11:55
