Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/01/30 05:01,054B7020C020042,4046045654,,,173.40,163.70,167.00,0.70,0.10,0.10,0.10,0.10,50,0,0,220.30,0,0,0.80,0,0,20,59.99,1382,0.00,20653.00,590,1.00,27.00,1022,48.10,23-1-30 5:4:8
2023/01/30 05:06,054B7020C020042,4046045654,,,290.20,277.00,289.90,12.00,0.10,0.10,0.10,0.10,86,0,0,220.30,0,0,2.60,0,0,20,59.96,1382,0.00,20653.00,30,1.00,27.70,1022,48.10,23-1-30 5:9:14
2023/01/30 05:11,054B7020C020042,4046045654,,,298.50,277.00,298.10,15.20,0.10,0.10,0.10,0.10,88,0,0,220.60,0,0,2.60,0,0,40,59.99,1382,0.00,20653.00,30,1.00,28.30,1022,48.10,23-1-30 5:14:19
2023/01/30 05:16,054B7020C020042,4046045654,,,308.20,277.10,308.10,10.60,0.10,0.20,0.10,0.10,118,0,0,219.90,0,0,2.60,0,0,100,59.99,1382,0.00,20653.00,100,1.00,28.90,1022,48.10,23-1-30 5:19:25
2023/01/30 05:21,054B7020C020042,4046045654,,,308.70,329.20,308.40,17.70,0.20,0.30,0.20,0.10,223,0,0,220.20,0,0,2.60,0,0,160,59.98,1382,0.00,20653.00,170,1.00,29.40,1022,48.10,23-1-30 5:24:31
2023/01/30 05:26,054B7020C020042,4046045654,,,324.40,328.90,308.10,14.90,0.20,0.30,0.20,0.10,226,0,0,220.60,0,0,2.80,0,0,230,59.97,1382,0.00,20653.00,230,1.00,30.00,1022,48.10,23-1-30 5:29:36
2023/01/30 05:31,054B7020C020042,4046045654,,,328.60,333.20,330.50,17.10,0.30,0.40,0.30,0.10,332,0,0,220.80,0,0,2.90,0,0,280,59.93,1382,0.00,20653.00,280,1.00,30.40,1022,48.10,23-1-30 5:34:42
2023/01/30 05:37,054B7020C020042,4046045654,,,338.20,342.90,331.90,13.60,0.30,0.40,0.30,0.10,339,0,0,221.00,0,0,2.90,0,0,300,59.98,1382,0.10,20653.00,300,1.00,30.70,1022,48.10,23-1-30 5:38:48
2023/01/30 05:42,054B7020C020042,4046045654,,,342.80,343.10,336.40,13.80,0.40,0.40,0.30,0.10,376,0,0,221.10,0,0,2.90,0,0,340,60.02,1382,0.10,20653.00,340,1.00,31.00,1022,48.10,23-1-30 5:44:6
2023/01/30 05:47,054B7020C020042,4046045654,,,348.30,344.80,342.00,14.20,0.40,0.50,0.40,0.10,449,0,0,220.90,0,0,3.10,0,0,390,59.99,1382,0.10,20653.00,380,1.00,31.40,1022,48.10,23-1-30 5:49:11
2023/01/30 05:52,054B7020C020042,4046045654,,,348.30,344.80,361.90,14.00,0.40,0.50,0.40,0.10,457,0,0,220.70,0,0,3.40,0,0,490,59.99,1382,0.20,20653.00,480,1.00,31.70,1022,48.10,23-1-30 5:54:17
2023/01/30 05:57,054B7020C020042,4046045654,,,342.40,351.00,344.10,13.50,0.70,0.70,0.60,0.10,693,0,0,220.60,0,0,3.80,0,0,660,60.00,1382,0.20,20653.00,660,1.00,32.10,1022,48.10,23-1-30 5:59:23
2023/01/30 06:02,054B7020C020042,4046045654,,,350.40,355.00,348.20,11.10,0.80,0.90,0.80,0.10,879,0,0,220.60,0,0,4.60,0,0,860,59.99,1382,0.30,20653.00,850,1.00,32.60,1022,48.10,23-1-30 6:4:29
2023/01/30 06:07,054B7020C020042,4046045654,,,372.50,373.10,370.20,15.40,0.90,1.00,0.90,0.10,1043,0,0,220.20,0,0,5.30,0,0,1050,59.97,1382,0.40,20654.00,1040,1.00,33.20,1022,48.10,23-1-30 6:9:35
2023/01/30 06:12,054B7020C020042,4046045654,,,344.50,345.10,366.20,10.10,1.10,1.10,1.00,0.10,1125,0,0,219.70,0,0,5.50,0,0,1100,59.96,1382,0.40,20654.00,1090,1.00,33.70,1022,48.10,23-1-30 6:14:41
2023/01/30 06:17,054B7020C020042,4046045654,,,328.50,353.10,346.20,15.50,0.90,1.00,0.90,0.10,961,0,0,219.30,0,0,4.90,0,0,930,59.98,1382,0.50,20654.00,920,1.00,34.00,1022,48.10,23-1-30 6:19:46
2023/01/30 06:22,054B7020C020042,4046045654,,,346.40,347.00,344.10,11.60,0.80,0.90,0.80,0.10,865,0,0,219.30,0,0,4.60,0,0,850,60.04,1382,0.60,20654.00,850,1.00,34.10,1022,48.10,23-1-30 6:24:52
2023/01/30 06:27,054B7020C020042,4046045654,,,374.40,371.00,356.10,10.40,0.90,1.00,1.00,0.10,1065,0,0,220.90,0,0,5.30,0,0,1040,59.98,1382,0.70,20654.00,1030,1.00,34.30,1022,48.10,23-1-30 6:29:58
2023/01/30 06:32,054B7020C020042,4046045654,,,348.30,344.90,342.10,12.30,1.30,1.30,1.20,0.10,1312,0,0,220.90,0,0,6.00,0,0,1240,59.98,1382,0.80,20654.00,1230,1.00,34.70,1022,48.10,23-1-30 6:35:3
2023/01/30 06:37,054B7020C020042,4046045654,,,352.30,349.00,350.00,16.70,1.40,1.50,1.30,0.10,1473,0,0,220.70,0,0,6.40,0,0,1330,59.99,1382,0.90,20654.00,1330,1.00,35.10,1022,48.10,23-1-30 6:40:9
2023/01/30 06:42,054B7020C020042,4046045654,,,358.40,355.00,368.10,14.30,1.50,1.60,1.50,0.10,1659,0,0,221.10,0,0,7.10,0,0,1520,60.04,1382,1.00,20654.00,1500,1.00,35.60,1022,48.10,23-1-30 6:45:15
2023/01/30 06:47,054B7020C020042,4046045654,,,358.30,358.90,352.00,16.10,1.70,1.80,1.70,0.10,1855,0,0,221.50,0,0,8.20,0,0,1770,59.99,1382,1.20,20654.00,1760,1.00,36.30,1022,48.10,23-1-30 6:50:22
2023/01/30 06:52,054B7020C020042,4046045654,,,358.30,362.90,356.00,12.80,1.60,1.70,1.60,0.10,1761,0,0,221.30,0,0,7.90,0,0,1670,59.96,1382,1.30,20654.00,1670,1.00,36.70,1022,48.10,23-1-30 6:55:28
2023/01/30 06:57,054B7020C020042,4046045654,,,370.30,354.90,352.00,10.90,1.30,1.50,1.40,0.10,1507,0,0,221.10,0,0,6.60,0,0,1380,59.95,1382,1.40,20655.00,1370,1.00,36.90,1022,48.10,23-1-30 7:0:33
2023/01/30 07:02,054B7020C020042,4046045654,,,356.30,348.90,350.00,12.30,1.40,1.50,1.30,0.10,1478,0,0,221.20,0,0,6.50,0,0,1350,59.97,1382,1.50,20655.00,1350,1.00,36.80,1022,48.10,23-1-30 7:5:39
2023/01/30 07:08,054B7020C020042,4046045654,,,356.40,353.10,370.10,11.20,1.50,1.70,1.50,0.10,1691,0,0,221.20,0,0,7.30,0,0,1560,59.95,1382,1.70,20655.00,1560,1.00,36.90,1022,48.10,23-1-30 7:10:44
2023/01/30 07:13,054B7020C020042,4046045654,,,354.50,359.10,352.30,10.50,1.70,1.80,1.70,0.10,1848,0,0,221.50,0,0,8.20,0,0,1770,60.02,1382,1.80,20655.00,1760,1.00,37.10,1022,48.10,23-1-30 7:15:50
2023/01/30 07:18,054B7020C020042,4046045654,,,356.30,352.90,358.00,14.90,2.00,2.20,2.00,0.10,2206,0,0,221.90,0,0,9.80,0,0,2150,60.01,1382,2.00,20655.00,2140,1.00,37.90,1022,48.10,23-1-30 7:20:57
2023/01/30 07:23,054B7020C020042,4046045654,,,354.20,354.80,355.90,11.90,2.20,2.30,2.20,0.10,2379,0,0,221.60,0,0,10.30,0,0,2270,60.02,1382,2.20,20655.00,2270,1.00,38.70,1022,48.10,23-1-30 7:26:3
2023/01/30 07:28,054B7020C020042,4046045654,,,356.60,357.10,354.30,16.20,2.10,2.20,2.10,0.10,2280,0,0,221.50,0,0,10.10,0,0,2210,59.96,1382,2.30,20655.00,2210,1.00,39.30,1022,48.10,23-1-30 7:31:9
2023/01/30 07:33,054B7020C020042,4046045654,,,356.70,353.30,354.30,16.10,2.30,2.50,2.30,0.10,2520,0,0,221.50,0,0,11.20,0,0,2460,60.01,1382,2.50,20656.00,2460,1.00,39.90,1022,48.10,23-1-30 7:36:15
2023/01/30 07:38,054B7020C020042,4046045654,,,352.40,356.90,350.00,10.90,2.40,2.50,2.40,0.10,2579,0,0,221.20,0,0,11.20,0,0,2480,60.01,1382,2.80,20656.00,2470,1.00,40.40,1022,48.10,23-1-30 7:41:20
2023/01/30 07:43,054B7020C020042,4046045654,,,354.40,351.10,348.10,10.80,2.40,2.50,2.40,0.10,2564,0,0,222.20,0,0,11.20,0,0,2490,60.00,1382,3.00,20656.00,2490,1.00,40.90,1022,48.10,23-1-30 7:46:26
2023/01/30 07:48,054B7020C020042,4046045654,,,350.50,347.10,352.20,10.20,2.30,2.40,2.20,0.10,2415,0,0,222.10,0,0,10.60,0,0,2330,60.04,1382,3.20,20656.00,2320,1.00,41.10,1022,48.10,23-1-30 7:51:31
2023/01/30 07:53,054B7020C020042,4046045654,,,348.70,349.20,350.30,10.20,2.80,2.90,2.70,0.10,2935,0,0,222.30,0,0,12.80,0,0,2880,60.01,1382,3.40,20657.00,2870,1.00,41.60,1022,48.10,23-1-30 7:56:37
2023/01/30 07:59,054B7020C020042,4046045654,,,348.70,349.20,350.30,16.10,2.80,2.90,2.80,0.10,2971,0,0,222.60,0,0,13.00,0,0,2900,60.02,1382,3.60,20657.00,2890,1.00,42.20,1022,48.10,23-1-30 8:1:43
2023/01/30 08:04,054B7020C020042,4046045654,,,354.50,351.10,352.30,10.50,2.60,2.70,2.60,0.10,2786,0,0,219.80,0,0,12.40,0,0,2740,60.03,1382,3.90,20657.00,2740,1.00,42.40,1022,48.10,23-1-30 8:6:48
2023/01/30 08:09,054B7020C020042,4046045654,,,346.60,343.20,344.30,15.50,2.20,2.30,2.20,0.10,2310,0,0,219.30,0,0,10.40,0,0,2260,60.02,1382,4.10,20657.00,2250,1.00,42.10,1022,48.10,23-1-30 8:11:54
2023/01/30 08:14,054B7020C020042,4046045654,,,346.30,343.00,348.00,15.50,1.70,1.80,1.70,0.10,1799,0,0,218.90,0,0,8.10,0,0,1720,59.98,1382,4.30,20657.00,1720,1.00,41.50,1022,48.10,23-1-30 8:17:2
2023/01/30 08:19,054B7020C020042,4046045654,,,350.60,347.10,352.20,13.90,2.20,2.30,2.10,0.10,2310,0,0,218.50,0,0,10.30,0,0,2230,60.00,1382,4.40,20658.00,2220,1.00,41.10,1022,48.10,23-1-30 8:22:7
2023/01/30 08:24,054B7020C020042,4046045654,,,356.50,353.10,346.20,13.60,2.40,2.50,2.50,0.10,2605,0,0,219.00,0,0,11.60,0,0,2520,60.00,1382,4.60,20658.00,2520,1.00,41.30,1022,48.10,23-1-30 8:26:13
2023/01/30 08:30,054B7020C020042,4046045654,,,352.50,349.20,346.30,11.40,2.90,3.00,2.90,0.10,3075,0,0,220.60,0,0,13.50,0,0,2990,59.98,1382,4.90,20658.00,2990,1.00,41.20,1022,48.10,23-1-30 8:33:17
2023/01/30 08:36,054B7020C020042,4046045654,,,346.60,347.20,344.30,14.20,2.40,2.50,2.40,0.10,2527,0,0,221.10,0,0,11.30,0,0,2490,59.98,1382,5.10,20658.00,2490,1.00,41.70,1022,48.10,23-1-30 8:38:21
2023/01/30 08:41,054B7020C020042,4046045654,,,348.20,348.80,346.00,14.70,2.00,2.10,2.00,0.10,2122,0,0,220.70,0,0,9.40,0,0,2040,60.01,1382,5.30,20658.00,2040,1.00,41.60,1022,48.10,23-1-30 8:43:27
2023/01/30 08:46,054B7020C020042,4046045654,,,350.10,350.70,347.90,14.70,3.70,3.70,3.60,0.10,3846,0,0,220.80,0,0,16.80,0,0,3760,59.94,1382,5.50,20659.00,3750,1.00,42.60,1022,48.10,23-1-30 8:48:32
2023/01/30 08:51,054B7020C020042,4046045654,,,348.30,348.80,349.80,14.10,3.70,3.80,3.70,0.10,3909,0,0,221.10,0,0,17.00,0,0,3800,59.96,1382,5.90,20659.00,3790,1.00,44.00,1022,48.10,23-1-30 8:53:37
2023/01/30 08:56,054B7020C020042,4046045654,,,346.20,342.90,343.80,15.80,2.80,2.90,2.80,0.10,2927,0,0,220.50,0,0,13.00,0,0,2890,59.96,1382,6.20,20659.00,2890,1.00,44.60,1022,48.10,23-1-30 8:58:41
2023/01/30 09:01,054B7020C020042,4046045654,,,342.40,338.90,340.10,10.60,1.90,2.00,1.90,0.10,1975,0,0,219.80,0,0,9.00,0,0,1950,59.95,1382,6.40,20660.00,1940,1.00,44.00,1022,48.10,23-1-30 9:3:46
2023/01/30 09:06,054B7020C020042,4046045654,,,344.30,336.90,341.90,15.70,1.70,1.80,1.70,0.10,1774,0,0,219.60,0,0,7.90,0,0,1690,59.96,1382,6.60,20660.00,1680,1.00,43.10,1022,48.10,23-1-30 9:8:51
2023/01/30 09:11,054B7020C020042,4046045654,,,350.40,351.10,348.20,11.30,2.80,2.90,2.80,0.10,2975,0,0,219.70,0,0,13.00,0,0,2880,59.99,1382,6.80,20660.00,2870,1.00,42.50,1022,48.10,23-1-30 9:13:56
2023/01/30 09:16,054B7020C020042,4046045654,,,348.60,349.10,350.20,15.70,2.70,2.70,2.60,0.10,2795,0,0,219.50,0,0,12.40,0,0,2730,59.95,1382,7.00,20660.00,2720,1.00,43.40,1022,48.10,23-1-30 9:19:1
2023/01/30 09:21,054B7020C020042,4046045654,,,348.50,345.20,350.20,13.90,2.10,2.20,2.10,0.10,2228,0,0,218.90,0,0,10.10,0,0,2170,59.99,1382,7.20,20660.00,2170,1.00,42.40,1022,48.10,23-1-30 9:24:5
2023/01/30 09:26,054B7020C020042,4046045654,,,346.60,347.10,348.30,9.80,2.20,2.30,2.20,0.10,2328,0,0,221.20,0,0,10.30,0,0,2260,59.97,1382,7.40,20661.00,2240,1.00,42.00,1022,48.10,23-1-30 9:29:10
2023/01/30 09:31,054B7020C020042,4046045654,,,348.60,345.20,354.20,10.20,1.80,1.90,1.80,0.10,1921,0,0,221.20,0,0,8.50,0,0,1810,60.00,1382,7.60,20661.00,1810,1.00,41.40,1022,48.10,23-1-30 9:34:15
2023/01/30 09:36,054B7020C020042,4046045654,,,350.50,347.00,352.10,11.50,1.60,1.70,1.50,0.10,1680,0,0,220.80,0,0,7.40,0,0,1580,59.96,1382,7.70,20661.00,1570,1.00,40.80,1022,48.10,23-1-30 9:39:20
2023/01/30 09:41,054B7020C020042,4046045654,,,354.60,351.40,352.30,9.20,1.90,2.00,1.90,0.10,2046,0,0,220.90,0,0,9.20,0,0,2010,59.97,1382,7.80,20661.00,2010,1.00,40.40,1022,48.10,23-1-30 9:44:24
2023/01/30 09:46,054B7020C020042,4046045654,,,360.50,357.20,358.20,13.00,2.50,2.60,2.50,0.10,2726,0,0,222.00,0,0,12.10,0,0,2700,60.02,1382,8.00,20661.00,2690,1.00,40.90,1022,48.10,23-1-30 9:49:29
2023/01/30 09:51,054B7020C020042,4046045654,,,358.20,358.70,359.80,11.50,3.10,3.20,3.10,0.10,3374,0,0,220.50,0,0,14.90,0,0,3300,59.99,1382,8.30,20661.00,3290,1.00,41.90,1022,48.10,23-1-30 9:54:34
2023/01/30 09:56,054B7020C020042,4046045654,,,362.50,359.00,356.30,10.40,3.50,3.60,3.50,0.10,3809,0,0,221.10,0,0,16.50,0,0,3700,60.01,1382,8.60,20662.00,3690,1.00,43.20,1022,48.10,23-1-30 9:59:38
2023/01/30 10:02,054B7020C020042,4046045654,,,356.40,356.80,358.10,10.30,4.10,4.10,4.00,0.10,4357,0,0,221.50,0,0,19.00,0,0,4270,59.98,1382,8.90,20662.00,4250,1.00,44.60,1022,48.10,23-1-30 10:4:43
2023/01/30 10:07,054B7020C020042,4046045654,,,358.70,359.10,356.40,9.70,4.30,4.40,4.30,0.10,4655,0,0,221.20,0,0,20.30,0,0,4580,59.97,1382,9.30,20662.00,4590,1.00,46.10,1022,48.10,23-1-30 10:9:48
2023/01/30 10:12,054B7020C020042,4046045654,,,352.40,348.80,357.80,12.10,4.80,4.90,4.70,0.10,5083,0,0,220.80,0,0,22.10,0,0,4950,59.99,1382,9.70,20663.00,4950,1.00,48.40,1022,48.10,23-1-30 10:14:53
