Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2022/11/21 04:10,054B7020C020042,4046045654,,,133.40,137.80,134.50,3.30,0.10,0.10,0.10,0.10,40,0,0,221.20,0,0,0.00,0,0,20,59.99,1372,0.00,17514.00,590,1.00,25.60,1022,58.90,22-11-21 4:10:52
2022/11/21 04:15,054B7020C020042,4046045654,,,280.90,279.60,280.90,15.50,0.10,0.10,0.10,0.10,85,0,0,221.30,0,0,2.60,0,0,20,59.99,1372,0.00,17514.00,70,1.00,26.00,1022,58.90,22-11-21 4:15:58
2022/11/21 04:20,054B7020C020042,4046045654,,,294.00,279.50,294.00,14.10,0.10,0.10,0.10,0.10,88,0,0,221.40,0,0,2.50,0,0,20,60.02,1372,0.00,17514.00,40,1.00,26.60,1022,58.90,22-11-21 4:21:4
2022/11/21 04:25,054B7020C020042,4046045654,,,380.70,279.50,380.30,11.40,0.10,0.10,0.10,0.10,105,0,0,220.90,0,0,2.60,0,0,20,59.98,1372,0.00,17514.00,60,1.00,27.20,1022,58.90,22-11-21 4:26:9
2022/11/21 04:25,054B7020C020042,4046045654,,,380.70,279.50,380.30,11.40,0.10,0.10,0.10,0.10,105,0,0,220.90,0,0,2.60,0,0,20,59.98,1372,0.00,17514.00,60,1.00,27.20,1022,58.90,22-11-21 4:26:9
2022/11/21 04:30,054B7020C020042,4046045654,,,308.00,279.50,307.60,17.00,0.10,0.10,0.10,0.10,91,0,0,220.90,0,0,2.50,0,0,20,59.99,1372,0.00,17514.00,10,1.00,27.70,1022,58.90,22-11-21 4:31:15
2022/11/21 04:35,054B7020C020042,4046045654,,,310.20,279.60,309.90,17.50,0.10,0.10,0.10,0.10,91,0,0,220.90,0,0,2.60,0,0,40,60.04,1372,0.00,17514.00,30,1.00,28.10,1022,58.90,22-11-21 4:36:21
2022/11/21 04:36,054B7020C020042,4046045654,,,310.20,279.60,309.90,17.50,0.10,0.10,0.10,0.10,91,0,0,220.90,0,0,2.60,0,0,40,60.04,1372,0.00,17514.00,30,1.00,28.10,1022,58.90,22-11-21 4:36:21
2022/11/21 04:41,054B7020C020042,4046045654,,,313.80,279.40,313.50,14.70,0.10,0.20,0.10,0.10,120,0,0,220.90,0,0,2.60,0,0,100,60.01,1372,0.10,17514.00,100,1.00,28.70,1022,58.90,22-11-21 4:41:26
2022/11/21 04:46,054B7020C020042,4046045654,,,313.70,351.30,316.60,13.40,0.20,0.30,0.20,0.10,232,0,0,220.30,0,0,2.60,0,0,180,59.98,1372,0.10,17514.00,180,1.00,29.10,1022,58.90,22-11-21 4:46:32
2022/11/21 04:56,054B7020C020042,4046045654,,,367.70,353.60,345.10,10.60,0.40,0.50,0.40,0.10,462,0,0,219.60,0,0,3.20,0,0,450,59.97,1372,0.10,17514.00,440,1.00,30.00,1022,58.90,22-11-21 4:56:43
2022/11/21 05:01,054B7020C020042,4046045654,,,355.60,357.50,348.90,10.30,0.60,0.70,0.60,0.10,673,0,0,219.90,0,0,3.80,0,0,630,59.98,1372,0.20,17514.00,620,1.00,30.50,1022,58.90,22-11-21 5:1:49
2022/11/21 05:06,054B7020C020042,4046045654,,,361.60,359.50,346.80,14.40,0.70,0.80,0.70,0.10,784,0,0,218.80,0,0,4.30,0,0,770,59.90,1372,0.20,17514.00,770,1.00,31.00,1022,58.90,22-11-21 5:6:55
2022/11/21 05:11,054B7020C020042,4046045654,,,365.60,367.50,346.90,11.20,0.90,0.90,0.90,0.10,973,0,0,221.40,0,0,4.80,0,0,920,59.97,1372,0.30,17515.00,920,1.00,31.50,1022,58.90,22-11-21 5:12:0
2022/11/21 05:16,054B7020C020042,4046045654,,,381.50,379.40,350.90,12.80,0.90,1.00,1.00,0.10,1074,0,0,221.10,0,0,5.20,0,0,1010,59.95,1372,0.40,17515.00,1010,1.00,32.10,1022,58.90,22-11-21 5:17:6
2022/11/21 05:16,054B7020C020042,4046045654,,,381.50,379.40,350.90,12.80,0.90,1.00,1.00,0.10,1074,0,0,221.10,0,0,5.20,0,0,1010,59.95,1372,0.40,17515.00,1010,1.00,32.10,1022,58.90,22-11-21 5:17:6
2022/11/21 05:21,054B7020C020042,4046045654,,,371.70,353.60,341.00,14.00,1.00,1.10,1.00,0.10,1103,0,0,221.30,0,0,5.50,0,0,1120,60.02,1372,0.50,17515.00,1120,1.00,32.70,1022,58.90,22-11-21 5:22:12
2022/11/21 05:26,054B7020C020042,4046045654,,,375.60,365.50,352.90,14.60,1.40,1.50,1.40,0.10,1569,0,0,220.90,0,0,6.70,0,0,1390,60.01,1372,0.60,17515.00,1390,1.00,33.30,1022,58.90,22-11-21 5:27:17
2022/11/21 05:32,054B7020C020042,4046045654,,,365.50,355.50,366.80,17.10,1.40,1.60,1.40,0.10,1595,0,0,222.20,0,0,6.90,0,0,1460,60.00,1372,0.70,17515.00,1460,1.00,34.00,1022,58.90,22-11-21 5:32:23
2022/11/21 05:37,054B7020C020042,4046045654,,,365.60,367.50,370.90,13.20,1.70,1.80,1.70,0.10,1914,0,0,222.70,0,0,8.30,0,0,1800,60.05,1372,0.80,17515.00,1800,1.00,34.80,1022,58.90,22-11-21 5:37:28
2022/11/21 05:42,054B7020C020042,4046045654,,,365.60,363.50,374.80,11.40,2.00,2.00,1.90,0.10,2171,0,0,222.70,0,0,9.40,0,0,2070,60.07,1372,1.00,17515.00,2080,1.00,35.70,1022,58.90,22-11-21 5:42:34
2022/11/21 05:47,054B7020C020042,4046045654,,,367.60,365.50,368.90,10.90,2.10,2.20,2.10,0.10,2351,0,0,223.30,0,0,10.30,0,0,2290,60.04,1372,1.20,17515.00,2290,1.00,36.70,1022,58.90,22-11-21 5:47:39
2022/11/21 05:52,054B7020C020042,4046045654,,,363.80,365.60,365.10,10.40,2.30,2.40,2.30,0.10,2554,0,0,220.50,0,0,11.30,0,0,2490,60.04,1372,1.40,17516.00,2480,1.00,37.60,1022,58.90,22-11-21 5:52:45
2022/11/21 05:57,054B7020C020042,4046045654,,,361.50,359.30,358.70,11.80,2.40,2.50,2.40,0.10,2627,0,0,220.40,0,0,11.50,0,0,2530,60.05,1372,1.60,17516.00,2520,1.00,38.50,1022,58.90,22-11-21 5:57:50
2022/11/21 05:57,054B7020C020042,4046045654,,,361.50,359.30,358.70,11.80,2.40,2.50,2.40,0.10,2627,0,0,220.40,0,0,11.50,0,0,2530,60.05,1372,1.60,17516.00,2520,1.00,38.50,1022,58.90,22-11-21 5:57:50
2022/11/21 06:02,054B7020C020042,4046045654,,,353.80,355.70,359.10,16.50,2.70,2.80,2.70,0.10,2922,0,0,219.70,0,0,13.00,0,0,2860,59.96,1372,1.80,17516.00,2860,1.00,39.40,1022,58.90,22-11-21 6:2:56
2022/11/21 06:07,054B7020C020042,4046045654,,,351.90,357.70,353.20,16.40,2.80,2.80,2.70,0.10,2942,0,0,221.10,0,0,12.90,0,0,2850,59.99,1372,2.00,17516.00,2860,1.00,40.00,1022,58.90,22-11-21 6:7:2
2022/11/21 06:12,054B7020C020042,4046045654,,,351.40,349.30,348.70,11.50,3.10,3.20,3.10,0.10,3289,0,0,220.90,0,0,14.30,0,0,3180,59.98,1372,2.30,17517.00,3170,1.00,40.60,1022,58.90,22-11-21 6:12:19
2022/11/21 06:17,054B7020C020042,4046045654,,,351.50,345.50,352.70,13.50,3.10,3.30,3.10,0.10,3324,0,0,219.80,0,0,14.60,0,0,3230,59.97,1372,2.60,17517.00,3230,1.00,41.40,1022,58.90,22-11-21 6:17:25
2022/11/21 06:22,054B7020C020042,4046045654,,,347.50,349.40,348.80,17.10,3.00,3.00,2.90,0.10,3103,0,0,222.80,0,0,13.60,0,0,3040,59.98,1372,2.80,17517.00,3040,1.00,41.80,1022,58.90,22-11-21 6:22:36
2022/11/21 06:27,054B7020C020042,4046045654,,,343.70,345.60,345.00,11.70,3.50,3.60,3.50,0.10,3655,0,0,222.50,0,0,16.00,0,0,3580,59.94,1372,3.10,17517.00,3580,1.00,42.80,1022,58.90,22-11-21 6:27:41
2022/11/21 06:32,054B7020C020042,4046045654,,,341.40,343.20,346.60,16.80,3.90,4.00,3.80,0.10,4023,0,0,222.30,0,0,17.60,0,0,3960,60.05,1372,3.50,17518.00,3960,1.00,43.80,1022,58.90,22-11-21 6:32:47
2022/11/21 06:37,054B7020C020042,4046045654,,,341.90,331.80,335.20,16.80,3.10,3.30,3.10,0.10,3195,0,0,221.00,0,0,14.00,0,0,3130,60.00,1372,3.80,17518.00,3140,1.00,44.30,1022,58.90,22-11-21 6:37:52
2022/11/21 06:42,054B7020C020042,4046045654,,,339.80,337.70,341.00,10.20,3.60,3.70,3.60,0.10,3701,0,0,221.60,0,0,16.20,0,0,3620,60.03,1372,4.10,17518.00,3630,1.00,44.70,1022,58.90,22-11-21 6:42:58
