Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/02/06 04:50,054B7020C020042,4046045654,,,135.30,138.30,135.70,2.70,0.10,0.10,0.10,0.10,41,0,0,219.60,0,0,0.00,0,0,20,59.99,1366,0.00,20957.00,590,1.00,26.20,1022,39.60,23-2-6 4:52:59
2023/02/06 04:55,054B7020C020042,4046045654,,,273.90,272.70,274.00,17.50,0.10,0.10,0.10,0.10,83,0,0,219.40,0,0,2.60,0,0,20,60.00,1366,0.00,20957.00,70,1.00,26.60,1022,39.60,23-2-6 4:58:10
2023/02/06 05:00,054B7020C020042,4046045654,,,291.60,272.90,291.50,13.90,0.10,0.10,0.10,0.10,86,0,0,219.50,0,0,2.50,0,0,20,60.01,1366,0.00,20957.00,20,1.00,27.10,1022,39.60,23-2-6 5:3:16
2023/02/06 05:05,054B7020C020042,4046045654,,,301.80,272.80,301.50,16.00,0.10,0.20,0.10,0.10,116,0,0,218.90,0,0,2.50,0,0,60,59.98,1366,0.00,20957.00,60,1.00,27.70,1022,39.60,23-2-6 5:8:21
2023/02/06 05:10,054B7020C020042,4046045654,,,299.80,272.80,299.70,15.70,0.10,0.10,0.10,0.10,88,0,0,219.50,0,0,2.50,0,0,20,59.98,1366,0.10,20957.00,0,1.00,28.10,1022,39.60,23-2-6 5:13:27
2023/02/06 05:15,054B7020C020042,4046045654,,,296.40,272.80,296.20,13.30,0.10,0.10,0.10,0.10,87,0,0,219.30,0,0,2.60,0,0,20,60.02,1366,0.10,20957.00,10,1.00,28.50,1022,39.60,23-2-6 5:18:32
2023/02/06 05:20,054B7020C020042,4046045654,,,296.50,272.80,296.20,16.80,0.10,0.10,0.10,0.10,88,0,0,219.60,0,0,2.60,0,0,20,59.98,1366,0.10,20957.00,0,1.00,28.80,1022,39.60,23-2-6 5:23:37
2023/02/06 05:25,054B7020C020042,4046045654,,,304.50,272.70,303.90,10.20,0.10,0.20,0.10,0.10,116,0,0,219.30,0,0,2.60,0,0,60,60.01,1366,0.10,20957.00,60,1.00,29.10,1022,39.60,23-2-6 5:28:43
2023/02/06 05:30,054B7020C020042,4046045654,,,304.60,334.70,309.40,14.40,0.20,0.30,0.20,0.10,224,0,0,219.70,0,0,2.60,0,0,180,60.02,1366,0.10,20957.00,180,1.00,29.50,1022,39.60,23-2-6 5:33:48
2023/02/06 05:35,054B7020C020042,4046045654,,,322.60,324.90,329.30,16.70,0.20,0.30,0.20,0.10,229,0,0,220.60,0,0,2.80,0,0,220,60.01,1366,0.10,20957.00,220,1.00,30.00,1022,39.60,23-2-6 5:38:54
2023/02/06 05:41,054B7020C020042,4046045654,,,328.50,326.90,327.30,11.50,0.30,0.40,0.30,0.10,328,0,0,220.50,0,0,2.90,0,0,280,59.99,1366,0.10,20957.00,280,1.00,30.20,1022,39.60,23-2-6 5:43:59
2023/02/06 05:46,054B7020C020042,4046045654,,,332.40,338.80,339.20,10.10,0.30,0.40,0.30,0.10,338,0,0,220.90,0,0,2.90,0,0,350,59.99,1366,0.10,20957.00,340,1.00,30.40,1022,39.60,23-2-6 5:49:4
2023/02/06 05:51,054B7020C020042,4046045654,,,350.40,348.70,349.10,14.80,0.40,0.50,0.40,0.10,455,0,0,220.80,0,0,3.20,0,0,420,60.03,1366,0.20,20957.00,420,1.00,30.70,1022,39.60,23-2-6 5:54:10
2023/02/06 05:56,054B7020C020042,4046045654,,,344.50,347.00,339.30,12.80,0.90,1.00,0.90,0.10,963,0,0,221.00,0,0,4.90,0,0,940,60.04,1366,0.20,20957.00,970,1.00,31.10,1022,39.60,23-2-6 5:59:15
