YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M
2023,2,22,22,20.19,19.37,19.78,15.14,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,94.94,0.08,93.28,2.43,100.77,5.56,100.85
2023,2,22,23,19.88,19.32,19.6,15.08,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.44,0.08,93.24,2.67,90.17,5.78,90.39
2023,2,23,0,19.52,19.16,19.34,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.62,0.03,93.16,2.74,80.13,5.68,80.25
2023,2,23,1,19.08,18.81,18.95,14.65,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.19,0.02,93.11,2.45,73.3,5.21,73.52
2023,2,23,2,18.66,18.48,18.57,14.28,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.69,0.03,93.11,1.96,79.67,4.41,79.8
2023,2,23,3,18.48,18.29,18.38,14.16,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.62,0.03,93.12,1.89,87.63,4.25,87.79
2023,2,23,4,18.43,18.19,18.31,14.04,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.44,0.03,93.16,1.85,81.97,4.1,81.89
2023,2,23,5,18.31,18.06,18.19,13.92,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.31,0.03,93.21,1.8,69.12,4.05,69.08
2023,2,23,6,19.26,18.53,18.9,14.34,35.17,49.4,0.27,0.14,84.65,15.0,21.83,2.01,0.01,0.05,95.44,0.02,93.25,2.67,59.53,3.79,59.79
2023,2,23,7,21.05,19.39,20.23,15.14,193.72,263.33,0.43,0.15,71.0,87.12,121.33,11.16,0.18,0.95,90.12,0.0,93.28,2.34,53.82,2.69,51.96
2023,2,23,8,23.98,19.46,21.73,15.2,403.14,507.3,0.53,0.16,57.2,186.05,236.67,24.5,0.66,3.5,75.69,0.02,93.3,1.68,24.18,2.0,22.26
2023,2,23,9,25.69,19.71,22.69,15.44,633.04,723.42,0.62,0.16,43.5,294.65,337.08,39.02,1.35,8.05,69.44,0.26,93.29,1.61,343.06,1.92,346.13
2023,2,23,10,26.52,19.92,23.23,15.62,704.8,888.92,0.59,0.16,30.22,331.12,412.73,46.02,1.88,9.33,67.0,0.48,93.24,1.89,319.35,2.2,324.56
2023,2,23,11,26.76,19.87,23.31,15.62,708.77,996.2,0.54,0.16,18.49,336.9,462.52,47.82,2.11,11.75,65.88,0.53,93.19,2.26,304.85,2.55,309.9
2023,2,23,12,26.69,19.75,23.22,15.5,567.89,1016.88,0.42,0.16,13.49,278.83,470.65,40.05,1.8,10.35,65.69,0.38,93.13,2.54,294.36,2.85,298.11
2023,2,23,13,26.56,19.74,23.15,15.5,181.89,971.52,0.14,0.15,20.84,96.2,450.12,14.73,0.63,3.45,66.12,0.29,93.08,2.59,285.21,2.93,287.56
2023,2,23,14,26.34,19.77,23.06,15.56,210.33,853.0,0.18,0.15,33.12,107.23,395.8,16.22,0.66,3.52,67.06,0.28,93.03,2.37,275.11,2.68,276.69
2023,2,23,15,26.08,19.77,22.92,15.56,348.85,669.83,0.37,0.16,46.55,165.15,310.85,24.42,0.86,4.9,68.12,0.26,93.01,2.05,265.62,2.36,266.58
2023,2,23,16,25.34,20.03,22.69,15.81,251.41,442.38,0.37,0.15,60.3,114.67,204.58,15.67,0.39,2.0,72.38,0.42,93.02,1.64,251.39,2.03,251.36
2023,2,23,17,24.4,20.43,22.41,16.24,131.25,199.67,0.34,0.16,74.11,58.55,90.27,7.63,0.1,0.52,78.5,0.47,93.05,1.33,224.05,1.87,224.15
2023,2,23,18,22.77,20.6,21.69,16.36,19.45,20.8,0.27,0.12,87.04,6.77,9.23,0.92,0.01,0.02,87.44,0.45,93.08,1.35,192.35,2.28,190.66
2023,2,23,19,21.67,20.29,20.98,16.05,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,91.69,0.49,93.11,1.65,166.29,3.06,165.5
2023,2,23,20,20.95,19.96,20.46,15.69,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,93.94,0.46,93.15,1.9,144.02,3.74,143.75
2023,2,23,21,20.5,19.81,20.15,15.56,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.69,0.39,93.16,2.02,126.83,4.2,126.53
2023,2,23,22,20.15,19.69,19.91,15.44,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.0,0.32,93.15,2.07,111.52,4.54,111.53
2023,2,23,23,19.81,19.52,19.66,15.26,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.06,0.23,93.11,2.2,98.99,4.87,99.04
2023,2,24,0,19.52,19.3,19.41,15.08,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.5,0.2,93.06,2.25,93.38,5.02,93.39
2023,2,24,1,19.33,19.14,19.24,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.62,0.2,93.01,2.09,88.93,4.67,88.95
2023,2,24,2,19.07,18.89,18.98,14.71,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.69,0.14,92.95,1.85,80.54,4.18,80.64
2023,2,24,3,18.83,18.63,18.73,14.47,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.69,0.07,92.92,1.63,69.83,3.64,70.05
2023,2,24,4,18.67,18.46,18.57,14.34,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.44,0.01,92.92,1.51,57.05,3.31,57.81
2023,2,24,5,18.51,18.26,18.38,14.16,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.25,0.01,92.95,1.48,45.43,3.06,46.24
2023,2,24,6,19.38,18.83,19.11,14.65,31.37,43.77,0.25,0.14,84.74,13.1,19.38,1.77,0.01,0.05,96.5,0.01,92.98,1.58,29.6,2.6,30.26
2023,2,24,7,20.8,19.59,20.19,15.38,120.23,249.55,0.27,0.14,71.09,53.85,114.02,7.54,0.12,0.65,92.69,0.01,93.02,1.68,1.6,1.91,358.6
2023,2,24,8,23.19,19.86,21.52,15.62,242.34,499.73,0.32,0.15,57.3,113.35,233.48,16.16,0.45,2.35,81.38,0.08,93.05,2.3,325.12,2.7,326.82
2023,2,24,9,25.01,19.81,22.4,15.56,372.41,716.9,0.37,0.16,43.61,179.58,335.05,25.83,0.91,5.35,72.81,0.01,93.07,3.58,323.53,4.22,326.16
2023,2,24,10,26.03,19.88,22.95,15.62,471.46,882.12,0.39,0.16,30.37,226.67,411.15,33.13,1.37,6.75,68.81,0.01,93.03,4.67,323.84,5.57,325.98
2023,2,24,11,26.45,19.94,23.19,15.69,709.56,983.08,0.54,0.16,18.73,339.17,457.17,47.64,2.08,11.52,67.31,0.0,92.97,5.34,325.12,6.46,326.79
2023,2,24,12,26.97,19.98,23.47,15.75,839.98,996.95,0.62,0.16,13.84,402.02,461.35,54.84,2.41,14.05,65.5,0.01,92.9,5.43,326.49,6.62,327.74
2023,2,24,13,27.15,19.86,23.51,15.62,890.66,947.5,0.69,0.15,21.1,420.3,438.5,56.49,2.37,13.73,64.25,0.01,92.82,5.18,324.51,6.35,325.47
2023,2,24,14,27.13,19.8,23.46,15.62,710.8,824.7,0.61,0.16,33.32,332.38,381.42,44.36,1.72,9.17,64.12,0.03,92.76,4.94,323.37,6.09,323.92
2023,2,24,15,26.82,19.8,23.31,15.62,551.62,638.77,0.58,0.16,46.73,256.4,294.55,33.23,1.08,6.27,65.31,0.05,92.72,4.66,324.42,5.85,324.51
2023,2,24,16,26.09,20.0,23.05,15.81,348.08,420.77,0.51,0.16,60.47,157.88,193.5,20.12,0.48,2.45,69.06,0.12,92.71,4.15,327.0,5.45,326.77
2023,2,24,17,24.77,20.83,22.8,16.66,158.19,185.62,0.42,0.16,74.28,69.73,83.45,8.41,0.1,0.52,78.69,0.18,92.72,2.96,333.03,4.86,333.27
2023,2,24,18,22.6,20.95,21.77,16.78,21.97,18.62,0.32,0.13,87.16,7.7,8.27,0.98,0.01,0.02,90.25,0.19,92.75,2.23,342.9,5.14,343.03
2023,2,24,19,21.77,20.55,21.16,16.36,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.62,0.19,92.77,2.46,348.44,5.74,348.38
2023,2,24,20,21.24,20.3,20.77,16.11,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,94.19,0.15,92.8,2.58,352.34,5.89,352.3
2023,2,24,21,20.87,20.12,20.49,15.93,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.38,0.08,92.82,2.59,354.12,5.84,354.09
2023,2,24,22,20.62,20.01,20.31,15.81,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.06,0.04,92.83,2.63,353.7,5.8,353.58
2023,2,24,23,20.44,19.92,20.19,15.75,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.69,0.03,92.79,2.68,352.63,5.72,352.62
2023,2,25,0,20.18,19.8,19.99,15.62,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.56,0.02,92.75,2.7,351.17,5.59,350.92
2023,2,25,1,19.94,19.66,19.8,15.5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.19,0.01,92.72,2.65,348.26,5.34,348.02
2023,2,25,2,19.73,19.51,19.62,15.32,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.5,0.01,92.68,2.5,346.83,4.99,346.51
2023,2,25,3,19.51,19.33,19.41,15.14,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.69,0.01,92.67,2.29,347.81,4.7,347.51
2023,2,25,4,19.3,19.14,19.22,15.01,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.88,0.01,92.7,2.2,349.17,4.58,349.09
2023,2,25,5,19.18,19.01,19.09,14.83,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.81,0.01,92.77,2.29,350.18,4.65,350.13
2023,2,25,6,19.89,19.35,19.62,15.14,41.13,42.12,0.33,0.15,84.83,16.88,18.58,2.12,0.01,0.05,96.56,0.0,92.83,3.26,350.2,4.55,348.61
2023,2,25,7,21.48,20.06,20.77,15.87,249.76,242.88,0.55,0.09,71.2,109.52,109.95,12.45,0.19,0.92,91.5,0.0,92.88,3.97,340.32,4.96,338.08
2023,2,25,8,23.76,20.28,22.01,16.05,486.81,483.65,0.65,0.12,57.39,221.12,222.75,26.96,0.67,3.4,80.81,0.01,92.9,5.25,330.0,6.7,329.22
2023,2,25,9,25.62,20.18,22.9,15.93,695.15,703.9,0.7,0.12,43.72,321.4,325.12,41.31,1.38,7.6,71.75,0.1,92.9,6.35,325.33,7.94,325.79
2023,2,25,10,26.62,20.35,23.49,16.11,774.28,876.85,0.65,0.15,30.52,362.7,405.27,49.01,1.96,10.62,68.38,0.09,92.87,6.65,322.93,8.27,323.76
2023,2,25,11,27.28,20.5,23.89,16.3,804.49,982.1,0.61,0.16,18.98,382.33,453.6,52.91,2.3,13.2,66.44,0.19,92.83,6.74,320.74,8.42,321.75
2023,2,25,12,27.35,20.48,23.91,16.3,778.79,1017.15,0.58,0.16,14.2,375.45,470.42,52.3,2.35,13.67,66.06,0.2,92.77,6.63,318.01,8.38,318.97
2023,2,25,13,27.53,20.58,24.05,16.42,699.42,968.6,0.54,0.16,21.38,336.25,447.95,47.09,2.03,11.27,65.75,0.2,92.72,6.35,315.1,8.08,315.9
2023,2,25,14,27.37,20.63,24.0,16.48,517.48,850.7,0.45,0.15,33.52,244.58,394.12,35.12,1.41,7.62,66.62,0.27,92.68,5.97,312.29,7.73,312.91
2023,2,25,15,26.87,20.73,23.8,16.54,373.01,666.75,0.39,0.16,46.9,174.5,308.67,25.13,0.87,4.92,69.0,0.39,92.66,5.23,310.16,7.04,310.46
2023,2,25,16,26.08,21.51,23.8,17.4,243.35,437.42,0.36,0.15,60.63,111.75,201.8,15.48,0.39,2.0,75.81,0.33,92.68,3.83,310.28,5.71,310.4
2023,2,25,17,24.97,22.3,23.63,18.25,116.95,200.58,0.31,0.15,74.45,53.05,91.2,6.96,0.09,0.48,85.06,0.4,92.7,2.55,316.74,4.96,316.91
2023,2,25,18,23.12,21.75,22.44,17.64,19.52,20.12,0.3,0.12,87.27,6.83,8.83,0.89,0.01,0.02,91.88,0.27,92.74,2.22,327.65,5.05,327.2
2023,2,25,19,22.46,21.33,21.9,17.21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,93.25,0.24,92.8,2.31,335.86,5.3,335.7
2023,2,25,20,22.1,21.18,21.64,16.97,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,94.31,0.24,92.86,2.34,342.53,5.43,342.14
2023,2,25,21,21.56,20.88,21.23,16.66,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.75,0.18,92.92,2.39,345.01,5.51,344.55
2023,2,25,22,21.16,20.73,20.94,16.54,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.19,0.16,92.94,2.39,345.01,5.46,344.23
2023,2,25,23,20.95,20.68,20.82,16.48,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.19,0.14,92.91,2.37,343.3,5.34,342.47
2023,2,26,0,20.67,20.55,20.62,16.36,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.12,0.13,92.86,2.36,341.27,5.27,340.79
2023,2,26,1,20.58,20.48,20.53,16.3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.19,0.12,92.81,2.29,340.89,5.04,340.53
2023,2,26,2,20.44,20.35,20.4,16.17,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.25,0.06,92.79,2.07,342.87,4.6,342.61
2023,2,26,3,20.32,20.23,20.27,16.05,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.25,0.05,92.83,1.94,346.24,4.37,345.81
2023,2,26,4,20.25,20.13,20.19,15.93,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.12,0.04,92.88,1.94,346.97,4.37,346.56
2023,2,26,5,20.13,20.01,20.07,15.81,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.06,0.03,92.93,1.97,347.18,4.41,346.9
2023,2,26,6,20.86,20.37,20.61,16.11,38.55,44.73,0.31,0.15,84.91,15.85,19.75,1.99,0.01,0.05,96.81,0.02,92.98,2.73,350.27,4.08,348.41
2023,2,26,7,22.4,21.05,21.73,16.85,187.83,257.17,0.42,0.11,71.29,84.27,118.67,10.31,0.16,0.83,91.94,0.02,93.03,2.93,338.43,3.56,334.79
2023,2,26,8,24.58,21.31,22.95,17.09,369.03,497.15,0.49,0.12,57.49,169.75,231.52,22.23,0.58,3.02,81.88,0.01,93.07,3.31,328.53,4.02,326.99
2023,2,26,9,26.3,21.16,23.73,16.97,470.31,710.02,0.47,0.13,43.83,220.5,329.77,30.61,1.07,6.23,73.25,0.01,93.09,3.79,327.03,4.58,327.69
2023,2,26,10,27.24,21.11,24.18,16.91,564.49,876.8,0.47,0.16,30.66,263.73,406.52,37.38,1.52,7.8,69.12,0.04,93.1,4.23,329.51,5.14,330.78
2023,2,26,11,27.48,21.0,24.24,16.78,532.61,981.62,0.41,0.16,19.23,247.0,454.85,36.75,1.66,9.12,67.69,0.11,93.08,4.68,328.72,5.75,330.2
2023,2,26,12,27.34,20.98,24.16,16.78,579.76,1019.2,0.43,0.16,14.56,274.88,473.12,40.74,1.87,10.62,68.19,0.16,93.05,4.97,322.73,6.21,324.27
2023,2,26,13,27.17,21.04,24.11,16.85,594.21,972.15,0.46,0.16,21.65,285.3,451.73,40.78,1.78,9.62,69.12,0.16,93.01,4.95,315.38,6.31,316.86
2023,2,26,14,26.9,21.09,24.0,16.91,738.9,853.2,0.64,0.16,33.73,347.12,397.4,47.1,1.85,10.0,70.44,0.13,92.98,4.67,307.79,6.08,308.95
2023,2,26,15,26.43,21.24,23.83,17.03,498.59,674.6,0.52,0.16,47.08,233.27,315.38,31.78,1.05,6.12,73.06,0.15,92.97,4.05,301.12,5.45,301.75
2023,2,26,16,25.87,21.7,23.79,17.52,345.2,448.5,0.51,0.16,60.8,159.83,209.9,21.05,0.52,2.65,77.69,0.13,92.97,3.05,299.58,4.5,299.68
2023,2,26,17,24.89,22.36,23.62,18.25,144.75,204.73,0.39,0.15,74.62,65.77,94.52,8.49,0.11,0.58,85.75,0.15,93.0,1.98,300.92,3.73,300.59
2023,2,26,18,23.12,21.65,22.38,17.46,17.16,19.52,0.27,0.12,87.38,5.67,8.6,0.78,0.0,0.02,91.31,0.15,93.04,1.86,296.24,3.49,296.16
2023,2,26,19,22.47,20.87,21.67,16.66,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,90.56,0.13,93.09,1.93,289.82,3.35,289.62
2023,2,26,20,22.19,20.49,21.34,16.24,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,89.94,0.13,93.14,1.87,282.58,3.12,282.44
2023,2,26,21,22.04,20.33,21.19,16.05,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,89.94,0.07,93.2,1.77,277.59,2.92,277.37
2023,2,26,22,21.79,20.32,21.05,16.05,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,91.25,0.1,93.22,1.76,273.31,2.98,272.85
2023,2,26,23,21.58,20.33,20.96,16.05,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.5,0.07,93.19,1.71,265.54,2.93,265.11
2023,2,27,0,21.35,20.02,20.69,15.75,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.06,0.04,93.14,1.49,254.14,2.41,254.03
2023,2,27,1,21.33,19.8,20.56,15.56,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,90.88,0.02,93.08,0.98,235.42,1.47,235.8
2023,2,27,2,21.02,19.65,20.33,15.44,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,91.81,0.01,93.02,0.7,199.65,1.03,200.35
2023,2,27,3,20.58,19.56,20.07,15.32,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,93.03,0.98,176.79,1.46,176.02
2023,2,27,4,19.93,19.44,19.68,15.2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.88,0.0,93.07,1.35,155.67,2.2,155.25
2023,2,27,5,19.44,19.33,19.39,15.14,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,99.25,0.01,93.12,1.68,142.92,3.15,142.45
2023,2,27,6,20.29,19.9,20.09,15.62,40.85,40.8,0.34,0.14,85.01,16.88,17.98,2.17,0.01,0.05,97.5,0.03,93.19,2.0,140.4,3.83,140.04
2023,2,27,7,21.58,20.55,21.07,16.3,224.2,243.02,0.51,0.16,71.38,99.42,110.05,11.82,0.18,0.92,93.75,0.07,93.27,2.95,143.49,3.73,143.44
2023,2,27,8,22.92,21.01,21.97,16.72,426.05,480.5,0.57,0.16,57.59,193.58,221.05,24.41,0.63,3.3,88.88,0.15,93.33,3.32,145.26,4.09,144.64
2023,2,27,9,24.19,20.99,22.59,16.72,668.05,692.77,0.67,0.12,43.94,308.05,319.27,39.56,1.33,7.38,82.19,0.11,93.36,3.37,141.11,4.03,139.4
2023,2,27,10,25.26,20.9,23.08,16.6,839.64,864.95,0.7,0.16,30.82,391.88,398.92,52.2,2.06,11.65,76.69,0.14,93.36,3.13,140.98,3.65,138.73
2023,2,27,11,26.04,20.97,23.5,16.66,925.09,974.23,0.7,0.15,19.48,436.5,450.1,58.96,2.54,15.25,73.56,0.16,93.33,2.92,146.22,3.36,144.09
2023,2,27,12,26.45,21.02,23.73,16.72,913.72,1021.48,0.68,0.16,14.92,437.02,474.52,60.45,2.7,16.23,72.0,0.22,93.3,3.03,153.63,3.48,152.34
2023,2,27,13,26.9,21.06,23.98,16.78,784.23,974.35,0.61,0.16,21.93,373.5,452.9,52.08,2.27,12.9,70.25,0.26,93.25,3.46,155.0,4.04,154.82
2023,2,27,14,26.89,20.96,23.92,16.72,651.94,859.0,0.56,0.16,33.95,305.3,401.0,43.04,1.71,9.45,69.88,0.37,93.21,4.03,151.3,4.85,151.82
2023,2,27,15,26.49,20.88,23.69,16.6,489.47,678.33,0.52,0.15,47.27,230.15,318.33,31.84,1.07,6.1,71.25,0.46,93.2,4.78,145.92,5.97,146.54
2023,2,27,16,25.29,20.94,23.12,16.66,308.24,447.48,0.46,0.13,60.98,142.3,209.4,19.08,0.47,2.42,76.81,0.45,93.23,5.15,140.35,6.94,140.52
2023,2,27,17,23.46,20.87,22.16,16.6,121.34,201.98,0.34,0.15,74.8,54.85,92.88,7.26,0.09,0.5,85.31,0.38,93.28,4.91,135.06,7.23,134.87
2023,2,27,18,21.74,20.37,21.05,16.11,18.48,18.73,0.3,0.12,87.48,6.45,8.23,0.86,0.01,0.02,91.88,0.19,93.34,4.64,133.43,7.07,133.12
2023,2,27,19,20.85,19.96,20.4,15.69,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,94.5,0.06,93.39,4.62,134.86,6.81,134.77
2023,2,27,20,20.4,19.65,20.03,15.38,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.44,0.02,93.43,4.54,135.7,6.7,135.76
2023,2,27,21,20.12,19.45,19.79,15.14,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.81,0.02,93.43,4.62,133.9,6.77,133.97
2023,2,27,22,19.93,19.31,19.62,15.01,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.12,0.02,93.4,4.63,132.47,6.76,132.47
2023,2,27,23,19.8,19.23,19.51,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.38,0.03,93.35,4.43,131.57,6.58,131.49
2023,2,28,0,19.7,19.19,19.44,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.62,0.05,93.29,4.26,129.94,6.55,128.95
2023,2,28,1,19.65,19.15,19.4,14.89,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.88,0.06,93.25,4.01,128.75,6.29,127.94
2023,2,28,2,19.63,19.17,19.4,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.0,0.1,93.21,3.72,129.37,5.96,128.61
2023,2,28,3,19.64,19.19,19.41,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.06,0.16,93.22,3.46,132.71,5.7,132.0
2023,2,28,4,19.65,19.2,19.43,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.06,0.06,93.26,3.41,134.81,5.69,134.22
2023,2,28,5,19.68,19.23,19.45,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.06,0.05,93.3,3.49,133.37,5.78,132.81
2023,2,28,6,19.97,19.44,19.7,15.14,33.34,43.9,0.28,0.13,85.09,13.5,19.23,1.81,0.01,0.05,96.56,0.05,93.34,3.59,131.82,5.49,131.13
2023,2,28,7,20.7,19.89,20.3,15.62,171.12,259.35,0.39,0.15,71.48,76.02,119.62,9.76,0.16,0.83,94.94,0.08,93.39,3.78,131.23,4.94,130.77
2023,2,28,8,21.67,20.23,20.94,15.93,352.37,502.25,0.48,0.16,57.68,162.38,234.3,22.07,0.6,3.2,91.38,0.13,93.41,3.99,125.93,5.15,124.37
2023,2,28,9,22.63,20.4,21.51,16.11,557.46,717.85,0.56,0.14,44.05,260.42,334.35,35.5,1.25,7.4,87.06,0.86,93.4,3.68,115.69,4.64,113.54
2023,2,28,10,23.5,20.6,22.05,16.3,707.48,883.77,0.59,0.16,30.98,333.05,410.83,45.94,1.88,10.12,83.69,1.13,93.36,2.96,94.85,3.75,92.03
2023,2,28,11,24.1,20.86,22.48,16.6,765.64,985.08,0.59,0.16,19.73,366.02,456.92,51.51,2.28,12.85,82.0,1.2,93.25,2.33,53.86,3.08,52.52
2023,2,28,12,24.31,21.11,22.71,16.85,784.6,1013.52,0.59,0.16,15.29,376.35,469.6,52.9,2.4,13.9,82.25,1.1,93.18,2.04,349.64,2.64,354.74
2023,2,28,13,24.1,21.44,22.77,17.21,684.78,964.92,0.53,0.16,22.22,328.33,447.23,46.02,2.03,11.05,85.0,1.34,93.16,2.31,288.5,2.7,294.42
2023,2,28,14,23.7,21.48,22.59,17.27,533.51,843.5,0.46,0.15,34.17,253.27,390.9,35.96,1.45,7.98,87.25,2.29,93.15,2.77,259.26,3.29,260.43
2023,2,28,15,23.14,21.53,22.33,17.33,259.34,662.5,0.27,0.15,47.46,125.02,307.48,18.78,0.7,3.98,90.56,2.11,93.13,3.07,241.41,3.82,241.13
2023,2,28,16,22.67,21.58,22.12,17.4,73.8,433.27,0.11,0.13,61.16,32.45,200.0,4.38,0.11,0.55,93.44,1.12,93.15,3.28,220.26,4.39,219.3
2023,2,28,17,22.07,21.33,21.7,17.09,102.63,192.33,0.29,0.15,74.98,46.15,86.92,6.1,0.09,0.42,95.5,0.44,93.23,3.36,202.87,5.36,201.74
2023,2,28,18,21.31,20.53,20.92,16.24,19.71,17.15,0.34,0.12,87.6,6.92,7.5,0.91,0.01,0.02,95.06,0.34,93.3,4.55,186.01,7.34,185.62
2023,2,28,19,20.58,19.81,20.2,15.56,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.19,0.21,93.31,4.41,168.55,6.94,169.09
2023,2,28,20,20.02,19.37,19.7,15.14,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.88,0.26,93.29,4.35,153.2,6.77,153.26
2023,2,28,21,19.63,19.17,19.4,14.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,97.06,0.43,93.26,3.47,148.17,5.78,147.19
2023,2,28,22,19.3,19.05,19.17,14.83,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,98.25,0.32,93.25,2.15,138.68,4.42,137.65
