YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M
2023,8,6,23,16.76,10.98,13.87,8.79,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,68.5,0.0,93.35,3.53,28.83,7.85,28.66
2023,8,7,0,16.16,10.56,13.36,8.54,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,69.25,0.0,93.33,3.44,25.87,7.51,25.66
2023,8,7,1,15.49,10.2,12.85,8.3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,70.62,0.0,93.31,3.3,21.95,7.06,21.54
2023,8,7,2,14.88,9.97,12.43,8.18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,72.31,0.0,93.29,3.21,16.85,6.77,16.15
2023,8,7,3,14.35,9.8,12.07,8.12,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,73.94,0.0,93.29,3.16,12.7,6.68,11.95
2023,8,7,4,13.95,9.6,11.78,8.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,74.94,0.0,93.3,3.18,12.64,6.79,11.96
2023,8,7,5,13.62,9.39,11.51,7.87,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,75.5,0.0,93.34,3.22,14.91,6.94,14.13
2023,8,7,6,13.4,9.3,11.35,7.81,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,76.06,0.0,93.4,3.21,16.27,6.89,15.45
2023,8,7,7,16.82,9.54,13.18,7.93,137.05,133.65,0.57,0.17,79.57,57.25,57.5,5.81,0.03,0.17,62.06,0.0,93.45,3.52,14.9,5.83,14.2
2023,8,7,8,20.44,9.35,14.9,7.87,348.13,341.27,0.7,0.16,67.66,151.52,151.58,16.97,0.26,1.27,48.81,0.0,93.51,3.5,6.79,4.1,3.39
2023,8,7,9,24.97,8.3,16.63,7.32,541.35,535.45,0.73,0.16,56.34,239.67,238.95,29.36,0.68,3.38,34.56,0.0,93.55,5.45,336.96,7.12,334.45
2023,8,7,10,27.65,7.87,17.76,7.08,683.44,683.33,0.76,0.16,46.9,306.17,304.65,39.16,1.13,5.85,28.62,0.0,93.55,6.26,323.83,7.65,322.56
2023,8,7,11,29.26,7.86,18.55,7.08,768.82,769.48,0.77,0.16,40.68,345.02,342.95,45.02,1.45,7.7,26.06,0.0,93.48,6.03,317.0,7.28,316.04
2023,8,7,12,30.29,7.69,18.99,7.02,795.24,798.3,0.77,0.16,39.25,360.15,357.6,47.59,1.57,8.42,24.31,0.0,93.39,5.83,311.42,7.03,310.58
2023,8,7,13,30.85,7.54,19.19,6.96,746.37,745.48,0.77,0.16,43.09,336.9,334.65,44.02,1.37,7.2,23.31,0.0,93.3,5.52,305.6,6.64,304.98
2023,8,7,14,30.82,7.64,19.23,7.02,631.84,626.23,0.76,0.16,51.02,283.95,282.05,35.95,0.95,4.85,23.5,0.0,93.22,5.03,300.23,6.09,299.69
2023,8,7,15,30.17,7.97,19.07,7.14,451.23,452.12,0.71,0.16,61.47,201.3,204.27,24.09,0.48,2.35,24.94,0.0,93.18,4.44,295.12,5.47,294.66
2023,8,7,16,28.21,10.66,19.44,8.73,235.41,241.95,0.62,0.16,73.37,103.5,108.48,11.23,0.12,0.6,33.88,0.0,93.19,2.82,291.65,4.71,291.41
2023,8,7,17,23.68,14.07,18.87,10.8,43.3,40.23,0.45,0.16,85.83,16.3,16.65,1.77,0.01,0.02,54.81,0.0,93.23,2.32,290.51,4.01,290.52
2023,8,7,18,23.01,12.55,17.78,9.77,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,51.62,0.0,93.28,1.98,289.08,3.02,289.04
2023,8,7,19,23.33,11.64,17.48,9.16,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,47.69,0.0,93.33,1.31,284.53,1.88,284.67
2023,8,7,20,23.04,10.94,16.99,8.73,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,46.38,0.0,93.39,0.78,220.91,1.07,221.46
2023,8,7,21,19.38,12.24,15.81,9.52,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,63.25,0.0,93.44,2.37,169.76,4.0,169.99
2023,8,7,22,17.71,12.16,14.94,9.46,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,69.81,0.0,93.49,3.42,156.89,7.47,157.24
2023,8,7,23,17.12,13.18,15.15,10.13,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,77.5,0.0,93.53,4.77,144.26,8.14,144.65
2023,8,8,0,16.16,14.72,15.44,11.23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,91.06,0.0,93.53,5.35,137.31,8.05,137.91
2023,8,8,1,15.98,15.41,15.69,11.72,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.31,0.0,93.51,5.01,134.31,7.5,134.7
2023,8,8,2,16.14,15.6,15.87,11.84,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0,93.51,4.9,136.23,7.42,137.47
2023,8,8,3,16.31,15.73,16.01,11.96,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.12,0.0,93.52,5.01,139.36,7.55,140.08
2023,8,8,4,16.36,15.82,16.09,12.02,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,96.5,0.0,93.54,4.91,137.13,7.57,137.68
2023,8,8,5,16.55,15.84,16.2,12.02,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.38,0.0,93.58,5.54,133.06,8.64,134.01
2023,8,8,6,16.76,15.73,16.24,11.96,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,93.44,0.0,93.62,5.77,129.45,8.75,130.22
2023,8,8,7,17.75,15.65,16.7,11.9,119.91,119.42,0.49,0.16,79.38,50.77,52.15,5.52,0.03,0.17,87.38,0.0,93.65,6.49,129.48,8.76,129.75
2023,8,8,8,19.63,15.35,17.49,11.66,320.74,312.92,0.63,0.16,67.48,140.85,140.9,15.77,0.24,1.17,76.12,0.0,93.69,7.31,128.93,9.19,127.64
2023,8,8,9,21.83,14.89,18.36,11.29,505.73,502.52,0.69,0.15,56.12,226.85,227.6,27.43,0.62,3.12,64.56,0.02,93.73,7.06,126.31,8.55,124.39
2023,8,8,10,23.72,14.62,19.17,11.11,648.41,648.0,0.71,0.17,46.65,295.4,294.05,37.22,1.05,5.45,56.62,0.02,93.73,6.54,126.65,7.74,124.27
2023,8,8,11,25.16,14.41,19.79,10.99,733.26,735.62,0.73,0.17,40.41,334.73,333.77,43.11,1.37,7.27,51.25,0.03,93.68,6.07,129.2,7.03,126.27
2023,8,8,12,25.97,14.29,20.13,10.86,742.52,766.42,0.72,0.15,38.98,342.45,349.92,44.91,1.47,7.95,48.44,0.04,93.62,6.03,134.69,6.86,131.4
2023,8,8,13,25.79,14.16,19.98,10.8,655.0,715.12,0.67,0.15,42.85,300.88,326.8,39.58,1.23,6.75,48.56,0.05,93.56,6.5,140.32,7.35,137.46
2023,8,8,14,24.43,14.03,19.23,10.74,550.2,598.5,0.66,0.14,50.83,251.7,273.95,32.25,0.87,4.55,52.25,0.04,93.53,7.36,142.9,8.49,140.53
2023,8,8,15,22.15,13.83,17.99,10.56,392.67,426.7,0.62,0.13,61.32,177.33,195.05,21.69,0.44,2.15,59.12,0.02,93.56,8.3,142.19,9.88,140.19
2023,8,8,16,19.38,13.44,16.41,10.31,190.71,222.23,0.5,0.16,73.25,84.88,100.08,9.94,0.11,0.55,68.44,0.02,93.61,8.76,139.96,10.79,138.44
2023,8,8,17,16.84,12.97,14.9,9.95,30.24,34.92,0.3,0.13,85.76,11.55,14.9,1.49,0.01,0.02,77.81,0.01,93.68,8.35,138.45,10.59,137.6
2023,8,8,18,15.49,12.83,14.16,9.89,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,84.06,0.01,93.71,7.51,136.98,9.72,136.01
2023,8,8,19,14.89,12.96,13.92,9.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,88.06,0.01,93.75,6.9,135.96,9.12,134.86
2023,8,8,20,14.61,13.06,13.83,10.01,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,90.31,0.01,93.8,6.88,133.57,9.19,132.35
2023,8,8,21,14.54,13.17,13.85,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,91.38,0.01,93.81,6.95,130.8,9.36,129.58
2023,8,8,22,14.52,13.27,13.9,10.19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.06,0.01,93.79,6.9,127.78,9.41,126.39
2023,8,8,23,14.62,13.38,14.0,10.25,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.19,0.01,93.75,6.73,123.45,9.28,122.07
2023,8,9,0,14.69,13.44,14.07,10.25,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.0,0.01,93.69,6.69,118.09,9.3,116.54
2023,8,9,1,14.6,13.39,13.99,10.25,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.31,0.01,93.62,6.44,112.68,9.05,111.16
2023,8,9,2,14.48,13.25,13.87,10.19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.19,0.01,93.56,5.96,109.22,8.52,107.72
2023,8,9,3,14.33,13.12,13.73,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,92.25,0.01,93.51,5.42,107.02,7.95,105.62
2023,8,9,4,14.07,13.08,13.58,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,93.62,0.0,93.48,4.77,107.54,7.24,106.5
2023,8,9,5,13.88,13.07,13.48,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,94.69,0.0,93.49,4.46,105.23,7.01,104.31
2023,8,9,6,13.71,13.02,13.37,10.01,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,95.5,0.0,93.51,4.3,97.84,7.02,97.16
2023,8,9,7,15.25,13.09,14.17,10.07,118.48,114.88,0.48,0.16,79.17,49.77,50.1,5.54,0.03,0.17,86.81,0.0,93.54,4.95,87.56,6.61,85.39
2023,8,9,8,18.22,13.05,15.64,10.01,309.83,301.75,0.61,0.14,67.29,135.0,135.15,15.27,0.23,1.17,71.69,0.0,93.58,5.12,67.47,6.51,65.37
2023,8,9,9,21.81,13.12,17.46,10.07,499.23,492.77,0.67,0.15,55.91,223.75,223.2,26.97,0.62,3.1,57.62,0.0,93.6,4.79,45.33,6.07,43.91
2023,8,9,10,25.12,13.08,19.1,10.07,642.64,641.48,0.7,0.16,46.4,292.12,290.83,36.66,1.05,5.4,47.06,0.0,93.58,4.69,21.27,5.92,21.21
2023,8,9,11,27.44,12.81,20.12,9.89,728.91,729.9,0.72,0.17,40.12,332.83,331.3,42.68,1.35,7.23,40.38,0.0,93.51,4.71,1.14,5.82,2.31
2023,8,9,12,28.69,12.58,20.64,9.77,751.67,755.85,0.73,0.16,38.7,345.35,344.08,44.76,1.46,7.8,36.94,0.02,93.43,4.76,347.88,5.81,349.23
2023,8,9,13,29.26,12.4,20.83,9.64,691.22,704.12,0.71,0.14,42.6,316.67,321.25,40.74,1.25,6.62,35.31,0.05,93.33,4.9,342.0,5.97,343.11
2023,8,9,14,29.26,12.21,20.73,9.52,454.15,589.83,0.54,0.14,50.63,208.15,269.23,27.11,0.74,3.95,34.88,0.07,93.23,5.04,344.46,6.18,344.84
2023,8,9,15,28.62,12.05,20.33,9.46,307.12,421.52,0.48,0.13,61.17,138.88,192.17,17.48,0.36,1.8,35.88,0.05,93.14,5.17,350.69,6.47,350.55
2023,8,9,16,27.19,12.39,19.79,9.64,151.15,219.05,0.39,0.15,73.13,67.02,98.38,8.34,0.1,0.5,39.88,0.02,93.11,4.1,352.23,5.9,351.7
2023,8,9,17,22.97,15.21,19.09,11.6,28.35,34.35,0.28,0.13,85.68,10.9,14.73,1.42,0.01,0.02,61.56,0.02,93.14,2.3,359.22,4.49,358.5
2023,8,9,18,21.41,15.11,18.26,11.54,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,67.19,0.04,93.19,2.27,29.48,4.02,28.81
2023,8,9,19,20.64,15.0,17.82,11.41,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,70.0,0.04,93.24,2.5,56.06,5.17,54.46
2023,8,9,20,19.86,14.63,17.24,11.17,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,71.69,0.01,93.29,2.79,65.73,6.21,64.37
2023,8,9,21,18.98,14.23,16.61,10.86,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,73.81,0.0,93.34,3.02,69.55,6.61,68.37
2023,8,9,22,18.19,13.88,16.04,10.62,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,75.75,0.0,93.33,3.14,64.2,6.95,62.92
2023,8,9,23,17.53,13.53,15.53,10.38,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,77.31,0.0,93.29,3.2,53.24,7.15,51.61
2023,8,10,0,17.02,13.21,15.12,10.19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,78.12,0.0,93.23,3.2,38.16,7.22,36.42
2023,8,10,1,16.53,12.99,14.76,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,79.44,0.0,93.15,3.18,25.49,7.1,24.65
2023,8,10,2,15.83,12.88,14.36,9.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,93.1,3.0,23.02,6.61,22.66
2023,8,10,3,15.35,12.74,14.05,9.89,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,84.31,0.0,93.07,3.02,22.65,6.67,22.36
2023,8,10,4,15.0,12.61,13.8,9.83,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,85.44,0.0,93.07,3.07,23.05,6.78,22.64
2023,8,10,5,14.76,12.47,13.62,9.7,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,85.94,0.0,93.14,3.17,22.9,7.0,22.5
2023,8,10,6,14.77,12.48,13.62,9.7,7.2,3.35,0.52,0.07,89.41,1.45,1.45,0.19,0.0,0.0,85.94,0.0,93.21,3.42,23.16,7.34,22.8
2023,8,10,7,17.16,12.95,15.05,10.01,120.02,116.8,0.5,0.18,79.57,50.5,50.8,5.44,0.03,0.15,76.19,0.0,93.27,4.87,22.54,6.71,21.88
2023,8,10,8,20.34,13.5,16.92,10.38,328.27,322.45,0.63,0.19,67.1,144.02,144.73,16.22,0.25,1.23,64.69,0.0,93.32,6.51,14.89,8.45,14.34
2023,8,10,9,23.89,13.14,18.51,10.13,480.54,515.5,0.64,0.13,55.69,215.77,233.48,26.77,0.62,3.15,50.88,0.0,93.35,6.98,5.72,8.77,5.11
2023,8,10,10,26.68,12.33,19.51,9.58,609.2,661.95,0.66,0.14,46.14,276.83,299.67,35.59,1.03,5.45,40.88,0.0,93.33,6.94,355.8,8.53,355.38
2023,8,10,11,28.49,11.92,20.2,9.34,701.73,747.73,0.69,0.14,39.84,319.7,338.17,41.65,1.33,7.12,35.81,0.0,93.27,6.67,347.41,8.08,347.04
2023,8,10,12,29.78,11.66,20.73,9.22,783.34,786.7,0.76,0.17,38.41,360.73,358.27,47.58,1.55,8.27,32.69,0.0,93.19,6.44,339.26,7.79,338.79
2023,8,10,13,30.48,11.42,20.95,9.03,734.33,734.98,0.75,0.16,42.36,336.73,335.0,43.91,1.34,7.08,30.94,0.0,93.1,6.15,332.36,7.47,331.77
2023,8,10,14,30.54,11.23,20.89,8.97,621.06,618.08,0.73,0.16,50.44,283.55,282.35,35.89,0.95,4.77,30.38,0.0,93.02,5.64,326.82,6.91,326.2
2023,8,10,15,30.01,11.1,20.55,8.85,454.83,446.65,0.71,0.16,61.02,205.17,204.45,24.46,0.48,2.33,31.06,0.0,92.97,4.93,323.24,6.15,322.69
2023,8,10,16,28.55,11.85,20.2,9.34,242.48,239.17,0.62,0.16,73.02,107.27,108.48,11.5,0.12,0.6,35.62,0.0,92.96,3.42,323.55,5.1,323.53
2023,8,10,17,24.21,15.48,19.84,11.84,40.52,40.45,0.4,0.15,85.61,15.55,17.05,1.82,0.01,0.02,58.12,0.0,92.98,2.25,335.13,4.1,334.36
2023,8,10,18,22.66,14.65,18.65,11.23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,60.5,0.0,93.02,2.24,2.0,3.63,1.36
2023,8,10,19,20.95,14.41,17.68,11.05,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,66.12,0.0,93.08,2.67,30.39,4.81,30.02
2023,8,10,20,19.75,13.84,16.8,10.62,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,68.62,0.0,93.14,2.99,40.76,6.5,40.22
2023,8,10,21,18.98,13.62,16.3,10.44,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,93.18,3.3,43.37,7.25,42.82
2023,8,10,22,18.12,13.58,15.85,10.44,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,74.62,0.0,93.2,3.34,44.34,7.07,44.06
2023,8,10,23,17.44,13.46,15.44,10.38,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,77.38,0.0,93.19,3.18,44.1,6.86,43.89
2023,8,11,0,16.97,13.27,15.12,10.25,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,78.69,0.0,93.16,3.08,40.07,6.79,39.92
2023,8,11,1,16.55,13.04,14.79,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,79.62,0.0,93.11,3.06,34.7,6.76,34.5
2023,8,11,2,16.13,12.73,14.44,9.89,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,80.12,0.0,93.07,3.11,28.89,6.85,28.64
2023,8,11,3,15.8,12.37,14.08,9.64,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,79.94,0.0,93.07,3.24,22.73,7.1,22.39
2023,8,11,4,15.6,12.04,13.82,9.46,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,79.19,0.0,93.09,3.42,18.81,7.44,18.3
2023,8,11,5,15.53,11.77,13.65,9.28,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,78.19,0.0,93.13,3.63,17.54,7.83,17.06
2023,8,11,6,15.56,11.73,13.65,9.22,7.53,3.95,0.51,0.09,89.36,1.65,1.65,0.21,0.0,0.0,77.75,0.0,93.17,3.77,19.37,8.01,18.77
2023,8,11,7,18.33,11.89,15.11,9.34,133.19,130.15,0.55,0.17,79.41,56.4,56.83,5.81,0.03,0.15,65.94,0.0,93.21,5.0,20.3,6.92,19.38
2023,8,11,8,21.76,12.19,16.98,9.52,350.6,344.2,0.67,0.16,66.91,154.83,154.95,17.46,0.25,1.23,54.44,0.0,93.25,5.54,12.7,7.08,10.3
2023,8,11,9,25.64,11.91,18.77,9.34,544.48,538.52,0.73,0.16,55.46,244.0,243.0,29.94,0.66,3.25,42.31,0.0,93.26,7.2,353.9,9.15,352.1
2023,8,11,10,28.34,11.8,20.07,9.28,688.88,686.95,0.75,0.16,45.88,311.4,309.23,39.86,1.09,5.58,35.81,0.0,93.24,7.42,339.49,9.23,338.54
2023,8,11,11,30.18,12.21,21.19,9.52,771.05,772.6,0.76,0.17,39.54,350.23,347.67,45.75,1.4,7.3,33.12,0.04,93.2,7.13,327.22,8.84,326.65
2023,8,11,12,31.4,12.18,21.8,9.52,798.8,801.4,0.77,0.16,38.12,365.5,362.58,48.4,1.52,8.0,30.81,0.2,93.14,6.97,318.23,8.63,317.75
2023,8,11,13,32.09,11.83,21.96,9.34,748.13,747.4,0.76,0.16,42.12,341.1,338.58,44.61,1.32,6.83,28.94,0.02,93.06,6.69,311.54,8.31,311.15
2023,8,11,14,32.19,11.46,21.83,9.09,632.3,627.73,0.74,0.16,50.24,286.73,284.95,36.33,0.91,4.58,28.06,0.0,93.01,6.12,302.8,7.62,302.62
2023,8,11,15,31.55,11.15,21.35,8.91,460.38,453.08,0.71,0.16,60.88,206.38,205.92,24.6,0.45,2.23,28.5,0.0,93.0,5.33,293.11,6.72,293.2
2023,8,11,16,29.76,12.07,20.92,9.52,243.61,243.17,0.62,0.16,72.91,106.75,109.45,11.35,0.12,0.58,33.69,0.0,93.02,3.56,283.21,5.51,282.7
2023,8,11,17,24.93,15.66,20.3,11.96,40.1,41.67,0.39,0.15,85.53,15.27,17.38,1.79,0.01,0.02,56.31,0.01,93.06,2.41,267.77,4.46,268.29
2023,8,11,18,23.46,14.9,19.18,11.41,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,58.56,0.01,93.11,2.23,254.36,3.57,254.78
2023,8,11,19,23.36,14.25,18.8,10.93,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,56.5,0.03,93.17,1.71,239.44,2.59,240.58
2023,8,11,20,22.9,13.81,18.36,10.62,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,56.44,0.06,93.21,1.14,209.55,1.67,212.95
2023,8,11,21,22.71,12.94,17.82,10.01,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,54.0,0.01,93.23,0.77,147.93,0.96,153.85
2023,8,11,22,21.3,13.03,17.16,10.07,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,59.19,0.01,93.24,0.99,64.24,1.28,60.78
2023,8,11,23,19.44,13.16,16.3,10.13,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,66.94,0.0,93.23,1.8,30.02,2.69,27.09
2023,8,12,0,17.94,13.25,15.59,10.19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,73.94,0.0,93.2,2.37,20.47,3.98,18.68
2023,8,12,1,17.84,13.35,15.6,10.31,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,74.88,0.0,93.14,2.55,21.77,4.97,20.6
2023,8,12,2,17.57,12.88,15.23,9.95,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,73.81,0.0,93.1,2.72,21.04,5.78,20.39
2023,8,12,3,17.17,12.47,14.82,9.7,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,73.69,0.0,93.08,2.76,17.31,6.04,16.61
2023,8,12,4,16.62,12.16,14.39,9.52,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,74.81,0.0,93.1,2.76,13.92,5.94,13.16
2023,8,12,5,16.01,11.88,13.94,9.34,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,76.31,0.0,93.14,2.77,12.7,5.78,11.93
2023,8,12,6,15.67,11.73,13.7,9.22,7.58,4.3,0.47,0.09,89.3,1.73,1.8,0.23,0.0,0.0,77.25,0.0,93.2,2.73,12.88,5.56,12.26
2023,8,12,7,19.15,11.8,15.48,9.28,118.9,131.3,0.48,0.16,79.23,50.5,56.73,5.73,0.04,0.2,62.31,0.0,93.26,3.01,12.74,4.8,11.46
2023,8,12,8,22.65,11.43,17.04,9.03,296.99,345.55,0.56,0.15,66.71,131.35,154.15,15.8,0.28,1.4,49.06,0.0,93.3,2.89,7.14,3.29,3.95
2023,8,12,9,27.62,10.71,19.17,8.61,490.2,540.83,0.65,0.16,55.23,217.45,242.27,27.29,0.69,3.6,34.75,0.0,93.32,3.36,329.74,4.07,325.24
2023,8,12,10,30.43,10.7,20.57,8.61,617.02,689.23,0.66,0.15,45.61,277.12,308.5,36.21,1.13,6.35,29.56,0.0,93.28,3.87,311.57,4.57,310.01
2023,8,12,11,31.92,10.68,21.3,8.61,662.06,775.83,0.64,0.15,39.24,298.77,347.25,40.05,1.38,7.95,27.06,0.0,93.21,4.28,303.69,5.07,303.13
2023,8,12,12,32.76,10.57,21.66,8.54,691.24,796.6,0.66,0.15,37.83,311.62,357.27,41.8,1.48,8.38,25.69,0.0,93.15,4.55,294.54,5.44,294.25
2023,8,12,13,32.88,10.46,21.67,8.48,632.64,743.23,0.64,0.15,41.87,284.48,333.85,38.05,1.27,7.42,25.25,0.0,93.09,4.62,283.71,5.57,283.72
2023,8,12,14,32.41,10.34,21.38,8.42,545.63,623.8,0.64,0.15,50.05,244.42,280.77,31.68,0.91,5.1,25.75,0.0,93.04,4.38,273.58,5.32,274.21
2023,8,12,15,31.37,10.34,20.86,8.42,315.96,448.88,0.48,0.15,60.73,138.98,202.17,18.03,0.4,2.02,27.31,0.0,93.05,4.05,257.65,4.99,258.8
2023,8,12,16,29.38,11.65,20.51,9.22,136.88,239.23,0.35,0.14,72.79,58.27,106.38,7.07,0.09,0.45,33.5,0.0,93.1,3.0,238.42,4.68,237.69
2023,8,12,17,25.52,15.55,20.54,11.84,32.06,40.38,0.3,0.12,85.46,12.33,16.8,1.62,0.01,0.02,53.94,0.0,93.15,2.26,203.38,4.85,204.25
2023,8,12,18,23.94,14.79,19.37,11.29,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,56.44,0.0,93.2,2.68,168.72,6.04,169.49
2023,8,12,19,22.83,14.52,18.68,11.11,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,59.38,0.0,93.24,3.22,136.38,6.67,137.47
2023,8,12,20,21.26,14.89,18.08,11.35,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,66.94,0.01,93.27,4.1,115.49,6.99,115.65
2023,8,12,21,19.8,15.27,17.54,11.66,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,75.06,0.01,93.31,4.6,112.69,6.91,112.54
2023,8,12,22,18.65,15.4,17.02,11.72,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,81.25,0.01,93.33,4.69,112.72,6.86,112.42
2023,8,12,23,17.61,15.3,16.46,11.66,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,86.19,0.02,93.3,4.62,111.23,6.92,110.54
