YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_SW_DWN,ALLSKY_KT
2023,7,4,13,608.8,0.14,52.15,269.25,33.97,0.91,19.13,7.97,13.55,7.13,48.22,0.02,93.64,1.93,60.3,2.28,57.7,4.68,608.8,0.75
2023,7,4,14,691.1,0.16,46.82,306.17,39.57,1.19,21.07,8.08,14.58,7.19,43.1,0.01,93.58,1.19,16.6,1.53,17.5,6.25,691.4,0.77
2023,7,4,15,714.97,0.15,45.71,317.77,41.52,1.28,22.15,8.28,15.22,7.3,40.92,0.0,93.5,1.39,339.0,1.71,344.4,6.75,715.1,0.78
2023,7,4,16,663.8,0.15,49.11,295.24,38.05,1.1,22.6,8.42,15.51,7.37,40.17,0.0,93.43,1.71,321.4,2.02,327.3,5.7,663.8,0.77
2023,7,4,17,549.2,0.16,56.21,244.93,30.45,0.74,22.51,8.5,15.51,7.42,40.64,0.0,93.38,1.82,310.8,2.11,316.5,3.72,549.2,0.75
2023,7,4,18,382.75,0.16,65.82,170.73,19.61,0.34,21.91,8.57,15.24,7.46,42.36,0.0,93.35,1.71,305.0,2.01,310.0,1.7,382.85,0.71
2023,7,4,19,183.73,0.18,76.99,80.63,8.16,0.07,20.52,10.12,15.32,8.3,51.31,0.15,93.36,1.25,298.2,1.76,300.8,0.35,183.85,0.62
2023,7,4,20,17.08,0.18,87.97,6.72,0.78,0.0,18.35,10.14,14.24,8.32,58.88,0.24,93.38,0.91,266.2,1.28,266.9,0.03,17.12,0.37
2023,7,4,21,0.0,-999.0,90.0,0.0,0.0,0.0,17.59,8.96,13.28,7.65,56.82,0.0,93.4,0.82,192.0,1.09,191.1,0.0,0.0,-999.0
2023,7,4,22,0.0,-999.0,90.0,0.0,0.0,0.0,15.49,9.38,12.43,7.87,66.82,0.0,93.42,1.49,135.3,2.18,135.2,0.0,0.0,-999.0
2023,7,4,23,0.0,-999.0,90.0,0.0,0.0,0.0,13.42,9.56,11.49,7.97,77.38,0.01,93.43,2.19,104.8,3.5,104.9,0.0,0.0,-999.0
2023,7,5,0,0.0,-999.0,90.0,0.0,0.0,0.0,12.01,9.53,10.77,7.94,84.56,0.01,93.44,2.61,81.8,4.79,81.8,0.0,0.0,-999.0
2023,7,5,1,0.0,-999.0,90.0,0.0,0.0,0.0,11.35,9.47,10.41,7.91,88.01,0.01,93.46,2.78,68.7,5.71,69.1,0.0,0.0,-999.0
2023,7,5,2,0.0,-999.0,90.0,0.0,0.0,0.0,10.85,9.41,10.13,7.88,90.66,0.01,93.47,2.78,63.3,5.98,63.7,0.0,0.0,-999.0
2023,7,5,3,0.0,-999.0,90.0,0.0,0.0,0.0,10.36,9.23,9.79,7.78,92.49,0.0,93.48,2.76,61.7,5.97,62.1,0.0,0.0,-999.0
2023,7,5,4,0.0,-999.0,90.0,0.0,0.0,0.0,9.92,8.93,9.42,7.63,93.41,0.0,93.46,2.77,59.6,5.96,60.1,0.0,0.0,-999.0
2023,7,5,5,0.0,-999.0,90.0,0.0,0.0,0.0,9.51,8.68,9.1,7.5,94.36,0.0,93.43,2.8,56.9,6.05,57.4,0.0,0.0,-999.0
2023,7,5,6,0.0,-999.0,90.0,0.0,0.0,0.0,9.13,8.5,8.82,7.41,95.63,0.0,93.41,2.82,53.5,6.08,53.9,0.0,0.0,-999.0
2023,7,5,7,0.0,-999.0,90.0,0.0,0.0,0.0,8.69,8.38,8.54,7.35,97.73,0.01,93.42,2.78,49.1,5.81,49.4,0.0,0.0,-999.0
2023,7,5,8,0.0,-999.0,90.0,0.0,0.0,0.0,8.24,8.26,8.25,7.29,99.98,0.05,93.46,2.67,43.5,5.24,43.1,0.0,0.0,-999.0
2023,7,5,9,0.0,-999.0,90.0,0.0,0.0,0.0,7.81,8.14,7.98,7.23,100.0,0.1,93.52,2.58,37.1,4.91,36.4,0.0,0.0,-999.0
2023,7,5,10,82.95,0.19,82.69,34.75,3.59,0.02,10.17,8.46,9.32,7.38,88.98,0.1,93.58,2.75,32.1,4.52,31.8,0.08,83.22,0.49
2023,7,5,11,270.25,0.15,71.03,123.1,13.07,0.18,13.16,8.9,11.03,7.6,75.22,0.02,93.64,2.94,28.8,3.31,27.9,0.88,280.33,0.63
2023,7,5,12,458.55,0.16,60.56,205.37,24.33,0.51,17.03,9.11,13.07,7.7,59.43,0.03,93.68,3.02,11.8,3.58,9.2,2.55,464.52,0.71
2023,7,5,13,602.83,0.17,52.09,267.73,33.62,0.9,20.2,8.76,14.48,7.52,47.6,0.0,93.67,3.18,348.4,3.72,347.3,4.6,604.05,0.74
2023,7,5,14,685.58,0.16,46.74,303.96,39.13,1.17,21.78,8.67,15.23,7.49,43.0,0.0,93.62,3.51,336.7,4.12,336.4,6.12,685.85,0.76
2023,7,5,15,713.33,0.16,45.61,317.78,41.5,1.28,22.69,8.49,15.59,7.4,40.16,0.0,93.54,3.86,331.0,4.57,331.4,6.72,713.53,0.77
2023,7,5,16,662.45,0.16,49.01,295.25,38.03,1.1,23.09,8.28,15.69,7.3,38.63,0.0,93.44,4.12,328.7,4.94,329.3,5.68,662.55,0.77
2023,7,5,17,549.03,0.16,56.11,244.94,30.44,0.74,23.01,8.05,15.53,7.19,38.2,0.0,93.36,4.14,328.0,5.06,328.6,3.7,549.03,0.75
2023,7,5,18,382.7,0.17,65.73,170.87,19.62,0.34,22.4,7.81,15.11,7.08,39.02,0.0,93.32,3.86,328.5,4.89,328.8,1.7,383.17,0.71
2023,7,5,19,183.57,0.18,76.9,80.78,8.19,0.07,20.34,10.57,15.46,8.6,53.72,0.0,93.31,2.33,331.8,4.32,332.0,0.35,184.1,0.61
2023,7,5,20,17.23,0.18,87.92,6.82,0.79,0.0,16.36,10.72,13.54,8.64,69.28,0.0,93.32,2.37,347.1,3.99,346.7,0.03,17.3,0.36
2023,7,5,21,0.0,-999.0,90.0,0.0,0.0,0.0,14.94,9.76,12.35,8.08,71.01,0.0,93.34,2.51,7.3,4.11,6.8,0.0,0.0,-999.0
2023,7,5,22,0.0,-999.0,90.0,0.0,0.0,0.0,13.6,9.48,11.54,7.93,76.04,0.0,93.37,2.78,22.4,4.88,21.8,0.0,0.0,-999.0
2023,7,5,23,0.0,-999.0,90.0,0.0,0.0,0.0,12.58,9.28,10.93,7.81,80.1,0.0,93.42,2.95,30.8,5.71,30.2,0.0,0.0,-999.0
2023,7,6,0,0.0,-999.0,90.0,0.0,0.0,0.0,11.85,9.1,10.47,7.72,83.11,0.0,93.45,3.0,34.7,6.46,34.3,0.0,0.0,-999.0
2023,7,6,1,0.0,-999.0,90.0,0.0,0.0,0.0,11.38,8.8,10.09,7.56,83.98,0.0,93.46,3.09,35.6,6.87,35.2,0.0,0.0,-999.0
2023,7,6,2,0.0,-999.0,90.0,0.0,0.0,0.0,10.97,8.43,9.7,7.37,84.12,0.0,93.45,3.12,34.1,6.81,33.7,0.0,0.0,-999.0
2023,7,6,3,0.0,-999.0,90.0,0.0,0.0,0.0,10.49,8.07,9.28,7.19,84.73,0.0,93.44,3.11,33.7,6.8,33.6,0.0,0.0,-999.0
2023,7,6,4,0.0,-999.0,90.0,0.0,0.0,0.0,10.08,7.73,8.9,7.03,85.13,0.35,93.4,3.11,33.6,6.78,33.5,0.0,0.0,-999.0
2023,7,6,5,0.0,-999.0,90.0,0.0,0.0,0.0,9.65,7.45,8.55,6.9,85.96,0.35,93.35,3.05,32.3,6.58,32.2,0.0,0.0,-999.0
2023,7,6,6,0.0,-999.0,90.0,0.0,0.0,0.0,9.28,7.17,8.23,6.77,86.44,0.35,93.32,3.02,30.5,6.4,30.3,0.0,0.0,-999.0
2023,7,6,7,0.0,-999.0,90.0,0.0,0.0,0.0,8.98,6.84,7.91,6.62,86.25,0.0,93.31,3.02,28.5,6.37,28.3,0.0,0.0,-999.0
2023,7,6,8,0.0,-999.0,90.0,0.0,0.0,0.0,8.76,6.52,7.64,6.48,85.71,0.0,93.32,3.06,26.6,6.5,26.4,0.0,0.0,-999.0
2023,7,6,9,0.0,-999.0,90.0,0.0,0.0,0.0,8.53,6.25,7.39,6.36,85.48,0.0,93.36,3.09,25.3,6.55,25.1,0.0,0.0,-999.0
2023,7,6,10,82.88,0.18,82.68,34.64,3.57,0.02,10.89,6.8,8.85,6.6,75.72,0.0,93.39,3.33,24.3,6.17,23.6,0.08,83.93,0.49
2023,7,6,11,279.25,0.15,71.01,122.35,13.24,0.17,14.24,7.17,10.7,6.77,62.36,0.0,93.43,3.71,20.2,4.38,19.5,0.88,281.62,0.65
2023,7,6,12,467.1,0.16,60.52,205.18,24.54,0.51,18.18,8.07,13.12,7.19,51.51,0.0,93.47,3.82,3.5,4.77,1.9,2.53,467.45,0.72
2023,7,6,13,609.62,0.15,52.03,268.05,33.73,0.89,21.17,7.92,14.54,7.12,42.37,0.0,93.47,4.38,346.5,5.24,346.8,4.55,609.65,0.75
2023,7,6,14,692.05,0.16,46.65,304.71,39.24,1.17,22.5,8.01,15.26,7.17,39.31,0.0,93.4,4.28,338.3,5.09,338.8,6.07,692.85,0.77
2023,7,6,15,716.65,0.15,45.51,316.5,41.2,1.26,23.26,7.83,15.55,7.09,37.08,0.0,93.29,4.37,333.8,5.23,334.3,6.6,717.45,0.78
2023,7,6,16,665.72,0.16,48.91,294.15,37.77,1.08,23.55,7.49,15.52,6.93,35.58,0.0,93.2,4.38,329.2,5.28,329.7,5.57,666.53,0.77
2023,7,6,17,552.12,0.15,56.01,243.68,30.21,0.73,23.35,7.25,15.3,6.83,35.47,0.0,93.13,4.22,325.8,5.16,326.1,3.62,552.17,0.75
2023,7,6,18,385.1,0.16,65.63,169.71,19.49,0.34,22.61,7.15,14.88,6.78,36.81,0.0,93.1,3.88,324.5,4.89,324.5,1.67,385.15,0.71
2023,7,6,19,184.65,0.18,76.82,79.95,8.17,0.07,20.43,9.97,15.2,8.28,51.33,0.0,93.1,2.41,326.5,4.5,326.4,0.35,184.7,0.61
2023,7,6,20,17.48,0.17,87.88,6.87,0.8,0.0,16.15,10.37,13.26,8.45,68.53,0.0,93.11,2.53,335.5,4.38,335.0,0.03,17.5,0.36
2023,7,6,21,0.0,-999.0,90.0,0.0,0.0,0.0,14.7,9.4,12.05,7.91,70.46,0.0,93.15,2.66,350.7,4.45,350.2,0.0,0.0,-999.0
2023,7,6,22,0.0,-999.0,90.0,0.0,0.0,0.0,13.58,9.02,11.3,7.7,73.79,0.0,93.18,2.84,4.0,5.01,3.3,0.0,0.0,-999.0
2023,7,6,23,0.0,-999.0,90.0,0.0,0.0,0.0,12.62,8.71,10.67,7.54,76.97,0.0,93.21,3.02,11.3,5.8,10.2,0.0,0.0,-999.0
2023,7,7,0,0.0,-999.0,90.0,0.0,0.0,0.0,11.86,8.62,10.24,7.49,80.41,0.0,93.24,3.07,16.1,6.45,14.9,0.0,0.0,-999.0
2023,7,7,1,0.0,-999.0,90.0,0.0,0.0,0.0,11.29,8.58,9.93,7.47,83.28,0.0,93.25,3.08,18.7,6.9,17.5,0.0,0.0,-999.0
2023,7,7,2,0.0,-999.0,90.0,0.0,0.0,0.0,10.82,8.4,9.61,7.38,84.88,0.0,93.23,3.13,19.0,6.92,17.7,0.0,0.0,-999.0
2023,7,7,3,0.0,-999.0,90.0,0.0,0.0,0.0,10.32,8.09,9.21,7.23,85.96,0.0,93.21,3.1,16.5,6.82,14.9,0.0,0.0,-999.0
2023,7,7,4,0.0,-999.0,90.0,0.0,0.0,0.0,9.88,7.76,8.82,7.06,86.43,0.17,93.18,3.07,12.0,6.64,10.4,0.0,0.0,-999.0
2023,7,7,5,0.0,-999.0,90.0,0.0,0.0,0.0,9.43,7.42,8.42,6.9,87.06,0.17,93.16,3.03,7.4,6.5,5.6,0.0,0.0,-999.0
2023,7,7,6,0.0,-999.0,90.0,0.0,0.0,0.0,9.06,7.13,8.1,6.77,87.56,0.17,93.14,3.04,3.2,6.49,1.1,0.0,0.0,-999.0
2023,7,7,7,0.0,-999.0,90.0,0.0,0.0,0.0,8.74,6.88,7.81,6.65,87.9,0.0,93.14,3.05,0.4,6.49,358.4,0.0,0.0,-999.0
2023,7,7,8,0.0,-999.0,90.0,0.0,0.0,0.0,8.44,6.65,7.55,6.55,88.41,0.01,93.19,3.06,358.9,6.46,357.1,0.0,0.0,-999.0
2023,7,7,9,0.0,-999.0,90.0,0.0,0.0,0.0,8.18,6.49,7.33,6.47,88.94,0.02,93.25,3.05,1.1,6.32,359.5,0.0,0.0,-999.0
2023,7,7,10,84.88,0.19,82.66,35.15,3.62,0.02,10.72,7.17,8.94,6.78,78.58,0.02,93.29,3.16,5.8,5.91,4.3,0.08,85.12,0.5
2023,7,7,11,279.83,0.15,70.98,123.98,13.35,0.18,14.31,7.55,10.93,6.95,63.64,0.0,93.32,3.79,6.8,4.49,5.0,0.9,284.42,0.65
2023,7,7,12,460.88,0.14,60.47,206.67,24.48,0.53,18.31,7.94,13.12,7.14,50.67,0.0,93.33,3.78,354.2,4.63,351.6,2.6,469.58,0.71
2023,7,7,13,610.4,0.17,51.96,269.56,33.95,0.92,21.57,7.09,14.33,6.74,39.08,0.0,93.31,4.0,335.9,4.75,333.9,4.7,611.08,0.75
2023,7,7,14,669.85,0.14,46.56,306.22,38.47,1.18,23.21,7.0,15.11,6.7,35.13,0.0,93.24,3.71,325.0,4.34,323.5,6.35,693.9,0.74
2023,7,7,15,702.53,0.15,45.41,317.47,40.65,1.27,24.1,7.24,15.67,6.82,33.86,0.0,93.14,3.44,314.9,4.0,313.6,6.88,716.6,0.76
2023,7,7,16,652.35,0.15,48.79,295.32,37.39,1.09,24.42,7.46,15.94,6.93,33.72,0.0,93.06,3.19,303.5,3.74,302.5,5.7,665.2,0.75
2023,7,7,17,549.67,0.16,55.91,245.15,30.38,0.75,24.26,7.64,15.95,7.02,34.46,0.0,93.0,2.88,297.5,3.43,296.7,3.75,551.03,0.74
2023,7,7,18,384.02,0.18,65.53,171.0,19.65,0.35,23.5,7.88,15.69,7.14,36.67,0.0,92.96,2.52,297.2,3.07,296.7,1.75,384.25,0.7
2023,7,7,19,169.6,0.16,76.73,81.0,8.04,0.07,21.64,11.11,16.38,8.97,51.53,0.0,92.97,1.64,301.6,2.7,301.7,0.35,184.95,0.56
2023,7,7,20,17.5,0.17,87.83,7.11,0.81,0.0,18.92,10.66,14.79,8.64,58.75,0.0,93.0,1.51,316.9,2.24,316.6,0.03,17.92,0.35
2023,7,7,21,0.0,-999.0,90.0,0.0,0.0,0.0,17.85,9.56,13.7,8.0,58.21,0.0,93.03,1.43,339.2,2.1,339.1,0.0,0.0,-999.0
2023,7,7,22,0.0,-999.0,90.0,0.0,0.0,0.0,17.19,9.13,13.16,7.77,58.98,0.0,93.07,1.64,0.7,2.38,0.2,0.0,0.0,-999.0
2023,7,7,23,0.0,-999.0,90.0,0.0,0.0,0.0,15.87,9.04,12.45,7.72,63.75,0.0,93.09,2.05,15.9,3.08,15.8,0.0,0.0,-999.0
2023,7,8,0,0.0,-999.0,90.0,0.0,0.0,0.0,14.27,8.98,11.62,7.69,70.4,0.0,93.09,2.5,24.1,3.99,24.3,0.0,0.0,-999.0
2023,7,8,1,0.0,-999.0,90.0,0.0,0.0,0.0,13.11,8.72,10.91,7.55,74.53,0.0,93.08,2.8,26.1,4.76,26.3,0.0,0.0,-999.0
2023,7,8,2,0.0,-999.0,90.0,0.0,0.0,0.0,12.34,8.32,10.33,7.35,76.3,0.0,93.05,2.99,24.7,5.53,24.9,0.0,0.0,-999.0
2023,7,8,3,0.0,-999.0,90.0,0.0,0.0,0.0,11.79,7.91,9.85,7.15,76.94,0.0,93.01,3.12,23.9,6.16,23.9,0.0,0.0,-999.0
2023,7,8,4,0.0,-999.0,90.0,0.0,0.0,0.0,11.34,7.56,9.45,6.99,77.47,0.08,92.97,3.12,23.2,6.54,23.4,0.0,0.0,-999.0
2023,7,8,5,0.0,-999.0,90.0,0.0,0.0,0.0,10.93,7.33,9.13,6.88,78.32,0.08,92.93,3.13,21.4,6.81,21.7,0.0,0.0,-999.0
2023,7,8,6,0.0,-999.0,90.0,0.0,0.0,0.0,10.59,7.17,8.88,6.81,79.28,0.08,92.9,3.09,17.3,6.64,17.5,0.0,0.0,-999.0
2023,7,8,7,0.0,-999.0,90.0,0.0,0.0,0.0,10.26,7.08,8.67,6.77,80.56,0.0,92.89,3.08,13.0,6.57,12.7,0.0,0.0,-999.0
2023,7,8,8,0.0,-999.0,90.0,0.0,0.0,0.0,10.07,7.01,8.54,6.73,81.13,0.0,92.91,3.12,5.5,6.71,3.3,0.0,0.0,-999.0
2023,7,8,9,0.0,-999.0,90.0,0.0,0.0,0.0,9.95,7.0,8.48,6.72,81.71,0.0,92.96,3.2,358.0,6.95,355.6,0.0,0.0,-999.0
2023,7,8,10,67.97,0.15,82.64,33.95,3.43,0.02,12.35,7.56,9.95,6.98,72.4,0.0,93.02,3.6,353.3,6.66,350.8,0.08,81.18,0.4
2023,7,8,11,249.75,0.14,70.94,121.0,12.55,0.18,15.55,7.88,11.71,7.13,60.11,0.0,93.07,4.43,347.6,5.47,344.5,0.9,274.58,0.58
2023,7,8,12,397.33,0.14,60.42,202.85,22.16,0.49,19.08,8.53,13.81,7.45,50.24,0.0,93.1,4.57,339.0,5.64,336.6,2.47,455.88,0.61
2023,7,8,13,565.58,0.14,51.89,265.26,32.2,0.89,22.78,8.35,15.57,7.37,39.58,0.0,93.08,5.96,323.5,7.64,319.9,4.7,594.7,0.7
2023,7,8,14,649.92,0.14,46.46,301.42,37.45,1.14,24.61,8.89,16.75,7.64,36.72,0.0,93.02,6.6,313.6,8.27,311.5,6.12,675.83,0.72
2023,7,8,15,659.25,0.15,45.29,314.3,38.8,1.22,25.59,9.61,17.6,8.03,36.36,0.0,92.93,6.3,310.7,7.86,308.5,6.6,701.15,0.71
2023,7,8,16,633.95,0.15,48.68,291.57,36.62,1.08,26.09,10.35,18.22,8.45,37.1,0.0,92.83,6.09,306.9,7.63,304.9,5.65,649.7,0.73
2023,7,8,17,514.5,0.15,55.8,240.58,28.81,0.72,26.08,10.86,18.47,8.76,38.45,0.0,92.76,6.05,301.4,7.74,299.8,3.62,535.58,0.69
2023,7,8,18,350.38,0.15,65.44,165.88,18.37,0.34,25.11,11.32,18.21,9.04,42.0,0.0,92.71,5.61,298.5,7.64,297.6,1.67,370.05,0.64
2023,7,8,19,164.0,0.17,76.64,76.52,7.85,0.07,23.34,12.58,17.96,9.83,50.76,0.1,92.71,3.97,299.0,7.11,298.3,0.35,174.45,0.54
2023,7,8,20,14.2,0.16,87.78,6.73,0.75,0.0,19.72,13.61,16.66,10.5,67.68,1.4,92.77,3.03,295.0,7.04,294.7,0.03,16.33,0.28
2023,7,8,21,0.0,-999.0,90.0,0.0,0.0,0.0,18.65,13.99,16.32,10.76,74.17,1.59,92.82,2.96,293.3,6.74,292.9,0.0,0.0,-999.0
2023,7,8,22,0.0,-999.0,90.0,0.0,0.0,0.0,18.25,14.17,16.21,10.88,76.94,0.88,92.88,2.88,295.1,6.48,294.4,0.0,0.0,-999.0
2023,7,8,23,0.0,-999.0,90.0,0.0,0.0,0.0,17.31,13.85,15.58,10.65,79.98,0.74,92.94,2.94,294.3,6.39,293.9,0.0,0.0,-999.0
2023,7,9,0,0.0,-999.0,90.0,0.0,0.0,0.0,16.83,13.85,15.34,10.64,82.43,1.56,93.0,2.82,288.2,6.08,287.9,0.0,0.0,-999.0
2023,7,9,1,0.0,-999.0,90.0,0.0,0.0,0.0,16.48,13.94,15.21,10.7,84.79,0.11,93.04,2.6,278.0,5.45,278.0,0.0,0.0,-999.0
2023,7,9,2,0.0,-999.0,90.0,0.0,0.0,0.0,16.16,13.96,15.06,10.72,86.7,0.67,93.04,2.27,262.2,4.61,262.8,0.0,0.0,-999.0
2023,7,9,3,0.0,-999.0,90.0,0.0,0.0,0.0,15.74,13.95,14.85,10.7,88.9,4.47,93.05,2.06,245.3,4.06,246.5,0.0,0.0,-999.0
2023,7,9,4,0.0,-999.0,90.0,0.0,0.0,0.0,15.27,13.79,14.53,10.6,90.76,10.41,93.04,1.88,231.2,3.54,232.8,0.0,0.0,-999.0
2023,7,9,5,0.0,-999.0,90.0,0.0,0.0,0.0,15.2,13.45,14.33,10.37,89.16,10.73,93.0,1.45,215.8,2.37,218.3,0.0,0.0,-999.0
2023,7,9,6,0.0,-999.0,90.0,0.0,0.0,0.0,14.69,13.48,14.08,10.38,92.26,12.22,93.02,1.52,204.9,2.63,205.5,0.0,0.0,-999.0
2023,7,9,7,0.0,-999.0,90.0,0.0,0.0,0.0,14.48,13.45,13.96,10.37,93.44,14.55,93.04,1.36,174.5,2.28,174.7,0.0,0.0,-999.0
2023,7,9,8,0.0,-999.0,90.0,0.0,0.0,0.0,14.46,13.69,14.08,10.53,95.05,18.21,93.09,1.17,165.1,2.1,165.6,0.0,0.0,-999.0
2023,7,9,9,0.0,-999.0,90.0,0.0,0.0,0.0,14.0,13.32,13.66,10.26,95.51,8.95,93.17,1.24,139.9,2.01,141.9,0.0,0.0,-999.0
2023,7,9,10,31.5,0.15,82.62,31.44,1.83,0.01,15.04,14.31,14.67,10.94,95.22,2.43,93.21,1.68,95.1,2.83,96.7,0.05,74.72,0.19
2023,7,9,11,104.2,0.15,70.9,115.7,6.56,0.1,16.06,14.91,15.48,11.38,92.8,0.7,93.25,2.27,72.8,2.9,72.1,0.5,261.9,0.24
2023,7,9,12,210.0,0.15,60.36,197.78,13.54,0.32,17.07,15.48,16.27,11.79,90.2,5.13,93.32,1.83,51.0,2.24,47.5,1.6,441.83,0.32
2023,7,9,13,230.3,0.15,51.8,260.23,15.82,0.47,18.03,15.75,16.89,12.0,86.42,9.76,93.34,1.9,24.9,2.31,22.7,2.53,580.5,0.28
2023,7,9,14,242.85,0.14,46.36,296.25,17.24,0.57,19.49,15.69,17.59,11.96,78.57,7.56,93.29,2.7,2.8,3.25,359.5,3.12,661.3,0.27
2023,7,9,15,230.73,0.14,45.17,311.7,17.06,0.57,21.53,15.21,18.37,11.6,67.14,2.48,93.2,3.37,341.5,3.98,338.5,3.17,691.17,0.25
2023,7,9,16,191.35,0.14,48.56,288.08,14.31,0.46,22.66,14.85,18.75,11.35,61.28,3.08,93.12,3.7,321.0,4.36,318.7,2.5,638.9,0.22
2023,7,9,17,148.4,0.14,55.68,234.88,11.02,0.3,22.57,14.88,18.73,11.37,61.7,2.51,93.09,3.62,312.8,4.32,311.2,1.58,522.35,0.2
2023,7,9,18,96.55,0.14,65.33,161.12,7.1,0.15,21.58,15.02,18.3,11.47,66.12,2.11,93.1,3.08,313.7,3.87,313.0,0.75,359.83,0.18
2023,7,9,19,39.97,0.13,76.55,73.38,2.91,0.03,19.92,16.06,17.99,12.27,78.34,1.07,93.13,1.75,313.8,2.95,313.5,0.15,167.75,0.13
2023,7,9,20,12.52,0.15,87.73,6.63,0.74,0.0,18.5,16.76,17.63,12.82,89.45,0.53,93.19,0.88,299.2,1.52,299.9,0.03,15.82,0.24
2023,7,9,21,0.0,-999.0,90.0,0.0,0.0,0.0,18.13,16.3,17.21,12.47,89.11,0.19,93.23,0.27,116.6,0.44,112.5,0.0,0.0,-999.0
2023,7,9,22,0.0,-999.0,90.0,0.0,0.0,0.0,17.05,16.05,16.55,12.24,93.67,0.05,93.25,1.33,97.8,2.5,97.8,0.0,0.0,-999.0
2023,7,9,23,0.0,-999.0,90.0,0.0,0.0,0.0,16.08,15.44,15.76,11.77,95.85,0.01,93.26,1.93,90.9,3.86,91.0,0.0,0.0,-999.0
2023,7,10,0,0.0,-999.0,90.0,0.0,0.0,0.0,15.51,15.2,15.36,11.59,97.9,0.01,93.26,2.18,83.1,4.66,83.2,0.0,0.0,-999.0
2023,7,10,1,0.0,-999.0,90.0,0.0,0.0,0.0,15.14,15.03,15.09,11.46,99.13,0.02,93.26,2.26,77.2,4.95,77.5,0.0,0.0,-999.0
2023,7,10,2,0.0,-999.0,90.0,0.0,0.0,0.0,14.6,14.75,14.67,11.25,100.0,0.04,93.26,2.3,72.3,4.82,72.2,0.0,0.0,-999.0
2023,7,10,3,0.0,-999.0,90.0,0.0,0.0,0.0,14.06,14.41,14.23,11.01,100.0,0.08,93.26,2.36,67.9,4.8,68.1,0.0,0.0,-999.0
2023,7,10,4,0.0,-999.0,90.0,0.0,0.0,0.0,13.69,14.04,13.86,10.75,100.0,0.09,93.24,2.43,59.5,4.79,59.9,0.0,0.0,-999.0
2023,7,10,5,0.0,-999.0,90.0,0.0,0.0,0.0,13.46,13.65,13.56,10.48,100.0,0.69,93.19,2.5,49.5,4.85,49.8,0.0,0.0,-999.0
2023,7,10,6,0.0,-999.0,90.0,0.0,0.0,0.0,13.36,13.28,13.32,10.24,99.34,0.93,93.13,2.62,40.5,5.31,40.5,0.0,0.0,-999.0
2023,7,10,7,0.0,-999.0,90.0,0.0,0.0,0.0,13.29,12.97,13.13,10.03,97.75,2.62,93.12,2.68,33.6,5.63,33.5,0.0,0.0,-999.0
2023,7,10,8,0.0,-999.0,90.0,0.0,0.0,0.0,13.15,12.7,12.93,9.85,96.9,8.23,93.13,2.68,27.3,5.49,26.3,0.0,0.0,-999.0
2023,7,10,9,0.0,-999.0,90.0,0.0,0.0,0.0,13.03,12.48,12.76,9.7,96.22,6.63,93.17,2.62,23.1,5.2,21.8,0.0,0.0,-999.0
2023,7,10,10,41.45,0.15,82.59,27.0,2.29,0.01,15.11,13.86,14.48,10.64,92.25,2.39,93.24,2.19,17.5,4.19,16.2,0.05,64.57,0.24
2023,7,10,11,138.98,0.15,70.86,102.71,8.08,0.11,17.27,14.82,16.05,11.31,85.38,0.87,93.23,3.14,22.1,3.75,21.6,0.52,236.88,0.32
2023,7,10,12,278.92,0.15,60.3,182.53,16.51,0.34,19.61,15.5,17.55,11.82,77.03,0.41,93.22,3.07,12.0,3.62,9.1,1.73,412.25,0.43
2023,7,10,13,397.52,0.15,51.72,246.22,23.7,0.62,23.12,14.79,18.95,11.28,59.31,0.07,93.24,3.38,333.4,4.15,329.8,3.28,552.17,0.49
2023,7,10,14,534.08,0.15,46.25,284.23,31.07,0.9,24.57,14.54,19.55,11.12,53.57,0.01,93.2,3.98,313.7,4.9,312.8,4.93,635.17,0.59
2023,7,10,15,528.3,0.14,45.05,306.52,32.48,0.97,24.78,14.57,19.68,11.13,52.91,0.13,93.13,4.59,310.3,5.77,310.6,5.3,676.5,0.57
2023,7,10,16,437.0,0.15,48.43,283.67,27.15,0.77,24.82,14.68,19.75,11.22,53.17,0.67,93.06,4.87,309.6,6.24,310.5,4.2,626.12,0.5
2023,7,10,17,324.35,0.15,55.56,232.32,20.11,0.49,24.49,14.95,19.72,11.42,55.16,0.48,93.02,4.47,308.6,5.89,309.6,2.55,513.47,0.44
2023,7,10,18,201.23,0.15,65.23,159.97,12.68,0.23,23.85,15.77,19.81,12.06,60.49,0.54,92.99,3.22,311.5,4.72,311.9,1.15,354.55,0.36
2023,7,10,19,84.57,0.14,76.46,74.02,5.34,0.04,22.68,18.02,20.35,13.94,74.95,0.17,92.98,1.76,321.7,3.76,321.9,0.22,167.5,0.27
2023,7,10,20,11.48,0.15,87.68,6.74,0.65,0.0,20.64,17.26,18.95,13.27,80.86,0.22,92.98,2.0,335.1,3.57,334.4,0.03,16.1,0.22
2023,7,10,21,0.0,-999.0,90.0,0.0,0.0,0.0,19.74,16.48,18.11,12.62,81.35,0.38,93.0,2.2,342.8,3.83,341.6,0.0,0.0,-999.0
