YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_SW_DWN,ALLSKY_KT
2023,4,15,0,0.0,-999.0,90.0,0.0,0.0,0.0,20.43,20.1,20.26,15.9,97.81,7.12,92.81,3.21,300.3,5.71,300.5,0.0,0.0,-999.0
2023,4,15,1,0.0,-999.0,90.0,0.0,0.0,0.0,20.28,20.0,20.14,15.8,98.09,3.36,92.79,3.62,291.4,5.96,291.7,0.0,0.0,-999.0
2023,4,15,2,0.0,-999.0,90.0,0.0,0.0,0.0,20.02,19.73,19.88,15.55,98.09,3.12,92.77,3.71,283.2,6.1,282.9,0.0,0.0,-999.0
2023,4,15,3,0.0,-999.0,90.0,0.0,0.0,0.0,19.67,19.36,19.51,15.19,97.94,10.01,92.77,3.66,270.6,6.09,269.1,0.0,0.0,-999.0
2023,4,15,4,0.0,-999.0,90.0,0.0,0.0,0.0,19.38,19.04,19.21,14.89,97.75,12.94,92.75,3.68,252.0,6.09,249.9,0.0,0.0,-999.0
2023,4,15,5,0.0,-999.0,90.0,0.0,0.0,0.0,19.05,18.71,18.88,14.58,97.71,16.85,92.73,3.35,234.0,5.83,231.8,0.0,0.0,-999.0
2023,4,15,6,0.0,-999.0,90.0,0.0,0.0,0.0,18.64,18.38,18.51,14.28,98.2,16.59,92.73,2.61,221.4,5.13,220.6,0.0,0.0,-999.0
2023,4,15,7,0.0,-999.0,90.0,0.0,0.0,0.0,18.21,18.01,18.11,13.96,98.66,15.62,92.75,1.99,209.1,4.44,208.2,0.0,0.0,-999.0
2023,4,15,8,0.0,-999.0,90.0,0.0,0.0,0.0,17.83,17.66,17.74,13.64,98.78,4.37,92.79,1.75,192.2,3.91,192.1,0.0,0.0,-999.0
2023,4,15,9,9.05,0.15,87.88,6.58,0.55,0.0,17.87,17.68,17.77,13.64,98.6,2.51,92.85,1.72,181.0,3.66,181.3,0.03,14.95,0.18
2023,4,15,10,126.35,0.16,75.8,80.98,6.66,0.08,19.28,18.71,19.0,14.55,96.32,1.46,92.93,2.6,178.2,3.45,178.2,0.4,178.73,0.38
2023,4,15,11,227.55,0.14,62.91,190.89,14.37,0.34,20.7,19.31,20.01,15.1,91.59,1.51,93.01,3.09,179.8,3.9,179.1,1.75,410.5,0.37
2023,4,15,12,341.65,0.14,50.94,282.7,22.59,0.73,22.63,19.4,21.02,15.17,81.8,0.09,93.05,2.98,187.5,3.6,186.1,4.05,610.03,0.4
2023,4,15,13,511.02,0.15,40.76,350.9,33.65,1.28,24.3,19.13,21.71,14.94,72.84,0.18,93.03,2.89,196.9,3.42,194.6,7.65,757.97,0.5
2023,4,15,14,589.72,0.15,34.04,388.59,39.01,1.6,25.23,19.11,22.17,14.92,68.77,0.34,92.97,3.09,201.8,3.61,199.2,8.77,841.78,0.53
2023,4,15,15,605.9,0.15,32.97,391.27,39.75,1.64,25.95,19.19,22.57,15.01,66.24,0.41,92.9,3.44,202.2,4.01,200.0,8.9,849.53,0.53
2023,4,15,16,569.67,0.14,38.04,362.55,36.97,1.44,26.34,19.16,22.75,14.98,64.56,0.32,92.85,3.72,198.8,4.35,196.9,8.4,787.28,0.53
2023,4,15,17,492.1,0.14,47.31,302.9,30.22,1.01,26.29,19.01,22.65,14.86,64.21,0.28,92.8,3.94,190.4,4.7,189.1,5.7,657.4,0.54
2023,4,15,18,361.27,0.13,58.81,217.62,21.7,0.57,25.74,18.79,22.26,14.66,65.44,0.18,92.79,4.18,176.7,5.14,176.2,2.92,472.92,0.52
2023,4,15,19,183.57,0.12,71.46,116.24,9.94,0.16,24.62,18.85,21.73,14.71,70.21,0.11,92.82,4.37,159.4,5.83,159.2,0.82,254.6,0.43
2023,4,15,20,41.95,0.16,84.65,21.5,2.3,0.01,22.4,18.98,20.69,14.83,80.97,0.05,92.88,4.14,145.1,6.7,144.8,0.05,49.2,0.33
2023,4,15,21,0.0,-999.0,90.0,0.0,0.0,0.0,20.3,18.5,19.4,14.35,89.22,0.04,92.97,4.68,137.3,7.31,136.9,0.0,0.0,-999.0
2023,4,15,22,0.0,-999.0,90.0,0.0,0.0,0.0,19.17,18.26,18.71,14.13,94.34,0.04,93.06,4.75,133.1,7.06,132.6,0.0,0.0,-999.0
2023,4,15,23,0.0,-999.0,90.0,0.0,0.0,0.0,18.67,18.08,18.38,13.96,96.23,0.04,93.11,4.19,129.3,6.55,128.6,0.0,0.0,-999.0
2023,4,16,0,0.0,-999.0,90.0,0.0,0.0,0.0,18.41,17.91,18.16,13.81,96.78,0.04,93.13,3.94,126.6,6.26,126.1,0.0,0.0,-999.0
2023,4,16,1,0.0,-999.0,90.0,0.0,0.0,0.0,18.15,17.74,17.95,13.65,97.23,0.04,93.11,3.64,125.8,5.97,125.7,0.0,0.0,-999.0
2023,4,16,2,0.0,-999.0,90.0,0.0,0.0,0.0,17.87,17.55,17.71,13.49,97.78,0.04,93.09,3.25,125.4,5.74,125.1,0.0,0.0,-999.0
2023,4,16,3,0.0,-999.0,90.0,0.0,0.0,0.0,17.61,17.37,17.49,13.35,98.33,0.03,93.05,3.16,124.7,5.87,124.2,0.0,0.0,-999.0
2023,4,16,4,0.0,-999.0,90.0,0.0,0.0,0.0,17.54,17.07,17.3,13.1,96.89,0.03,93.01,3.73,122.2,6.65,121.2,0.0,0.0,-999.0
2023,4,16,5,0.0,-999.0,90.0,0.0,0.0,0.0,17.43,16.86,17.14,12.93,96.28,0.03,92.98,3.9,120.5,6.75,119.6,0.0,0.0,-999.0
2023,4,16,6,0.0,-999.0,90.0,0.0,0.0,0.0,17.25,16.69,16.97,12.79,96.32,0.03,92.97,3.86,119.5,6.78,118.8,0.0,0.0,-999.0
2023,4,16,7,0.0,-999.0,90.0,0.0,0.0,0.0,17.11,16.56,16.83,12.69,96.43,0.02,92.97,3.85,118.0,6.85,117.3,0.0,0.0,-999.0
2023,4,16,8,0.0,-999.0,90.0,0.0,0.0,0.0,17.02,16.46,16.74,12.6,96.32,0.02,93.0,3.94,114.7,6.97,114.1,0.0,0.0,-999.0
2023,4,16,9,14.48,0.16,87.93,6.72,0.77,0.0,16.94,16.45,16.7,12.58,96.71,0.01,93.05,3.75,111.3,6.48,111.0,0.03,15.8,0.3
2023,4,16,10,178.52,0.16,75.91,85.85,8.97,0.11,18.45,16.71,17.58,12.78,89.36,0.01,93.1,4.61,104.7,6.09,103.5,0.55,189.02,0.54
2023,4,16,11,401.3,0.14,63.04,189.2,22.05,0.5,20.53,16.96,18.75,13.0,79.88,0.01,93.12,4.67,94.9,5.89,93.5,2.53,411.23,0.65
2023,4,16,12,602.38,0.13,51.12,279.86,35.24,1.09,22.7,17.34,20.02,13.32,71.66,0.0,93.12,3.91,85.6,4.84,84.1,5.82,608.45,0.71
2023,4,16,13,756.8,0.14,41.01,348.61,45.92,1.7,24.6,17.78,21.19,13.7,65.69,0.0,93.08,2.83,73.8,3.5,72.0,9.6,758.33,0.74
2023,4,16,14,842.1,0.16,34.36,387.03,51.88,2.08,26.14,18.05,22.1,13.95,60.97,0.0,92.99,1.89,54.5,2.4,53.5,12.18,843.33,0.75
2023,4,16,15,853.95,0.15,33.33,396.57,53.29,2.17,27.14,18.04,22.59,13.96,57.45,0.0,92.88,1.33,24.8,1.75,28.3,12.75,861.58,0.76
2023,4,16,16,787.75,0.15,38.37,369.85,48.82,1.88,27.52,17.87,22.7,13.82,55.57,0.0,92.77,1.29,354.6,1.6,2.5,10.85,801.9,0.74
2023,4,16,17,650.75,0.15,47.59,312.05,39.33,1.31,27.43,17.7,22.57,13.69,55.31,0.0,92.71,1.36,320.7,1.56,329.5,7.2,674.25,0.71
2023,4,16,18,481.95,0.15,59.06,227.78,27.67,0.71,26.93,17.58,22.26,13.58,56.49,0.0,92.69,1.42,291.9,1.55,298.6,3.58,490.45,0.69
2023,4,16,19,267.62,0.17,71.68,124.79,13.59,0.21,26.14,17.99,22.07,13.95,60.77,0.0,92.68,1.04,284.4,1.22,291.1,1.08,269.67,0.63
2023,4,16,20,52.95,0.18,84.82,23.35,2.48,0.01,24.63,18.52,21.58,14.44,68.78,0.0,92.67,0.47,329.0,0.65,337.4,0.05,53.4,0.43
2023,4,16,21,0.0,-999.0,90.0,0.0,0.0,0.0,23.44,17.46,20.45,13.48,69.0,0.0,92.66,0.63,33.9,0.91,40.5,0.0,0.0,-999.0
2023,4,16,22,0.0,-999.0,90.0,0.0,0.0,0.0,22.79,17.06,19.92,13.15,70.03,0.0,92.68,0.79,52.7,1.15,54.9,0.0,0.0,-999.0
2023,4,16,23,0.0,-999.0,90.0,0.0,0.0,0.0,21.79,17.13,19.46,13.2,74.72,0.0,92.7,1.01,69.0,1.47,68.0,0.0,0.0,-999.0
2023,4,17,0,0.0,-999.0,90.0,0.0,0.0,0.0,20.79,17.2,18.99,13.26,79.82,0.0,92.72,1.1,93.6,1.6,91.4,0.0,0.0,-999.0
2023,4,17,1,0.0,-999.0,90.0,0.0,0.0,0.0,19.97,17.18,18.57,13.23,83.78,0.0,92.71,1.31,105.5,1.9,104.3,0.0,0.0,-999.0
2023,4,17,2,0.0,-999.0,90.0,0.0,0.0,0.0,19.39,17.02,18.21,13.11,86.03,0.0,92.67,1.34,79.3,2.01,76.2,0.0,0.0,-999.0
2023,4,17,3,0.0,-999.0,90.0,0.0,0.0,0.0,18.79,16.73,17.76,12.88,87.71,0.0,92.62,1.53,36.0,2.46,32.4,0.0,0.0,-999.0
2023,4,17,4,0.0,-999.0,90.0,0.0,0.0,0.0,17.53,16.43,16.98,12.65,93.17,0.0,92.54,2.21,12.8,4.26,11.7,0.0,0.0,-999.0
2023,4,17,5,0.0,-999.0,90.0,0.0,0.0,0.0,16.98,16.29,16.63,12.54,95.6,0.0,92.5,2.51,1.6,5.52,1.0,0.0,0.0,-999.0
2023,4,17,6,0.0,-999.0,90.0,0.0,0.0,0.0,16.61,16.33,16.47,12.57,98.1,0.0,92.49,2.49,357.2,5.63,356.8,0.0,0.0,-999.0
2023,4,17,7,0.0,-999.0,90.0,0.0,0.0,0.0,16.43,16.38,16.4,12.61,99.51,0.0,92.47,2.36,359.0,5.29,358.1,0.0,0.0,-999.0
2023,4,17,8,0.0,-999.0,90.0,0.0,0.0,0.0,16.09,16.38,16.24,12.6,100.0,0.0,92.52,2.28,354.0,5.09,352.8,0.0,0.0,-999.0
2023,4,17,9,11.3,0.15,87.98,6.47,0.66,0.0,16.35,16.41,16.38,12.63,100.0,0.0,92.58,2.44,354.1,5.14,352.8,0.03,14.93,0.24
2023,4,17,10,158.52,0.15,76.02,82.82,8.36,0.1,18.28,16.77,17.53,12.92,90.79,0.0,92.57,3.65,8.7,4.6,7.4,0.52,181.65,0.49
2023,4,17,11,380.05,0.13,63.18,183.65,21.16,0.48,20.43,17.37,18.9,13.42,82.46,0.0,92.57,3.87,7.3,4.8,5.0,2.47,397.2,0.62
2023,4,17,12,587.38,0.13,51.31,275.95,34.64,1.08,22.22,17.84,20.03,13.83,76.11,0.0,92.55,4.52,355.3,5.8,354.7,5.78,595.05,0.7
2023,4,17,13,735.17,0.14,41.26,343.32,44.85,1.65,23.31,18.19,20.75,14.15,72.83,0.0,92.49,5.5,351.8,7.1,351.5,9.45,740.97,0.72
2023,4,17,14,795.35,0.15,34.68,381.7,49.58,1.99,25.09,18.62,21.86,14.56,67.29,0.08,92.42,6.56,341.9,8.45,341.7,11.62,823.9,0.72
2023,4,17,15,725.0,0.16,33.68,392.0,46.9,1.94,26.58,18.95,22.77,14.86,62.81,0.77,92.35,7.03,328.3,8.95,328.1,10.95,843.15,0.64
2023,4,17,16,524.65,0.15,38.7,364.75,35.29,1.41,26.98,19.05,23.01,14.99,61.84,1.64,92.28,7.28,320.0,9.34,319.8,8.5,782.5,0.5
2023,4,17,17,379.38,0.15,47.88,306.27,25.76,0.91,26.2,19.19,22.7,15.12,65.26,4.38,92.22,6.83,313.8,9.04,313.6,5.3,654.67,0.42
2023,4,17,18,277.02,0.14,59.3,221.02,18.38,0.51,25.76,19.75,22.76,15.67,69.37,9.92,92.19,6.03,312.8,8.12,312.5,2.7,470.98,0.4
2023,4,17,19,109.43,0.14,71.9,117.27,7.28,0.13,24.88,20.42,22.65,16.34,76.18,10.09,92.18,4.61,320.0,6.83,319.6,0.68,251.23,0.26
2023,4,17,20,21.83,0.14,84.99,20.24,1.44,0.01,23.14,20.7,21.92,16.62,86.01,9.2,92.18,3.3,329.2,6.8,328.2,0.03,45.42,0.19
2023,4,17,21,0.0,-999.0,90.0,0.0,0.0,0.0,21.91,20.34,21.12,16.25,90.67,7.39,92.21,3.18,334.9,7.12,333.9,0.0,0.0,-999.0
2023,4,17,22,0.0,-999.0,90.0,0.0,0.0,0.0,21.58,20.24,20.91,16.14,91.95,7.18,92.26,3.26,340.7,7.06,339.4,0.0,0.0,-999.0
2023,4,17,23,0.0,-999.0,90.0,0.0,0.0,0.0,21.29,20.09,20.69,15.98,92.71,7.23,92.29,3.51,343.8,7.19,342.1,0.0,0.0,-999.0
2023,4,18,0,0.0,-999.0,90.0,0.0,0.0,0.0,21.04,19.9,20.47,15.8,93.08,5.1,92.28,3.96,343.3,7.52,341.2,0.0,0.0,-999.0
2023,4,18,1,0.0,-999.0,90.0,0.0,0.0,0.0,20.91,19.78,20.35,15.69,93.16,1.95,92.26,4.72,339.1,8.1,337.3,0.0,0.0,-999.0
2023,4,18,2,0.0,-999.0,90.0,0.0,0.0,0.0,20.87,19.73,20.3,15.64,93.09,2.9,92.25,5.65,334.6,8.97,333.1,0.0,0.0,-999.0
2023,4,18,3,0.0,-999.0,90.0,0.0,0.0,0.0,20.69,19.73,20.21,15.64,94.07,4.68,92.2,5.76,326.8,8.84,325.2,0.0,0.0,-999.0
2023,4,18,4,0.0,-999.0,90.0,0.0,0.0,0.0,20.42,19.7,20.06,15.62,95.49,5.84,92.16,4.84,321.4,7.66,320.0,0.0,0.0,-999.0
2023,4,18,5,0.0,-999.0,90.0,0.0,0.0,0.0,20.05,19.66,19.85,15.59,97.49,7.22,92.14,3.59,327.6,5.98,326.9,0.0,0.0,-999.0
2023,4,18,6,0.0,-999.0,90.0,0.0,0.0,0.0,20.0,19.65,19.83,15.57,97.64,7.06,92.12,3.47,337.6,5.67,336.4,0.0,0.0,-999.0
2023,4,18,7,0.0,-999.0,90.0,0.0,0.0,0.0,19.96,19.6,19.78,15.54,97.68,14.21,92.1,3.85,339.5,6.12,337.3,0.0,0.0,-999.0
2023,4,18,8,0.0,-999.0,90.0,0.0,0.0,0.0,19.95,19.59,19.77,15.52,97.64,33.46,92.12,4.28,335.7,6.51,333.6,0.0,0.0,-999.0
2023,4,18,9,9.75,0.14,88.03,6.27,0.61,0.0,19.98,19.6,19.79,15.51,97.46,76.79,92.18,4.43,334.8,6.76,332.4,0.03,14.2,0.21
2023,4,18,10,99.62,0.14,76.12,84.27,6.43,0.08,20.3,19.84,20.07,15.75,97.07,57.18,92.24,4.88,331.5,6.89,328.8,0.45,180.55,0.31
2023,4,18,11,267.35,0.15,63.32,189.66,16.92,0.41,21.14,20.5,20.82,16.4,95.99,17.46,92.29,5.49,323.2,7.23,320.3,2.17,401.08,0.44
2023,4,18,12,406.85,0.16,51.49,280.72,26.87,0.88,22.28,21.24,21.76,17.17,93.71,8.68,92.3,6.07,317.7,7.91,315.1,5.05,594.78,0.48
2023,4,18,13,355.6,0.14,41.51,347.1,26.04,1.03,23.56,21.48,22.52,17.44,88.03,2.38,92.26,6.84,313.0,8.96,310.3,6.25,738.25,0.35
2023,4,18,14,436.6,0.15,35.0,383.88,30.46,1.27,24.84,21.15,23.0,17.11,79.92,13.21,92.17,7.35,310.0,9.55,308.5,7.1,818.67,0.39
2023,4,18,15,430.08,0.15,34.03,381.22,30.34,1.27,25.53,20.65,23.09,16.59,74.33,33.68,92.08,7.82,310.8,10.17,309.8,6.95,816.83,0.38
2023,4,18,16,405.48,0.14,39.03,354.43,28.33,1.14,25.74,20.25,22.99,16.2,71.63,32.32,92.0,8.17,311.7,10.74,310.9,6.88,758.28,0.39
2023,4,18,17,184.27,0.14,48.16,296.55,13.81,0.49,25.68,20.27,22.98,16.22,71.92,23.0,91.92,8.27,313.2,11.0,312.3,2.88,633.0,0.2
2023,4,18,18,103.55,0.14,59.54,212.4,7.83,0.23,25.24,20.37,22.8,16.34,74.33,8.69,91.89,7.81,314.9,10.54,314.2,1.17,452.5,0.15
2023,4,18,19,42.28,0.14,72.11,110.77,2.93,0.05,24.44,20.54,22.49,16.52,78.82,1.35,91.89,6.82,317.5,9.79,316.9,0.28,238.15,0.1
2023,4,18,20,19.2,0.14,85.16,18.28,1.27,0.01,23.23,20.27,21.75,16.24,83.36,0.2,91.91,6.37,320.6,9.93,319.8,0.03,40.9,0.17
2023,4,18,21,0.0,-999.0,90.0,0.0,0.0,0.0,22.33,20.05,21.19,16.01,86.84,0.07,91.94,6.33,321.4,10.0,320.5,0.0,0.0,-999.0
2023,4,18,22,0.0,-999.0,90.0,0.0,0.0,0.0,21.98,20.11,21.04,16.05,88.99,0.05,92.0,6.14,320.4,9.67,319.3,0.0,0.0,-999.0
2023,4,18,23,0.0,-999.0,90.0,0.0,0.0,0.0,21.75,20.15,20.95,16.08,90.44,0.06,92.04,5.9,322.0,9.05,321.6,0.0,0.0,-999.0
2023,4,19,0,0.0,-999.0,90.0,0.0,0.0,0.0,21.57,20.33,20.95,16.27,92.51,0.16,92.04,5.91,323.2,9.28,322.2,0.0,0.0,-999.0
2023,4,19,1,0.0,-999.0,90.0,0.0,0.0,0.0,21.53,20.5,21.02,16.45,93.75,2.08,92.03,5.97,316.9,9.16,316.5,0.0,0.0,-999.0
2023,4,19,2,0.0,-999.0,90.0,0.0,0.0,0.0,21.34,20.67,21.01,16.63,95.85,9.98,92.01,4.96,313.4,7.94,313.2,0.0,0.0,-999.0
2023,4,19,3,0.0,-999.0,90.0,0.0,0.0,0.0,21.24,20.75,20.99,16.71,96.85,37.2,91.96,4.36,312.8,7.35,312.4,0.0,0.0,-999.0
2023,4,19,4,0.0,-999.0,90.0,0.0,0.0,0.0,21.08,20.65,20.87,16.62,97.24,170.65,91.92,3.73,292.7,6.47,293.1,0.0,0.0,-999.0
2023,4,19,5,0.0,-999.0,90.0,0.0,0.0,0.0,20.06,19.54,19.8,15.51,96.71,169.33,91.92,4.72,232.2,6.85,234.2,0.0,0.0,-999.0
2023,4,19,6,0.0,-999.0,90.0,0.0,0.0,0.0,17.23,16.37,16.8,12.7,94.8,67.07,92.03,4.96,201.8,6.62,201.6,0.0,0.0,-999.0
2023,4,19,7,0.0,-999.0,90.0,0.0,0.0,0.0,15.38,14.29,14.83,11.06,93.07,44.54,92.11,3.85,184.0,5.01,182.2,0.0,0.0,-999.0
2023,4,19,8,0.0,-999.0,90.0,0.0,0.0,0.0,14.98,13.81,14.39,10.72,92.56,5.1,92.09,2.48,125.0,3.71,123.8,0.0,0.0,-999.0
2023,4,19,9,10.55,0.15,88.08,5.53,0.63,0.0,15.11,14.32,14.71,11.07,94.89,8.36,92.21,0.77,97.5,1.39,98.7,0.03,12.6,0.23
2023,4,19,10,135.9,0.15,76.23,73.4,7.46,0.09,16.46,14.42,15.44,11.13,87.59,16.76,92.3,0.65,231.9,1.07,230.3,0.47,164.85,0.42
2023,4,19,11,345.58,0.13,63.46,174.69,19.17,0.44,18.09,14.71,16.4,11.33,80.51,9.52,92.41,2.97,249.9,3.9,248.3,2.22,383.95,0.57
2023,4,19,12,499.88,0.14,51.68,266.7,29.68,0.94,19.52,14.79,17.15,11.39,74.08,0.0,92.5,3.85,262.1,4.72,260.6,5.18,585.38,0.6
2023,4,19,13,647.0,0.15,41.75,335.53,39.45,1.48,21.15,14.6,17.88,11.23,66.07,0.0,92.52,4.64,271.4,5.64,270.2,8.9,738.08,0.64
2023,4,19,14,741.35,0.15,35.31,374.68,45.33,1.84,22.33,14.8,18.57,11.39,62.31,0.0,92.48,4.94,277.1,5.97,276.1,10.57,826.78,0.67
2023,4,19,15,744.45,0.15,34.38,370.02,44.58,1.8,23.05,15.1,19.07,11.62,60.78,0.0,92.39,4.86,281.9,5.88,281.0,10.3,824.72,0.67
2023,4,19,16,731.03,0.15,39.35,349.15,43.26,1.66,23.43,15.0,19.21,11.56,59.04,0.0,92.3,4.71,285.4,5.72,284.7,9.85,777.83,0.7
2023,4,19,17,582.25,0.14,48.44,292.85,34.19,1.14,23.4,14.71,19.06,11.35,58.05,0.0,92.25,4.67,292.4,5.74,291.9,6.45,654.88,0.65
2023,4,19,18,425.62,0.14,59.79,210.59,23.76,0.62,22.91,14.44,18.67,11.15,58.77,0.0,92.29,4.88,301.0,6.26,300.5,3.2,473.73,0.63
2023,4,19,19,220.07,0.14,72.32,111.15,11.57,0.19,21.95,14.69,18.32,11.32,63.29,0.0,92.35,4.35,306.6,6.3,306.2,0.95,253.4,0.54
2023,4,19,20,38.92,0.15,85.32,18.5,2.11,0.01,19.44,15.56,17.5,11.98,78.22,0.0,92.43,3.02,307.3,6.53,306.8,0.05,44.88,0.35
2023,4,19,21,0.0,-999.0,90.0,0.0,0.0,0.0,17.37,14.55,15.96,11.2,83.36,0.0,92.49,3.17,303.3,7.36,302.6,0.0,0.0,-999.0
2023,4,19,22,0.0,-999.0,90.0,0.0,0.0,0.0,17.1,13.81,15.45,10.67,80.87,0.0,92.56,3.5,295.5,8.02,294.7,0.0,0.0,-999.0
2023,4,19,23,0.0,-999.0,90.0,0.0,0.0,0.0,16.41,12.82,14.61,9.99,79.22,0.0,92.65,3.74,283.0,8.22,282.3,0.0,0.0,-999.0
2023,4,20,0,0.0,-999.0,90.0,0.0,0.0,0.0,15.02,12.08,13.55,9.51,82.52,0.0,92.72,3.36,273.6,7.5,272.8,0.0,0.0,-999.0
2023,4,20,1,0.0,-999.0,90.0,0.0,0.0,0.0,14.34,11.84,13.09,9.34,84.74,0.0,92.77,3.0,274.0,6.85,273.3,0.0,0.0,-999.0
2023,4,20,2,0.0,-999.0,90.0,0.0,0.0,0.0,13.48,11.53,12.51,9.15,87.81,0.0,92.79,2.94,277.0,6.62,275.8,0.0,0.0,-999.0
2023,4,20,3,0.0,-999.0,90.0,0.0,0.0,0.0,12.94,11.43,12.18,9.1,90.46,0.0,92.78,2.96,277.0,6.63,275.9,0.0,0.0,-999.0
2023,4,20,4,0.0,-999.0,90.0,0.0,0.0,0.0,12.73,11.49,12.11,9.13,92.0,0.0,92.77,2.82,275.1,6.28,273.7,0.0,0.0,-999.0
2023,4,20,5,0.0,-999.0,90.0,0.0,0.0,0.0,12.46,11.51,11.99,9.14,93.73,0.0,92.75,2.6,270.4,5.75,269.2,0.0,0.0,-999.0
2023,4,20,6,0.0,-999.0,90.0,0.0,0.0,0.0,11.99,11.54,11.76,9.16,96.89,0.0,92.75,2.44,265.8,5.26,264.7,0.0,0.0,-999.0
2023,4,20,7,0.0,-999.0,90.0,0.0,0.0,0.0,11.33,11.62,11.48,9.2,100.0,0.0,92.78,2.31,264.0,4.76,263.4,0.0,0.0,-999.0
2023,4,20,8,0.0,-999.0,90.0,0.0,0.0,0.0,10.82,11.63,11.23,9.21,100.0,0.0,92.83,2.1,266.2,4.04,265.7,0.0,0.0,-999.0
2023,4,20,9,14.43,0.15,88.12,6.17,0.73,0.0,11.05,11.68,11.36,9.24,100.0,0.0,92.9,1.75,272.0,3.11,271.5,0.03,15.15,0.33
2023,4,20,10,179.73,0.15,76.34,88.17,8.89,0.1,13.71,12.24,12.98,9.58,90.73,0.0,92.98,1.58,277.3,2.05,269.7,0.52,198.68,0.56
2023,4,20,11,420.83,0.18,63.6,193.62,22.58,0.51,16.99,11.05,14.02,8.84,67.9,0.0,93.05,2.97,227.6,3.97,225.0,2.55,430.52,0.7
2023,4,20,12,603.38,0.17,51.86,283.73,34.85,1.08,18.68,10.77,14.73,8.67,59.9,0.02,93.08,2.92,222.9,3.47,223.0,5.82,632.97,0.72
2023,4,20,13,772.7,0.16,42.0,349.43,45.92,1.68,19.88,10.9,15.39,8.75,56.09,0.0,93.08,2.61,233.9,3.06,234.9,9.55,780.65,0.77
2023,4,20,14,856.05,0.16,35.63,386.15,51.67,2.06,20.77,11.03,15.9,8.83,53.55,0.0,93.04,2.8,245.7,3.26,246.7,11.98,863.78,0.78
2023,4,20,15,830.75,0.16,34.73,391.82,50.6,2.05,21.3,11.13,16.21,8.89,52.16,0.0,92.99,3.15,250.4,3.65,250.8,11.88,876.05,0.75
2023,4,20,16,752.55,0.16,39.68,363.73,45.5,1.74,21.49,11.11,16.3,8.89,51.53,0.0,92.95,3.17,248.9,3.66,249.2,10.1,812.6,0.72
2023,4,20,17,654.92,0.16,48.72,305.32,38.38,1.26,21.39,11.05,16.22,8.86,51.65,0.0,92.91,2.85,244.4,3.26,244.5,6.9,680.8,0.74
2023,4,20,18,467.95,0.17,60.02,220.49,26.01,0.65,20.94,10.97,15.95,8.8,52.74,0.04,92.91,2.35,234.3,2.69,234.1,3.3,491.58,0.69
2023,4,20,19,258.2,0.18,72.53,118.1,12.61,0.19,20.12,11.36,15.74,9.04,57.0,0.11,92.94,1.88,212.2,2.36,211.1,0.98,264.95,0.64
2023,4,20,20,46.3,0.18,85.48,19.5,2.09,0.01,17.53,13.46,15.5,10.38,76.93,0.12,92.99,1.74,180.0,3.25,179.1,0.05,46.9,0.43
2023,4,20,21,0.0,-999.0,90.0,0.0,0.0,0.0,15.83,12.65,14.24,9.84,81.34,0.03,93.06,2.56,157.5,5.34,157.2,0.0,0.0,-999.0
2023,4,20,22,0.0,-999.0,90.0,0.0,0.0,0.0,14.97,12.05,13.51,9.44,82.55,0.0,93.14,3.59,142.6,7.1,142.9,0.0,0.0,-999.0
2023,4,20,23,0.0,-999.0,90.0,0.0,0.0,0.0,13.8,11.81,12.8,9.28,87.64,0.01,93.24,4.95,135.7,7.84,135.9,0.0,0.0,-999.0
2023,4,21,0,0.0,-999.0,90.0,0.0,0.0,0.0,12.78,11.57,12.18,9.12,92.13,0.01,93.31,5.23,133.8,8.03,134.2,0.0,0.0,-999.0
2023,4,21,1,0.0,-999.0,90.0,0.0,0.0,0.0,12.26,11.17,11.71,8.89,92.96,0.01,93.33,4.88,133.8,7.81,134.3,0.0,0.0,-999.0
2023,4,21,2,0.0,-999.0,90.0,0.0,0.0,0.0,11.85,10.73,11.29,8.63,92.73,0.01,93.33,4.29,132.2,7.46,132.5,0.0,0.0,-999.0
2023,4,21,3,0.0,-999.0,90.0,0.0,0.0,0.0,11.46,10.42,10.94,8.45,93.15,0.01,93.3,4.09,129.8,7.46,130.1,0.0,0.0,-999.0
2023,4,21,4,0.0,-999.0,90.0,0.0,0.0,0.0,10.91,10.27,10.59,8.37,95.66,0.01,93.26,3.81,127.3,7.18,127.3,0.0,0.0,-999.0
2023,4,21,5,0.0,-999.0,90.0,0.0,0.0,0.0,10.36,10.24,10.3,8.36,99.08,0.02,93.22,3.55,125.6,7.01,125.5,0.0,0.0,-999.0
2023,4,21,6,0.0,-999.0,90.0,0.0,0.0,0.0,10.02,10.29,10.15,8.39,100.0,0.01,93.18,3.59,123.5,7.13,123.3,0.0,0.0,-999.0
2023,4,21,7,0.0,-999.0,90.0,0.0,0.0,0.0,9.82,10.28,10.05,8.39,100.0,0.02,93.17,3.74,121.2,7.25,121.1,0.0,0.0,-999.0
2023,4,21,8,0.0,-999.0,90.0,0.0,0.0,0.0,10.03,10.16,10.1,8.31,100.0,0.04,93.16,4.35,118.4,7.36,118.0,0.0,0.0,-999.0
