Inverter All History Report_16/08/2022_Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverter SN:054B7020C020042,,Inverter type:B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collector SN:4046045654,,Belongs to plant:IFSP - CAMPINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power:10000Wp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Time,Working State,Alarm Code,DC Voltage PvPV1(V),DC Current PvPV1(A),DC Power PvPV1(W),DC Voltage PvPV2(V),DC Current PvPV2(A),DC Power PvPV2(W),DC Voltage PvPV3(V),DC Current PvPV3(A),DC Power PvPV3(W),DC Voltage PvPV4(V),DC Current PvPV4(A),DC Power PvPV4(W),AC Voltage U(V),AC Current U(A),Total Inverter Power(W),AC Frequency(Hz),Today Yield(kWh),Month Yield(kWh),Annual Yield(kWh),Total Yield(kWh),IGBT  Temperature(℃),Inverter Ambient Temperature(℃),Dispersion Rate,Initialize the grounding voltage(V),DC bus voltage(V),Dc bus half voltage(V),Insulation Resistance Realtime Value
1,16/08/2022 05:26:00 (UTC-4:00),Normal, ,102.9,0.1,10,103.0,0.1,10,102.9,0.1,10,15.5,0.1,0,219.9,2.6,20.000,60.020,0.000,530.000,8752.000,13479.000,22.3, ,0.00,0.000,0.000,0.000, 
2,16/08/2022 05:31:00 (UTC-4:00),Normal, ,280.5,0.1,28,275.4,0.1,28,280.5,0.1,28,17.8,0.1,0,219.7,2.6,20.000,60.000,0.000,530.000,8752.000,13479.000,22.9, ,0.00,0.000,0.000,0.000, 
3,16/08/2022 05:36:00 (UTC-4:00),Normal, ,365.4,0.1,37,275.4,0.1,28,365.1,0.1,37,18.6,0.1,0,219.6,2.6,20.000,59.970,0.000,530.000,8752.000,13479.000,23.4, ,0.00,0.000,0.000,0.000, 
4,16/08/2022 05:41:02 (UTC-4:00),Normal, ,302.6,0.1,30,275.4,0.1,28,302.3,0.1,30,18.6,0.1,0,220.1,2.6,20.000,59.990,0.000,530.000,8752.000,13479.000,23.7, ,0.00,0.000,0.000,0.000, 
5,16/08/2022 05:46:02 (UTC-4:00),Normal, ,306.9,0.1,31,275.5,0.1,28,306.6,0.1,31,11.1,0.1,0,220.2,2.6,20.000,60.010,0.000,530.000,8752.000,13479.000,24.1, ,0.00,0.000,0.000,0.000, 
