Inverter All History Report_26/07/2022_Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverter SN:054B7020C020042,,Inverter type:B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collector SN:4046045654,,Belongs to plant:IFSP - CAMPINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power:10000Wp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Time,Working State,Alarm Code,DC Voltage PvPV1(V),DC Current PvPV1(A),DC Power PvPV1(W),DC Voltage PvPV2(V),DC Current PvPV2(A),DC Power PvPV2(W),DC Voltage PvPV3(V),DC Current PvPV3(A),DC Power PvPV3(W),DC Voltage PvPV4(V),DC Current PvPV4(A),DC Power PvPV4(W),AC Voltage U(V),AC Current U(A),Total Inverter Power(W),AC Frequency(Hz),Today Yield(kWh),Month Yield(kWh),Annual Yield(kWh),Total Yield(kWh),IGBT  Temperature(℃),Inverter Ambient Temperature(℃),Dispersion Rate,Initialize the grounding voltage(V),DC bus voltage(V),Dc bus half voltage(V),Insulation Resistance Realtime Value
1,26/07/2022 05:41:12 (UTC-4:00),Normal, ,97.6,0.1,10,100.2,0.1,10,96.7,0.1,10,0.5,0.1,0,221.1,0.0,20.000,60.020,0.000,840.000,8025.000,12752.000,23.4, ,0.00,0.000,0.000,0.000, 
2,26/07/2022 05:46:13 (UTC-4:00),Normal, ,285.4,0.1,29,283.8,0.1,28,285.3,0.1,29,14.4,0.1,0,219.3,2.6,20.000,60.010,0.000,840.000,8025.000,12752.000,23.7, ,0.00,0.000,0.000,0.000, 
3,26/07/2022 05:51:16 (UTC-4:00),Normal, ,304.2,0.1,30,283.8,0.1,28,303.9,0.1,30,18.4,0.1,0,219.1,2.6,20.000,60.020,0.000,840.000,8025.000,12752.000,24.3, ,0.00,0.000,0.000,0.000, 
4,26/07/2022 05:56:19 (UTC-4:00),Normal, ,307.2,0.1,31,283.8,0.1,28,306.9,0.1,31,12.1,0.1,0,218.9,2.6,20.000,60.000,0.000,840.000,8025.000,12752.000,24.8, ,0.00,0.000,0.000,0.000, 
5,26/07/2022 06:01:23 (UTC-4:00),Normal, ,316.0,0.1,32,283.9,0.1,28,315.6,0.1,32,17.1,0.1,0,218.7,2.6,50.000,59.990,0.000,840.000,8025.000,12752.000,25.2, ,0.00,0.000,0.000,0.000, 
