Inverter All History Report_30/04/2023_Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverter SN:054B7020C020042,,Inverter type:B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collector SN:4046045654,,Belongs to plant:IFSP - CAMPINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power:10000Wp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Time,Working State,Alarm Code,DC Voltage PvPV1(V),DC Current PvPV1(A),DC Power PvPV1(W),DC Voltage PvPV2(V),DC Current PvPV2(A),DC Power PvPV2(W),DC Voltage PvPV3(V),DC Current PvPV3(A),DC Power PvPV3(W),DC Voltage PvPV4(V),DC Current PvPV4(A),DC Power PvPV4(W),AC Voltage U(V),AC Current U(A),Total Inverter Power(W),AC Frequency(Hz),Today Yield(kWh),Month Yield(kWh),Annual Yield(kWh),Total Yield(kWh),IGBT  Temperature(℃),Inverter Ambient Temperature(℃),Dispersion Rate,Initialize the grounding voltage(V),DC bus voltage(V),Dc bus half voltage(V),Insulation Resistance Realtime Value
1,30/04/2023 05:24:48 (UTC-4:00),Normal, ,112.5,0.1,11,118.4,0.1,12,113.7,0.1,11,0.0,0.1,0,220.7,0.0,20.000,59.980,0.000,1032.000,4920.000,24303.000,22.9, ,0.00,0.000,0.000,0.000, 
2,30/04/2023 05:29:50 (UTC-4:00),Normal, ,297.2,0.1,30,278.3,0.1,28,297.3,0.1,30,12.3,0.1,0,221.0,2.6,20.000,60.020,0.000,1032.000,4920.000,24303.000,23.3, ,0.00,0.000,0.000,0.000, 
3,30/04/2023 05:34:51 (UTC-4:00),Normal, ,291.7,0.1,29,278.3,0.1,28,291.6,0.1,29,15.0,0.1,0,221.3,2.6,20.000,60.020,0.000,1032.000,4920.000,24303.000,23.9, ,0.00,0.000,0.000,0.000, 
4,30/04/2023 05:39:57 (UTC-4:00),Normal, ,306.9,0.1,31,278.2,0.1,28,306.6,0.1,31,12.9,0.1,0,221.7,2.6,20.000,60.040,0.000,1032.000,4920.000,24303.000,24.3, ,0.00,0.000,0.000,0.000, 
5,30/04/2023 05:44:59 (UTC-4:00),Normal, ,310.0,0.1,31,278.1,0.2,56,309.8,0.1,31,12.6,0.1,0,221.5,2.6,90.000,60.010,0.000,1032.000,4920.000,24303.000,24.9, ,0.00,0.000,0.000,0.000, 
