Inverter All History Report_30/01/2023_Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverter SN:054B7020C020042,,Inverter type:B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collector SN:4046045654,,Belongs to plant:IFSP - CAMPINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power:10000Wp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Time,Working State,Alarm Code,DC Voltage PvPV1(V),DC Current PvPV1(A),DC Power PvPV1(W),DC Voltage PvPV2(V),DC Current PvPV2(A),DC Power PvPV2(W),DC Voltage PvPV3(V),DC Current PvPV3(A),DC Power PvPV3(W),DC Voltage PvPV4(V),DC Current PvPV4(A),DC Power PvPV4(W),AC Voltage U(V),AC Current U(A),Total Inverter Power(W),AC Frequency(Hz),Today Yield(kWh),Month Yield(kWh),Annual Yield(kWh),Total Yield(kWh),IGBT  Temperature(℃),Inverter Ambient Temperature(℃),Dispersion Rate,Initialize the grounding voltage(V),DC bus voltage(V),Dc bus half voltage(V),Insulation Resistance Realtime Value
1,30/01/2023 05:01:36 (UTC-4:00),Normal, ,173.4,0.1,17,163.7,0.1,16,167.0,0.1,17,0.7,0.1,0,220.3,0.8,20.000,59.990,0.000,1271.000,1271.000,20653.000,27.0, ,0.00,0.000,0.000,0.000, 
2,30/01/2023 05:06:38 (UTC-4:00),Normal, ,290.2,0.1,29,277.0,0.1,28,289.9,0.1,29,12.0,0.1,0,220.3,2.6,20.000,59.960,0.000,1271.000,1271.000,20653.000,27.7, ,0.00,0.000,0.000,0.000, 
3,30/01/2023 05:11:40 (UTC-4:00),Normal, ,298.5,0.1,30,277.0,0.1,28,298.1,0.1,30,15.2,0.1,0,220.6,2.6,40.000,59.990,0.000,1271.000,1271.000,20653.000,28.3, ,0.00,0.000,0.000,0.000, 
4,30/01/2023 05:16:44 (UTC-4:00),Normal, ,308.2,0.1,31,277.1,0.2,55,308.1,0.1,31,10.6,0.1,0,219.9,2.6,100.000,59.990,0.000,1271.000,1271.000,20653.000,28.9, ,0.00,0.000,0.000,0.000, 
5,30/01/2023 05:21:49 (UTC-4:00),Normal, ,308.7,0.2,62,329.2,0.3,99,308.4,0.2,62,17.7,0.1,0,220.2,2.6,160.000,59.980,0.000,1271.000,1271.000,20653.000,29.4, ,0.00,0.000,0.000,0.000, 
