Time,Total Inverter Power(W)
2023-02-15 13:54:35,7620.0
2023-02-15 13:59:39,8030.0
2023-02-15 14:04:43,8820.0
2023-02-15 14:09:49,10630.0
2023-02-15 14:14:53,6810.0
2023-02-15 14:19:56,7690.0
2023-02-15 14:25:02,8100.0
2023-02-15 14:30:08,11790.0
2023-02-15 14:35:11,12350.0
2023-02-15 14:40:17,13650.0
2023-02-15 14:45:21,9730.0
2023-02-15 14:50:26,8960.0
2023-02-15 14:55:30,7090.0
2023-02-15 15:00:34,6810.0
2023-02-15 15:05:38,6630.0
2023-02-15 15:10:43,6060.0
2023-02-15 15:15:46,6580.0
2023-02-15 15:20:51,4980.0
2023-02-15 15:25:55,8500.0
2023-02-15 15:30:59,4080.0
2023-02-15 15:35:59,4570.0
2023-02-15 15:41:00,4560.0
2023-02-15 15:46:00,4410.0
2023-02-15 15:51:01,10240.0
2023-02-15 15:56:01,3820.0
2023-02-15 16:01:01,8270.0
2023-02-15 16:06:02,8190.0
2023-02-15 16:11:04,7060.0
2023-02-15 16:16:04,8630.0
2023-02-15 16:21:04,2880.0
2023-02-15 16:26:05,3010.0
2023-02-15 16:31:05,3560.0
2023-02-15 16:36:07,8420.0
2023-02-15 16:41:12,8470.0
2023-02-15 16:46:16,8020.0
2023-02-15 16:51:20,8120.0
2023-02-15 16:56:25,7530.0
2023-02-15 17:01:29,2750.0
2023-02-15 17:06:33,7690.0
2023-02-15 17:11:38,3160.0
2023-02-15 17:16:42,4770.0
2023-02-15 17:21:46,6270.0
2023-02-15 17:26:50,2120.0
2023-02-15 17:31:55,1400.0
2023-02-15 17:36:59,4850.0
2023-02-15 17:42:03,5660.0
2023-02-15 17:47:07,5300.0
2023-02-15 17:52:12,4600.0
2023-02-15 17:57:16,1950.0
2023-02-15 18:02:20,4480.0
2023-02-16 04:59:24,4690.0
2023-02-16 05:04:23,4260.0
2023-02-16 05:09:24,3040.0
2023-02-16 05:14:25,3440.0
2023-02-16 05:19:29,3860.0
2023-02-16 05:24:34,3620.0
2023-02-16 05:29:38,3120.0
2023-02-16 05:34:42,3140.0
2023-02-16 05:39:45,4560.0
2023-02-16 05:44:50,4680.0
2023-02-16 05:49:54,3550.0
2023-02-16 05:54:59,3150.0
2023-02-16 06:00:02,4650.0
2023-02-16 06:05:05,4630.0
2023-02-16 06:10:08,4460.0
2023-02-16 06:15:12,5060.0
2023-02-16 06:20:18,5030.0
2023-02-16 06:25:22,4650.0
2023-02-16 06:25:33,4530.0
2023-02-16 06:30:25,4650.0
2023-02-16 06:35:29,6100.0
2023-02-16 06:40:29,6220.0
2023-02-16 06:45:29,6620.0
2023-02-16 06:50:29,7650.0
2023-02-16 06:55:29,8070.0
2023-02-16 07:00:29,8800.0
2023-02-16 07:05:29,7540.0
2023-02-16 07:10:28,7880.0
2023-02-16 07:15:28,8680.0
2023-02-16 07:20:28,8090.0
2023-02-16 07:25:28,11910.0
2023-02-16 07:30:28,9200.0
2023-02-16 07:35:28,12860.0
2023-02-16 07:40:31,9250.0
2023-02-16 07:45:35,7550.0
2023-02-16 07:50:41,10340.0
2023-02-16 07:55:45,9890.0
2023-02-16 08:00:49,9240.0
2023-02-16 08:05:51,11450.0
2023-02-16 08:10:54,11920.0
2023-02-16 08:15:58,11300.0
2023-02-16 08:21:02,11800.0
2023-02-16 08:26:06,13340.0
2023-02-16 08:31:09,10600.0
2023-02-16 08:36:13,13500.0
2023-02-16 08:41:18,13330.0
2023-02-16 08:46:23,10520.0
2023-02-16 08:51:24,10370.0
2023-02-16 08:56:28,9400.0
2023-02-16 08:56:39,9890.0
2023-02-16 09:01:33,10760.0
2023-02-16 09:06:36,10700.0
2023-02-16 09:11:40,8620.0
2023-02-16 09:16:43,10740.0
2023-02-16 09:21:48,11410.0
2023-02-16 09:26:51,12040.0
2023-02-16 09:31:55,12490.0
2023-02-16 09:36:59,11500.0
2023-02-16 09:42:03,11630.0
2023-02-16 09:47:06,11030.0
2023-02-16 09:52:10,14670.0
2023-02-16 09:57:14,12890.0
2023-02-16 09:57:29,13360.0
2023-02-16 10:02:19,10920.0
2023-02-16 10:07:21,17790.0
2023-02-16 10:12:25,19140.0
2023-02-16 10:17:29,14560.0
2023-02-16 10:22:33,16360.0
2023-02-16 10:27:37,14040.0
2023-02-16 10:32:40,14260.0
2023-02-16 10:37:44,14600.0
2023-02-16 10:42:49,15430.0
2023-02-16 10:47:52,8850.0
2023-02-16 10:52:57,7920.0
2023-02-16 10:58:01,7890.0
2023-02-16 11:03:04,9790.0
2023-02-16 11:08:08,14350.0
2023-02-16 11:13:12,14030.0
2023-02-16 11:18:16,19790.0
2023-02-16 11:23:22,13930.0
2023-02-16 11:28:24,12910.0
2023-02-16 11:33:28,10980.0
2023-02-16 11:38:33,10060.0
2023-02-16 11:43:36,10710.0
2023-02-16 11:48:41,13600.0
2023-02-16 11:53:44,8690.0
2023-02-16 11:58:48,12660.0
2023-02-16 12:03:50,9320.0
2023-02-16 12:08:53,13490.0
2023-02-16 12:13:53,14680.0
2023-02-16 12:18:53,15350.0
2023-02-16 12:23:53,13260.0
2023-02-16 12:28:53,15040.0
2023-02-16 12:33:53,7990.0
2023-02-16 12:38:52,14740.0
2023-02-16 12:43:52,8810.0
2023-02-16 12:48:52,9680.0
2023-02-16 12:53:53,9750.0
2023-02-16 12:58:52,8870.0
2023-02-16 13:03:52,11640.0
2023-02-16 13:08:55,7890.0
2023-02-16 13:13:57,8520.0
2023-02-16 13:19:01,13520.0
2023-02-16 13:24:05,10690.0
2023-02-16 13:29:10,16220.0
2023-02-16 13:34:12,14880.0
2023-02-16 13:39:15,20000.0
2023-02-16 13:44:19,18500.0
2023-02-16 13:49:23,16980.0
2023-02-16 13:54:27,14300.0
2023-02-16 13:59:31,11420.0
2023-02-16 14:04:34,15750.0
2023-02-16 14:09:38,15960.0
2023-02-16 14:14:42,20490.0
2023-02-16 14:19:46,18690.0
2023-02-16 14:24:45,13210.0
2023-02-16 14:26:20,10700.0
2023-02-16 14:31:37,15600.0
2023-02-16 14:33:35,7410.0
2023-02-16 14:38:02,18050.0
2023-02-16 14:43:26,13790.0
2023-02-16 14:48:27,8770.0
2023-02-16 14:53:28,10750.0
2023-02-16 14:58:29,5220.0
2023-02-16 15:03:30,4000.0
2023-02-16 15:08:31,9010.0
2023-02-16 15:13:32,15460.0
2023-02-16 15:18:33,7150.0
2023-02-16 15:23:37,6330.0
2023-02-16 15:28:42,4860.0
2023-02-16 15:33:49,7640.0
2023-02-16 15:38:54,8130.0
2023-02-16 15:43:59,6650.0
2023-02-16 15:49:04,6310.0
2023-02-16 15:54:09,6880.0
2023-02-16 15:59:14,11200.0
2023-02-16 16:04:19,10430.0
2023-02-16 16:09:24,4350.0
2023-02-16 16:14:32,4880.0
2023-02-16 16:19:35,8990.0
2023-02-16 16:24:39,7940.0
2023-02-16 16:29:40,3760.0
2023-02-16 16:34:41,4410.0
2023-02-16 16:39:42,4160.0
2023-02-16 16:44:43,4430.0
2023-02-16 16:49:47,3740.0
2023-02-16 16:54:48,6730.0
2023-02-16 16:59:49,6740.0
2023-02-16 17:04:50,5790.0
2023-02-16 17:09:51,3540.0
2023-02-16 17:14:52,2740.0
2023-02-16 17:19:53,3000.0
2023-02-16 17:24:54,2900.0
2023-02-16 17:29:57,3370.0
2023-02-16 17:35:02,3040.0
2023-02-16 17:40:07,2930.0
2023-02-16 17:45:08,1720.0
2023-02-16 17:50:09,1470.0
2023-02-16 17:55:10,1370.0
2023-02-16 18:00:11,1080.0
2023-02-17 05:03:11,720.0
2023-02-17 05:08:09,720.0
2023-02-17 05:13:08,910.0
2023-02-17 05:18:10,1180.0
2023-02-17 05:23:10,1470.0
2023-02-17 05:28:14,1780.0
2023-02-17 05:33:15,2090.0
2023-02-17 05:38:18,2200.0
2023-02-17 05:43:19,1920.0
2023-02-17 05:48:21,2580.0
2023-02-17 05:53:24,1630.0
2023-02-17 05:58:22,1510.0
2023-02-17 06:03:20,2400.0
2023-02-17 06:08:18,1760.0
2023-02-17 06:13:16,1620.0
2023-02-17 06:18:15,1500.0
2023-02-17 06:23:13,2720.0
2023-02-17 06:28:11,3030.0
2023-02-17 06:33:09,3580.0
2023-02-17 06:38:08,4090.0
2023-02-17 06:43:07,4580.0
2023-02-17 06:48:05,6180.0
2023-02-17 06:53:05,4730.0
2023-02-17 06:58:06,3990.0
2023-02-17 07:03:08,4400.0
2023-02-17 07:08:13,4240.0
2023-02-17 07:13:13,5900.0
2023-02-17 07:18:15,6640.0
2023-02-17 07:23:18,5130.0
2023-02-17 07:28:20,4270.0
2023-02-17 07:33:24,4120.0
2023-02-17 07:38:24,5330.0
2023-02-17 07:43:26,6340.0
2023-02-17 07:48:32,5580.0
2023-02-17 07:53:31,7160.0
2023-02-17 07:53:42,7260.0
2023-02-17 07:58:33,7010.0
2023-02-17 08:03:36,8950.0
2023-02-17 08:08:37,7040.0
2023-02-17 08:13:39,9560.0
2023-02-17 08:18:41,6440.0
2023-02-17 08:23:44,9940.0
2023-02-17 08:28:46,5880.0
2023-02-17 08:33:48,6480.0
2023-02-17 08:38:51,7440.0
2023-02-17 08:43:53,6240.0
2023-02-17 08:48:55,6150.0
2023-02-17 08:53:57,6640.0
2023-02-17 08:58:59,6960.0
2023-02-17 09:04:03,12040.0
2023-02-17 09:09:04,5580.0
2023-02-17 09:14:06,7300.0
2023-02-17 09:19:08,7710.0
2023-02-17 09:24:06,6760.0
2023-02-17 09:29:04,8320.0
2023-02-17 09:34:02,8860.0
2023-02-17 09:39:00,9420.0
2023-02-17 09:43:59,16020.0
2023-02-17 09:48:57,12740.0
2023-02-17 09:53:55,12870.0
2023-02-17 09:58:53,17470.0
2023-02-17 10:03:51,17950.0
2023-02-17 10:08:49,17310.0
2023-02-17 10:13:48,13240.0
2023-02-17 10:18:49,13160.0
2023-02-17 10:23:52,10610.0
2023-02-17 10:28:54,11450.0
2023-02-17 10:33:54,14660.0
2023-02-17 10:38:56,14910.0
2023-02-17 10:43:58,16340.0
2023-02-17 10:49:00,11810.0
2023-02-17 10:54:02,16320.0
2023-02-17 10:59:01,15120.0
2023-02-17 11:03:59,18110.0
2023-02-17 11:08:57,16660.0
2023-02-17 11:13:55,16190.0
2023-02-17 11:18:53,16030.0
2023-02-17 11:23:51,19870.0
2023-02-17 11:28:49,21390.0
2023-02-17 11:33:48,16920.0
2023-02-17 11:38:46,13970.0
2023-02-17 11:43:44,15230.0
2023-02-17 11:48:42,14850.0
2023-02-17 11:53:41,13140.0
2023-02-17 11:58:39,19190.0
2023-02-17 12:03:38,19640.0
2023-02-17 12:08:37,15230.0
2023-02-17 12:13:35,16480.0
2023-02-17 12:18:33,10580.0
2023-02-17 12:23:31,10330.0
2023-02-17 12:28:29,15890.0
2023-02-17 12:33:27,13040.0
2023-02-17 12:38:25,8310.0
2023-02-17 12:43:25,8570.0
2023-02-17 12:48:24,7460.0
2023-02-17 12:53:22,6740.0
2023-02-17 12:58:20,14040.0
2023-02-17 13:03:18,14010.0
2023-02-17 13:08:16,10130.0
2023-02-17 13:13:15,7120.0
2023-02-17 13:18:13,9060.0
2023-02-17 13:23:11,14930.0
2023-02-17 13:28:09,10190.0
2023-02-17 13:33:09,13820.0
2023-02-17 13:38:07,10660.0
2023-02-17 13:43:05,20350.0
2023-02-17 13:48:03,14720.0
2023-02-17 13:53:04,14540.0
2023-02-17 13:58:06,8210.0
2023-02-17 14:03:04,12580.0
2023-02-17 14:08:02,10910.0
2023-02-17 14:13:00,15810.0
2023-02-17 14:17:59,11520.0
2023-02-17 14:22:57,12200.0
2023-02-17 14:27:55,13310.0
2023-02-17 14:31:34,20570.0
2023-02-17 14:36:50,14360.0
2023-02-17 14:41:50,18600.0
2023-02-17 14:46:51,17440.0
2023-02-17 14:51:51,13660.0
2023-02-17 14:56:51,10740.0
2023-02-17 15:01:51,14340.0
2023-02-17 15:06:56,12290.0
2023-02-17 15:11:59,14620.0
2023-02-17 15:17:03,11770.0
2023-02-17 15:22:06,10920.0
2023-02-17 15:27:10,12830.0
2023-02-17 15:32:14,10810.0
2023-02-17 15:37:18,11190.0
2023-02-17 15:42:22,5780.0
2023-02-17 15:47:29,5220.0
2023-02-17 15:52:33,5170.0
2023-02-17 15:57:37,8640.0
2023-02-17 16:02:41,5700.0
2023-02-17 16:07:45,5040.0
2023-02-17 16:12:49,5390.0
2023-02-17 16:17:53,5230.0
2023-02-17 16:22:57,4900.0
2023-02-17 16:28:02,4740.0
2023-02-17 16:33:06,4260.0
2023-02-17 16:38:10,4950.0
2023-02-17 16:43:10,3480.0
2023-02-17 16:48:10,3040.0
2023-02-17 16:53:12,2550.0
2023-02-17 16:58:12,2290.0
2023-02-17 17:03:12,2260.0
2023-02-17 17:08:13,1630.0
2023-02-17 17:13:13,680.0
2023-02-17 17:18:13,340.0
2023-02-17 17:23:16,920.0
2023-02-17 17:28:16,1040.0
2023-02-17 17:33:16,460.0
2023-02-17 17:38:16,120.0
2023-02-17 17:43:16,80.0
2023-02-17 17:48:19,120.0
2023-02-17 17:53:23,200.0
2023-02-17 17:58:27,310.0
2023-02-17 18:03:33,500.0
2023-02-18 05:06:43,750.0
2023-02-18 05:12:16,760.0
2023-02-18 05:17:16,950.0
2023-02-18 05:22:15,960.0
2023-02-18 05:27:15,870.0
2023-02-18 05:32:14,880.0
2023-02-18 05:37:14,690.0
2023-02-18 05:42:13,470.0
2023-02-18 05:47:14,290.0
2023-02-18 05:52:16,410.0
2023-02-18 05:57:18,590.0
2023-02-18 06:02:23,840.0
2023-02-18 06:07:25,1050.0
2023-02-18 06:12:28,1230.0
2023-02-18 06:17:32,1390.0
2023-02-18 06:22:36,1590.0
2023-02-18 06:27:39,1830.0
2023-02-18 06:32:44,2340.0
2023-02-18 06:37:46,2520.0
2023-02-18 06:42:50,3010.0
2023-02-18 06:47:53,3870.0
2023-02-18 06:52:57,3190.0
2023-02-18 06:57:59,1570.0
2023-02-18 07:03:04,2670.0
2023-02-18 07:08:06,3110.0
2023-02-18 07:13:08,3580.0
2023-02-18 07:18:12,3800.0
2023-02-18 07:23:16,3680.0
2023-02-18 07:28:20,3730.0
2023-02-18 07:33:23,3630.0
2023-02-18 07:38:28,3570.0
2023-02-18 07:43:29,4050.0
2023-02-18 07:48:33,4860.0
2023-02-18 07:53:37,5380.0
2023-02-18 07:58:40,7070.0
2023-02-18 08:03:43,6350.0
2023-02-18 08:08:46,5700.0
2023-02-18 08:13:48,5490.0
2023-02-18 08:18:51,5440.0
2023-02-18 08:23:55,5460.0
2023-02-18 08:28:59,5860.0
2023-02-18 08:34:04,6510.0
2023-02-18 08:39:08,7500.0
2023-02-18 08:44:10,7060.0
2023-02-18 08:49:12,6640.0
2023-02-18 08:54:12,7770.0
2023-02-18 08:59:11,6320.0
2023-02-18 09:04:10,9570.0
2023-02-18 09:09:09,6870.0
2023-02-18 09:14:08,6910.0
2023-02-18 09:19:07,6710.0
2023-02-18 09:24:07,8150.0
2023-02-18 09:29:08,9960.0
2023-02-18 09:34:07,10010.0
2023-02-18 09:39:06,9360.0
2023-02-18 09:44:06,9720.0
2023-02-18 09:49:06,10500.0
2023-02-18 09:54:09,10410.0
2023-02-18 09:59:11,9650.0
2023-02-18 10:04:14,10020.0
2023-02-18 10:09:13,10820.0
2023-02-18 10:14:13,11320.0
2023-02-18 10:19:13,11530.0
2023-02-18 10:24:12,12210.0
2023-02-18 10:29:12,12450.0
2023-02-18 10:34:13,11850.0
2023-02-18 10:39:13,11650.0
2023-02-18 10:44:12,12760.0
2023-02-18 10:49:11,13140.0
2023-02-18 10:54:10,13190.0
2023-02-18 10:59:09,13540.0
2023-02-18 11:04:09,14910.0
2023-02-18 11:09:11,13440.0
2023-02-18 11:14:12,14290.0
2023-02-18 11:19:16,12600.0
2023-02-18 11:24:19,15160.0
2023-02-18 11:29:22,17090.0
2023-02-18 11:34:22,18340.0
2023-02-18 11:39:21,17890.0
2023-02-18 11:44:20,13240.0
2023-02-18 11:49:19,17450.0
2023-02-18 11:54:18,19480.0
2023-02-18 11:59:18,16330.0
2023-02-18 12:04:17,13290.0
2023-02-18 12:09:16,18930.0
2023-02-18 12:14:15,18370.0
2023-02-18 12:19:14,21390.0
2023-02-18 12:24:14,18310.0
2023-02-18 12:29:16,17290.0
2023-02-18 12:34:19,16760.0
2023-02-18 12:39:22,22290.0
2023-02-18 12:44:25,23770.0
2023-02-18 12:49:30,16950.0
2023-02-18 12:54:35,16360.0
2023-02-18 12:59:37,13790.0
2023-02-18 13:04:40,14410.0
2023-02-18 13:09:43,16410.0
2023-02-18 13:14:47,19220.0
2023-02-18 13:19:50,13100.0
2023-02-18 13:24:54,13330.0
2023-02-18 13:29:58,10170.0
2023-02-18 13:35:00,11460.0
2023-02-18 13:40:05,9150.0
2023-02-18 13:45:08,9340.0
2023-02-18 13:50:12,8690.0
2023-02-18 13:55:15,12940.0
2023-02-18 14:00:18,13490.0
2023-02-18 14:05:21,16650.0
2023-02-18 14:10:25,16460.0
2023-02-18 14:15:29,17390.0
2023-02-18 14:20:32,10150.0
2023-02-18 14:25:35,10340.0
2023-02-18 14:30:39,16030.0
2023-02-18 14:35:43,14450.0
2023-02-18 14:40:05,13630.0
2023-02-18 14:45:23,8710.0
2023-02-18 14:50:22,9120.0
2023-02-18 14:55:22,6460.0
2023-02-18 15:00:22,6670.0
2023-02-18 15:05:22,6770.0
2023-02-18 15:10:22,7050.0
2023-02-18 15:15:25,7690.0
2023-02-18 15:20:28,9030.0
2023-02-18 15:25:32,8340.0
2023-02-18 15:30:36,7310.0
2023-02-18 15:35:40,5390.0
2023-02-18 15:40:43,5470.0
2023-02-18 15:45:48,6290.0
2023-02-18 15:50:52,6510.0
2023-02-18 15:56:00,6070.0
2023-02-18 16:01:01,5470.0
2023-02-18 16:06:06,4910.0
2023-02-18 16:11:09,4910.0
2023-02-18 16:16:13,5450.0
2023-02-18 16:21:17,5740.0
2023-02-18 16:26:20,5150.0
2023-02-18 16:31:25,4790.0
2023-02-18 16:36:28,4720.0
2023-02-18 16:41:31,4680.0
2023-02-18 16:46:35,3780.0
2023-02-18 16:51:35,4440.0
2023-02-18 16:56:35,3920.0
2023-02-18 17:01:34,4760.0
2023-02-18 17:06:35,4540.0
2023-02-18 17:11:34,5760.0
2023-02-18 17:16:34,4590.0
2023-02-18 17:21:33,3830.0
2023-02-18 17:26:34,2960.0
2023-02-18 17:31:37,2200.0
2023-02-18 17:36:37,2420.0
2023-02-18 17:41:37,2440.0
2023-02-18 17:46:36,2350.0
2023-02-18 17:51:42,2410.0
2023-02-18 17:56:46,2540.0
2023-02-18 18:01:47,2550.0
2023-02-19 05:11:48,2370.0
2023-02-19 05:16:48,1640.0
2023-02-19 05:21:49,2400.0
2023-02-19 05:26:52,1370.0
2023-02-19 05:31:56,740.0
2023-02-19 05:37:00,700.0
2023-02-19 05:42:05,730.0
2023-02-19 05:47:09,820.0
2023-02-19 05:52:14,960.0
2023-02-19 05:57:18,540.0
2023-02-19 06:02:22,1060.0
2023-02-19 06:07:28,740.0
2023-02-19 06:12:31,590.0
2023-02-19 06:17:36,550.0
2023-02-19 06:22:40,540.0
2023-02-19 06:27:45,470.0
2023-02-19 06:32:50,310.0
2023-02-19 06:37:54,300.0
2023-02-19 06:42:59,410.0
2023-02-19 06:48:04,530.0
2023-02-19 06:53:07,600.0
2023-02-19 06:58:12,760.0
2023-02-19 07:03:16,960.0
2023-02-19 07:08:22,1140.0
2023-02-19 07:13:25,1300.0
2023-02-19 07:18:29,1500.0
2023-02-19 07:23:34,1700.0
2023-02-19 07:28:40,2050.0
2023-02-19 07:33:45,2350.0
2023-02-19 07:38:49,2630.0
2023-02-19 07:43:55,2700.0
2023-02-19 07:48:59,2800.0
2023-02-19 07:54:04,2720.0
2023-02-19 07:59:08,3050.0
2023-02-19 08:04:12,3740.0
2023-02-19 08:09:17,4310.0
2023-02-19 08:14:21,4950.0
2023-02-19 08:19:27,5440.0
2023-02-19 08:24:32,5790.0
2023-02-19 08:29:36,6240.0
2023-02-19 08:34:41,6830.0
2023-02-19 08:39:45,7500.0
2023-02-19 08:44:50,8250.0
2023-02-19 08:49:54,9190.0
2023-02-19 08:54:58,11230.0
2023-02-19 09:00:03,11340.0
2023-02-19 09:05:08,11080.0
2023-02-19 09:10:13,10050.0
2023-02-19 09:15:17,10000.0
2023-02-19 09:20:17,10570.0
2023-02-19 09:25:18,11770.0
2023-02-19 09:30:18,12540.0
2023-02-19 09:35:19,13380.0
2023-02-19 09:40:23,13220.0
2023-02-19 09:45:24,13710.0
2023-02-19 09:50:24,13960.0
2023-02-19 09:55:24,13850.0
2023-02-19 10:00:27,17780.0
2023-02-19 10:05:27,15030.0
2023-02-19 10:10:28,14800.0
2023-02-19 10:15:28,14190.0
2023-02-19 10:20:31,15970.0
2023-02-19 10:25:33,17560.0
2023-02-19 10:30:38,17500.0
2023-02-19 10:35:42,16810.0
2023-02-19 10:40:48,16150.0
2023-02-19 10:45:51,14990.0
2023-02-19 10:46:09,16320.0
2023-02-19 10:51:26,16410.0
2023-02-19 10:56:26,16860.0
2023-02-19 11:01:26,18280.0
2023-02-19 11:06:26,17900.0
2023-02-19 11:11:26,18020.0
2023-02-19 11:16:26,12450.0
2023-02-19 11:21:29,17820.0
2023-02-19 11:26:34,15540.0
2023-02-19 11:31:36,15770.0
2023-02-19 11:36:40,15670.0
2023-02-19 11:41:44,14560.0
2023-02-19 11:46:48,15360.0
2023-02-19 11:51:51,16990.0
2023-02-19 11:56:54,18020.0
2023-02-19 12:01:59,17850.0
2023-02-19 12:07:02,18390.0
2023-02-19 12:12:06,19400.0
2023-02-19 12:17:10,15700.0
2023-02-19 12:22:14,18340.0
2023-02-19 12:27:18,13980.0
2023-02-19 12:32:22,19930.0
2023-02-19 12:37:22,20600.0
2023-02-19 12:42:23,13780.0
2023-02-19 12:47:24,18580.0
2023-02-19 12:52:24,16750.0
2023-02-19 12:57:24,12100.0
2023-02-19 13:02:26,16640.0
2023-02-19 13:07:26,17110.0
2023-02-19 13:12:25,14670.0
2023-02-19 13:17:25,13970.0
2023-02-19 13:22:25,20310.0
2023-02-19 13:27:25,11270.0
2023-02-19 13:32:26,19580.0
2023-02-19 13:37:27,19760.0
2023-02-19 13:42:27,13190.0
2023-02-19 13:47:27,21170.0
2023-02-19 13:52:27,19210.0
2023-02-19 13:57:27,17500.0
2023-02-19 14:02:27,15750.0
2023-02-19 14:07:27,18040.0
2023-02-19 14:12:27,9460.0
2023-02-19 14:17:26,11860.0
2023-02-19 14:22:26,10190.0
2023-02-19 14:27:26,13060.0
2023-02-19 14:32:26,12340.0
2023-02-19 14:37:30,10900.0
2023-02-19 14:42:34,11690.0
2023-02-19 14:47:38,14100.0
2023-02-19 14:52:42,13440.0
2023-02-19 14:57:46,6560.0
2023-02-19 15:02:49,16960.0
2023-02-19 15:07:53,15690.0
2023-02-19 15:12:53,7360.0
2023-02-19 15:17:53,14330.0
2023-02-19 15:22:53,7400.0
2023-02-19 15:27:53,6950.0
2023-02-19 15:32:53,11890.0
2023-02-19 15:37:53,11520.0
2023-02-19 15:42:53,5350.0
2023-02-19 15:47:52,5080.0
2023-02-19 15:52:52,6530.0
2023-02-19 15:57:54,10920.0
2023-02-19 16:02:54,10560.0
2023-02-19 16:07:54,10400.0
2023-02-19 16:12:58,5130.0
2023-02-19 16:17:58,9990.0
2023-02-19 16:22:58,8250.0
2023-02-19 16:27:58,7070.0
2023-02-19 16:32:59,7420.0
2023-02-19 16:37:59,5400.0
2023-02-19 16:42:59,7760.0
2023-02-19 16:47:59,7910.0
2023-02-19 16:52:59,7600.0
2023-02-19 16:57:59,7110.0
2023-02-19 17:03:00,2800.0
2023-02-19 17:07:59,3660.0
2023-02-19 17:12:59,2580.0
2023-02-19 17:18:01,2440.0
2023-02-19 17:23:06,2160.0
2023-02-19 17:28:12,2310.0
2023-02-19 17:33:15,1940.0
2023-02-19 17:38:18,5410.0
2023-02-19 17:43:23,1690.0
2023-02-19 17:48:27,1400.0
2023-02-19 17:53:31,1250.0
2023-02-19 17:58:33,790.0
2023-02-19 18:03:37,490.0
2023-02-20 04:55:15,410.0
2023-02-20 05:00:17,560.0
2023-02-20 05:05:16,670.0
2023-02-20 05:10:16,1100.0
2023-02-20 05:15:19,1860.0
2023-02-20 05:20:24,1870.0
2023-02-20 05:25:26,2290.0
2023-02-20 05:30:30,1390.0
2023-02-20 05:35:33,1340.0
2023-02-20 05:40:37,2280.0
2023-02-20 05:40:48,1980.0
2023-02-20 05:45:38,2020.0
2023-02-20 05:50:42,1480.0
2023-02-20 05:55:45,1420.0
2023-02-20 06:00:49,1700.0
2023-02-20 06:05:51,1740.0
2023-02-20 06:10:54,1920.0
2023-02-20 06:15:57,1970.0
2023-02-20 06:21:01,2180.0
2023-02-20 06:26:03,2210.0
2023-02-20 06:31:07,2430.0
2023-02-20 06:36:10,2630.0
2023-02-20 06:41:14,2840.0
2023-02-20 06:41:25,2840.0
2023-02-20 06:46:16,3040.0
2023-02-20 06:51:15,3230.0
2023-02-20 06:56:14,3420.0
2023-02-20 07:01:13,3510.0
2023-02-20 07:06:13,3830.0
2023-02-20 07:11:12,4070.0
2023-02-20 07:16:12,4320.0
2023-02-20 07:21:11,4670.0
2023-02-20 07:26:10,4770.0
2023-02-20 07:31:09,4920.0
2023-02-20 07:36:09,5190.0
2023-02-20 07:41:08,5370.0
2023-02-20 07:46:08,5400.0
2023-02-20 07:51:10,5720.0
2023-02-20 07:56:13,6090.0
2023-02-20 08:01:16,6510.0
2023-02-20 08:06:15,6810.0
2023-02-20 08:11:14,8520.0
2023-02-20 08:16:18,8780.0
2023-02-20 08:21:17,3260.0
2023-02-20 08:26:16,9400.0
2023-02-20 08:31:15,12990.0
2023-02-20 08:36:15,13030.0
2023-02-20 08:41:14,13230.0
2023-02-20 08:46:13,13990.0
2023-02-20 08:51:13,13870.0
2023-02-20 08:56:12,14220.0
2023-02-20 09:01:11,14730.0
2023-02-20 09:06:12,9570.0
2023-02-20 09:11:16,15240.0
2023-02-20 09:16:20,14800.0
2023-02-20 09:21:21,16110.0
2023-02-20 09:26:24,14580.0
2023-02-20 09:31:29,14760.0
2023-02-20 09:36:31,17020.0
2023-02-20 09:41:34,11140.0
2023-02-20 09:46:37,17490.0
2023-02-20 09:51:41,18840.0
2023-02-20 09:51:56,19180.0
2023-02-20 09:56:43,18590.0
2023-02-20 10:01:47,20310.0
2023-02-20 10:06:46,17140.0
2023-02-20 10:11:45,21200.0
2023-02-20 10:16:44,14990.0
2023-02-20 10:21:44,18290.0
2023-02-20 10:26:43,21280.0
2023-02-20 10:31:42,20860.0
2023-02-20 10:36:41,16140.0
2023-02-20 10:41:40,21140.0
2023-02-20 10:46:40,15730.0
2023-02-20 10:51:39,8660.0
2023-02-20 10:56:40,22040.0
2023-02-20 11:01:43,15710.0
2023-02-20 11:06:45,20900.0
2023-02-20 11:11:50,17110.0
2023-02-20 11:16:53,17390.0
2023-02-20 11:21:56,23410.0
2023-02-20 11:26:58,18120.0
2023-02-20 11:32:04,13600.0
2023-02-20 11:32:15,17660.0
2023-02-20 11:37:04,24240.0
2023-02-20 11:42:07,17000.0
2023-02-20 11:47:06,22150.0
2023-02-20 11:52:05,21040.0
2023-02-20 11:57:04,23940.0
2023-02-20 12:02:03,17360.0
2023-02-20 12:07:03,17280.0
2023-02-20 12:12:02,23460.0
2023-02-20 12:17:01,12570.0
2023-02-20 12:22:01,19600.0
2023-02-20 12:27:00,16890.0
2023-02-20 12:32:00,17470.0
2023-02-20 12:36:59,23180.0
2023-02-20 12:42:00,22760.0
2023-02-20 12:47:03,14740.0
2023-02-20 12:52:07,15130.0
2023-02-20 12:57:11,21900.0
