Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/01/02 04:21,054B7020C020044,4045086367,,,154.10,158.20,159.30,0.80,0.10,0.10,0.10,0.10,47,0,0,219.90,0,0,0.00,0,0,20,60.03,1391,0.00,19535.00,590,1.00,25.60,1022,58.40,23-1-2 4:22:51
2023/01/02 04:21,054B7020C020044,4045086367,,,127.60,128.90,100.60,11.10,0.10,0.10,0.10,0.10,36,0,0,219.80,0,0,2.60,0,0,20,60.03,1391,0.00,19535.00,100,1.00,25.60,1022,58.40,23-1-2 4:23:9
2023/01/02 04:26,054B7020C020044,4045086367,,,281.10,280.80,281.20,16.70,0.10,0.10,0.10,0.10,85,0,0,220.10,0,0,2.50,0,0,20,60.01,1391,0.00,19535.00,80,1.00,26.30,1022,58.40,23-1-2 4:28:14
2023/01/02 04:31,054B7020C020044,4045086367,,,369.10,368.50,368.60,11.30,0.10,0.10,0.10,0.10,111,0,0,219.80,0,0,2.60,0,0,20,59.98,1391,0.00,19535.00,150,1.00,26.80,1022,58.40,23-1-2 4:33:19
2023/01/02 04:36,054B7020C020044,4045086367,,,299.70,299.20,298.90,11.40,0.10,0.10,0.10,0.10,90,0,0,220.10,0,0,2.60,0,0,20,59.99,1391,0.00,19535.00,20,1.00,27.30,1022,58.40,23-1-2 4:38:25
2023/01/02 04:41,054B7020C020044,4045086367,,,307.40,306.60,306.40,11.90,0.10,0.10,0.10,0.10,93,0,0,220.00,0,0,2.60,0,0,20,60.01,1391,0.00,19535.00,0,1.00,27.80,1022,58.40,23-1-2 4:43:30
2023/01/02 04:46,054B7020C020044,4045086367,,,307.20,309.60,309.10,16.20,0.10,0.10,0.10,0.10,94,0,0,219.90,0,0,2.60,0,0,40,59.98,1391,0.00,19535.00,40,1.00,28.30,1022,58.40,23-1-2 4:48:35
2023/01/02 04:51,054B7020C020044,4045086367,,,307.30,310.40,314.80,17.40,0.20,0.20,0.10,0.10,156,0,0,219.80,0,0,2.60,0,0,160,59.96,1391,0.00,19535.00,150,1.00,28.60,1022,58.40,23-1-2 4:53:40
2023/01/02 04:57,054B7020C020044,4045086367,,,329.10,338.20,330.80,11.20,0.30,0.30,0.20,0.10,267,0,0,219.80,0,0,2.80,0,0,260,59.98,1391,0.00,19535.00,260,1.00,29.10,1022,58.40,23-1-2 4:58:45
2023/01/02 05:02,054B7020C020044,4045086367,,,333.30,346.00,362.90,10.70,0.40,0.40,0.30,0.10,381,0,0,220.10,0,0,3.00,0,0,370,59.96,1391,0.00,19535.00,360,1.00,29.50,1022,58.40,23-1-2 5:3:50
2023/01/02 05:07,054B7020C020044,4045086367,,,334.90,347.70,364.70,14.10,0.50,0.40,0.40,0.10,453,0,0,220.00,0,0,3.40,0,0,500,59.99,1391,0.10,19535.00,500,1.00,30.10,1022,58.40,23-1-2 5:8:54
2023/01/02 05:12,054B7020C020044,4045086367,,,331.30,352.20,364.80,12.80,0.60,0.60,0.50,0.10,593,0,0,219.60,0,0,3.70,0,0,580,59.98,1391,0.10,19535.00,590,1.00,30.40,1022,58.40,23-1-2 5:13:59
2023/01/02 05:17,054B7020C020044,4045086367,,,329.30,342.30,354.90,17.40,0.60,0.60,0.50,0.10,582,0,0,219.80,0,0,3.60,0,0,570,60.02,1391,0.20,19535.00,560,1.00,30.90,1022,58.40,23-1-2 5:19:4
2023/01/02 05:22,054B7020C020044,4045086367,,,321.30,329.80,358.90,17.40,0.70,0.70,0.60,0.10,672,0,0,219.80,0,0,3.80,0,0,630,60.01,1391,0.20,19535.00,640,1.00,31.20,1022,58.40,23-1-2 5:24:8
2023/01/02 05:27,054B7020C020044,4045086367,,,323.20,360.30,352.80,13.50,0.90,0.80,0.80,0.10,862,0,0,219.20,0,0,4.40,0,0,810,60.02,1391,0.30,19535.00,810,1.00,31.60,1022,58.40,23-1-2 5:29:13
2023/01/02 05:32,054B7020C020044,4045086367,,,327.30,368.30,360.90,10.60,1.60,1.50,1.40,0.10,1582,0,0,219.40,0,0,6.70,0,0,1410,60.00,1391,0.40,19535.00,1410,1.00,32.30,1022,58.40,23-1-2 5:34:17
2023/01/02 05:37,054B7020C020044,4045086367,,,357.30,370.30,374.90,15.50,1.70,1.70,1.60,0.10,1838,0,0,219.40,0,0,8.00,0,0,1720,60.03,1391,0.50,19535.00,1710,1.00,33.30,1022,58.40,23-1-2 5:39:24
