Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/01/16 04:28,054B7020C020044,4045086367,,,146.90,153.10,152.70,4.20,0.10,0.10,0.10,0.10,45,0,0,219.50,0,0,0.00,0,0,20,60.01,1391,0.00,20058.00,580,1.00,25.20,1022,44.60,23-1-16 4:30:54
2023/01/16 04:33,054B7020C020044,4045086367,,,277.00,276.70,277.20,17.10,0.10,0.10,0.10,0.10,84,0,0,219.50,0,0,2.60,0,0,20,60.04,1391,0.00,20058.00,90,1.00,25.60,1022,44.60,23-1-16 4:35:59
2023/01/16 04:38,054B7020C020044,4045086367,,,289.00,288.30,288.90,13.20,0.10,0.10,0.10,0.10,87,0,0,219.70,0,0,2.60,0,0,20,59.97,1391,0.00,20058.00,70,1.00,26.10,1022,44.60,23-1-16 4:41:3
2023/01/16 04:43,054B7020C020044,4045086367,,,374.80,374.10,374.30,16.90,0.10,0.10,0.10,0.10,114,0,0,219.30,0,0,2.70,0,0,20,60.01,1391,0.00,20058.00,140,1.00,26.60,1022,44.60,23-1-16 4:46:7
2023/01/16 04:48,054B7020C020044,4045086367,,,303.00,302.40,302.70,11.30,0.10,0.10,0.10,0.10,91,0,0,219.10,0,0,2.50,0,0,30,60.02,1391,0.00,20058.00,20,1.00,27.10,1022,44.60,23-1-16 4:51:11
2023/01/16 04:54,054B7020C020044,4045086367,,,303.20,311.60,311.70,16.50,0.20,0.10,0.10,0.10,124,0,0,219.40,0,0,2.60,0,0,100,60.02,1391,0.00,20058.00,110,1.00,27.70,1022,44.60,23-1-16 4:56:16
2023/01/16 04:59,054B7020C020044,4045086367,,,339.20,311.30,311.40,16.70,0.30,0.20,0.20,0.10,227,0,0,218.70,0,0,2.60,0,0,200,59.98,1391,0.00,20058.00,200,1.00,28.10,1022,44.60,23-1-16 5:1:21
2023/01/16 05:04,054B7020C020044,4045086367,,,337.20,329.40,323.40,12.30,0.30,0.30,0.30,0.10,298,0,0,218.90,0,0,2.80,0,0,270,59.97,1391,0.10,20058.00,260,1.00,28.60,1022,44.60,23-1-16 5:6:24
2023/01/16 05:09,054B7020C020044,4045086367,,,365.10,337.30,351.00,10.50,0.40,0.40,0.30,0.10,387,0,0,218.10,0,0,3.10,0,0,380,59.97,1391,0.10,20058.00,380,1.00,29.10,1022,44.60,23-1-16 5:11:28
2023/01/16 05:14,054B7020C020044,4045086367,,,363.00,351.20,353.20,15.60,0.40,0.40,0.40,0.10,428,0,0,221.10,0,0,3.10,0,0,410,60.00,1391,0.10,20058.00,410,1.00,29.60,1022,44.60,23-1-16 5:16:33
2023/01/16 05:19,054B7020C020044,4045086367,,,355.50,355.60,341.60,17.80,0.50,0.40,0.40,0.10,458,0,0,221.40,0,0,3.20,0,0,430,59.97,1391,0.20,20058.00,420,1.00,30.10,1022,44.60,23-1-16 5:21:37
2023/01/16 05:24,054B7020C020044,4045086367,,,371.10,343.40,349.40,11.00,0.70,0.70,0.70,0.10,745,0,0,221.50,0,0,4.00,0,0,680,59.99,1391,0.20,20058.00,680,1.00,30.40,1022,44.60,23-1-16 5:26:41
2023/01/16 05:29,054B7020C020044,4045086367,,,371.20,343.40,353.30,15.30,0.80,0.80,0.80,0.10,855,0,0,221.00,0,0,4.40,0,0,820,60.01,1391,0.30,20058.00,810,1.00,30.90,1022,44.60,23-1-16 5:31:45
2023/01/16 05:34,054B7020C020044,4045086367,,,367.20,331.50,353.40,16.10,0.80,0.80,0.80,0.10,843,0,0,220.50,0,0,4.30,0,0,800,59.97,1391,0.30,20058.00,790,1.00,31.30,1022,44.60,23-1-16 5:36:49
2023/01/16 05:39,054B7020C020044,4045086367,,,375.00,343.40,353.40,12.20,1.00,1.10,1.10,0.10,1142,0,0,220.40,0,0,5.70,0,0,1140,59.98,1391,0.40,20058.00,1140,1.00,31.90,1022,44.60,23-1-16 5:41:53
