Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2022/11/21 04:11,054B7020C020044,4045086367,,,106.90,106.90,94.90,11.20,0.10,0.10,0.10,0.10,31,0,0,220.80,0,0,2.60,0,0,20,59.98,1382,0.00,17596.00,100,1.00,25.00,1022,59.50,22-11-21 4:11:24
2022/11/21 04:16,054B7020C020044,4045086367,,,286.20,285.90,286.20,14.10,0.10,0.10,0.10,0.10,87,0,0,220.90,0,0,2.60,0,0,20,60.02,1382,0.00,17596.00,80,1.00,25.70,1022,59.50,22-11-21 4:16:28
2022/11/21 04:16,054B7020C020044,4045086367,,,286.20,285.90,286.20,14.10,0.10,0.10,0.10,0.10,87,0,0,220.90,0,0,2.60,0,0,20,60.02,1382,0.00,17596.00,80,1.00,25.70,1022,59.50,22-11-21 4:16:28
2022/11/21 04:21,054B7020C020044,4045086367,,,314.20,313.60,313.40,17.00,0.10,0.10,0.10,0.10,95,0,0,221.10,0,0,2.60,0,0,20,60.02,1382,0.00,17596.00,50,1.00,26.30,1022,59.50,22-11-21 4:21:33
2022/11/21 04:26,054B7020C020044,4045086367,,,303.80,303.20,303.00,12.10,0.10,0.10,0.10,0.10,92,0,0,220.80,0,0,2.60,0,0,20,60.00,1382,0.00,17596.00,0,1.00,26.70,1022,59.50,22-11-21 4:26:37
2022/11/21 04:31,054B7020C020044,4045086367,,,310.70,310.20,309.70,15.20,0.10,0.10,0.10,0.10,94,0,0,220.60,0,0,2.50,0,0,20,60.01,1382,0.00,17596.00,0,1.00,27.20,1022,59.50,22-11-21 4:31:41
2022/11/21 04:36,054B7020C020044,4045086367,,,311.20,310.50,310.20,12.90,0.10,0.10,0.10,0.10,94,0,0,220.10,0,0,2.60,0,0,30,60.00,1382,0.00,17596.00,30,1.00,27.70,1022,59.50,22-11-21 4:36:45
2022/11/21 04:41,054B7020C020044,4045086367,,,311.10,316.70,316.40,14.00,0.20,0.10,0.10,0.10,126,0,0,220.40,0,0,2.60,0,0,110,60.00,1382,0.00,17596.00,110,1.00,28.20,1022,59.50,22-11-21 4:41:49
2022/11/21 04:46,054B7020C020044,4045086367,,,353.30,316.90,316.70,13.30,0.20,0.20,0.20,0.10,198,0,0,220.40,0,0,2.70,0,0,190,59.99,1382,0.00,17596.00,190,1.00,28.50,1022,59.50,22-11-21 4:46:53
2022/11/21 04:46,054B7020C020044,4045086367,,,353.30,316.90,316.70,13.30,0.20,0.20,0.20,0.10,198,0,0,220.40,0,0,2.70,0,0,190,59.99,1382,0.00,17596.00,190,1.00,28.50,1022,59.50,22-11-21 4:46:53
2022/11/21 04:47,054B7020C020044,4045086367,,,345.00,316.80,316.40,11.30,0.20,0.20,0.20,0.10,196,0,0,220.40,0,0,2.70,0,0,200,59.99,1382,0.00,17596.00,200,1.00,28.60,1022,59.50,22-11-21 4:47:13
2022/11/21 04:57,054B7020C020044,4045086367,,,368.80,360.20,358.30,13.70,0.40,0.40,0.30,0.10,400,0,0,219.50,0,0,3.30,0,0,460,59.99,1382,0.10,17596.00,460,1.00,29.50,1022,59.50,22-11-21 4:57:20
2022/11/21 05:02,054B7020C020044,4045086367,,,343.20,358.80,340.40,17.50,0.70,0.60,0.60,0.10,661,0,0,219.20,0,0,3.80,0,0,620,59.96,1382,0.10,17596.00,610,1.00,30.10,1022,59.50,22-11-21 5:2:22
2022/11/21 05:07,054B7020C020044,4045086367,,,351.20,374.80,360.60,15.50,0.80,0.70,0.70,0.10,797,0,0,220.60,0,0,4.30,0,0,780,59.91,1382,0.20,17596.00,780,1.00,30.60,1022,59.50,22-11-21 5:7:25
2022/11/21 05:12,054B7020C020044,4045086367,,,353.20,372.70,362.50,14.20,1.00,0.90,0.80,0.10,980,0,0,220.80,0,0,4.90,0,0,940,59.97,1382,0.30,17596.00,940,1.00,31.10,1022,59.50,22-11-21 5:12:28
2022/11/21 05:17,054B7020C020044,4045086367,,,375.20,378.80,376.60,12.20,1.00,0.90,0.90,0.10,1056,0,0,221.30,0,0,5.40,0,0,1080,59.98,1382,0.30,17596.00,1090,1.00,31.60,1022,59.50,22-11-21 5:17:31
2022/11/21 05:22,054B7020C020044,4045086367,,,385.20,364.90,366.70,12.60,1.10,1.10,1.10,0.10,1229,0,0,221.20,0,0,5.90,0,0,1210,60.05,1382,0.40,17596.00,1200,1.00,32.20,1022,59.50,22-11-21 5:22:33
2022/11/21 05:27,054B7020C020044,4045086367,,,371.20,370.70,364.60,11.90,1.40,1.40,1.40,0.10,1550,0,0,220.90,0,0,6.80,0,0,1430,60.03,1382,0.50,17596.00,1430,1.00,32.80,1022,59.50,22-11-21 5:27:37
2022/11/21 05:32,054B7020C020044,4045086367,,,373.20,372.80,366.60,11.10,1.50,1.40,1.40,0.10,1596,0,0,222.50,0,0,7.00,0,0,1490,60.02,1382,0.70,17597.00,1490,1.00,33.50,1022,59.50,22-11-21 5:32:40
2022/11/21 05:37,054B7020C020044,4045086367,,,371.40,374.90,376.80,17.40,1.80,1.70,1.60,0.10,1910,0,0,222.60,0,0,8.40,0,0,1840,60.06,1382,0.80,17597.00,1850,1.00,34.30,1022,59.50,22-11-21 5:37:42
2022/11/21 05:42,054B7020C020044,4045086367,,,375.10,370.70,364.50,13.90,2.00,1.90,1.90,0.10,2148,0,0,222.20,0,0,9.40,0,0,2080,60.05,1382,1.00,17597.00,2080,1.00,35.20,1022,59.50,22-11-21 5:42:45
2022/11/21 05:47,054B7020C020044,4045086367,,,373.30,372.90,362.70,11.30,2.20,2.10,2.10,0.10,2367,0,0,222.90,0,0,10.40,0,0,2290,60.04,1382,1.20,17597.00,2290,1.00,36.00,1022,59.50,22-11-21 5:47:48
2022/11/21 05:47,054B7020C020044,4045086367,,,373.30,372.90,362.70,11.30,2.20,2.10,2.10,0.10,2367,0,0,222.90,0,0,10.40,0,0,2290,60.04,1382,1.20,17597.00,2290,1.00,36.00,1022,59.50,22-11-21 5:47:48
2022/11/21 05:52,054B7020C020044,4045086367,,,363.30,366.80,360.70,11.60,2.40,2.30,2.30,0.10,2546,0,0,220.50,0,0,11.30,0,0,2500,60.04,1382,1.40,17597.00,2490,1.00,36.90,1022,59.50,22-11-21 5:52:51
2022/11/21 05:57,054B7020C020044,4045086367,,,365.00,360.60,358.50,13.90,2.40,2.40,2.30,0.10,2567,0,0,220.20,0,0,11.40,0,0,2520,60.05,1382,1.60,17597.00,2520,1.00,37.90,1022,59.50,22-11-21 5:57:53
2022/11/21 06:02,054B7020C020044,4045086367,,,363.30,359.00,352.80,10.80,2.70,2.60,2.60,0.10,2832,0,0,219.70,0,0,12.70,0,0,2820,60.00,1382,1.80,17598.00,2820,1.00,38.50,1022,59.50,22-11-21 6:1:56
2022/11/21 06:07,054B7020C020044,4045086367,,,360.90,352.70,350.50,14.50,2.70,2.80,2.70,0.10,2909,0,0,221.20,0,0,13.00,0,0,2880,59.99,1382,2.00,17598.00,2880,1.00,39.40,1022,59.50,22-11-21 6:7:12
2022/11/21 06:12,054B7020C020044,4045086367,,,359.20,354.80,356.60,14.90,3.10,3.10,3.00,0.10,3284,0,0,220.80,0,0,14.30,0,0,3200,60.00,1382,2.30,17598.00,3200,1.00,40.10,1022,59.50,22-11-21 6:12:15
2022/11/21 06:17,054B7020C020044,4045086367,,,357.10,348.70,354.40,14.10,3.10,3.20,3.00,0.10,3287,0,0,219.50,0,0,14.60,0,0,3250,59.96,1382,2.50,17598.00,3250,1.00,40.90,1022,59.50,22-11-21 6:17:18
2022/11/21 06:22,054B7020C020044,4045086367,,,347.20,346.70,344.60,17.30,3.00,2.90,2.90,0.10,3048,0,0,222.40,0,0,13.30,0,0,2970,60.00,1382,2.80,17599.00,2970,1.00,41.30,1022,59.50,22-11-21 6:22:20
2022/11/21 06:27,054B7020C020044,4045086367,,,347.00,346.50,344.30,12.90,3.60,3.50,3.50,0.10,3668,0,0,222.10,0,0,16.00,0,0,3620,59.96,1382,3.10,17599.00,3620,1.00,42.30,1022,59.50,22-11-21 6:27:23
2022/11/21 06:32,054B7020C020044,4045086367,,,345.30,344.90,346.70,10.80,3.90,3.90,3.80,0.10,4010,0,0,221.50,0,0,17.80,0,0,3970,59.98,1382,3.40,17599.00,3960,1.00,43.20,1022,59.50,22-11-21 6:32:26
2022/11/21 06:37,054B7020C020044,4045086367,,,342.90,342.50,344.20,13.20,3.20,3.10,3.00,0.10,3192,0,0,221.00,0,0,14.20,0,0,3170,59.97,1382,3.70,17600.00,3160,1.00,43.80,1022,59.50,22-11-21 6:37:28
2022/11/21 06:42,054B7020C020044,4045086367,,,343.10,338.70,340.50,11.60,3.70,3.70,3.60,0.10,3749,0,0,221.20,0,0,16.40,0,0,3680,60.04,1382,4.00,17600.00,3690,1.00,44.20,1022,59.50,22-11-21 6:42:31
