Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2022/12/12 04:14,054B7020C020044,4045086367,,,112.50,115.90,114.90,3.00,0.10,0.10,0.10,0.10,34,0,0,219.50,0,0,0.00,0,0,20,59.99,1578,0.00,18588.00,590,1.00,27.50,1022,60.40,22-12-12 4:15:36
2022/12/12 04:19,054B7020C020044,4045086367,,,271.10,270.80,271.30,16.90,0.10,0.10,0.10,0.10,83,0,0,219.30,0,0,2.50,0,0,20,60.02,1578,0.00,18588.00,80,1.00,27.90,1022,60.40,22-12-12 4:20:41
2022/12/12 04:24,054B7020C020044,4045086367,,,286.80,286.40,286.50,14.90,0.10,0.10,0.10,0.10,87,0,0,219.20,0,0,2.60,0,0,20,60.03,1578,0.00,18588.00,40,1.00,28.50,1022,60.40,22-12-12 4:25:45
2022/12/12 04:29,054B7020C020044,4045086367,,,373.60,372.80,372.80,10.60,0.10,0.10,0.10,0.10,112,0,0,219.50,0,0,2.60,0,0,20,60.04,1578,0.00,18588.00,140,1.00,28.90,1022,60.40,22-12-12 4:30:50
2022/12/12 04:34,054B7020C020044,4045086367,,,303.50,302.80,302.80,16.40,0.10,0.10,0.10,0.10,92,0,0,219.60,0,0,2.60,0,0,50,60.04,1578,0.00,18588.00,40,1.00,29.40,1022,60.40,22-12-12 4:35:54
2022/12/12 04:40,054B7020C020044,4045086367,,,303.40,310.00,309.70,14.70,0.20,0.10,0.10,0.10,124,0,0,219.20,0,0,2.60,0,0,100,60.04,1578,0.00,18588.00,110,1.00,29.70,1022,60.40,22-12-12 4:40:59
2022/12/12 04:45,054B7020C020044,4045086367,,,301.50,309.30,311.20,13.40,0.20,0.20,0.10,0.10,154,0,0,219.50,0,0,2.60,0,0,160,60.00,1578,0.00,18588.00,150,1.00,30.10,1022,60.40,22-12-12 4:46:3
2022/12/12 04:50,054B7020C020044,4045086367,,,327.70,309.30,311.30,17.40,0.20,0.20,0.20,0.10,191,0,0,219.10,0,0,2.70,0,0,180,60.01,1578,0.00,18588.00,180,1.00,30.40,1022,60.40,22-12-12 4:51:8
2022/12/12 04:55,054B7020C020044,4045086367,,,343.60,309.20,311.30,14.80,0.20,0.20,0.10,0.10,163,0,0,219.00,0,0,2.60,0,0,160,60.01,1578,0.00,18588.00,160,1.00,30.60,1022,60.40,22-12-12 4:56:12
2022/12/12 05:00,054B7020C020044,4045086367,,,325.40,315.20,321.20,10.90,0.30,0.20,0.20,0.10,225,0,0,219.10,0,0,2.80,0,0,250,59.98,1578,0.10,18588.00,240,1.00,30.80,1022,60.40,22-12-12 5:1:17
