Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2022/11/14 04:18,054B7020C020044,4045086367,,,128.00,133.10,131.60,2.40,0.10,0.10,0.10,0.10,39,0,0,219.80,0,0,0.00,0,0,20,60.05,1382,0.00,17185.00,590,1.00,25.60,1022,60.20,22-11-14 4:18:11
2022/11/14 04:18,054B7020C020044,4045086367,,,151.20,153.50,153.00,2.40,0.10,0.10,0.10,0.10,46,0,0,219.70,0,0,0.00,0,0,20,60.03,1382,0.00,17185.00,590,1.00,25.60,1022,60.20,22-11-14 4:18:28
2022/11/14 04:23,054B7020C020044,4045086367,,,290.40,290.00,290.00,11.40,0.10,0.10,0.10,0.10,88,0,0,219.80,0,0,2.60,0,0,20,59.98,1382,0.00,17185.00,60,1.00,26.20,1022,60.20,22-11-14 4:23:33
2022/11/14 04:28,054B7020C020044,4045086367,,,293.10,292.80,292.70,11.70,0.10,0.10,0.10,0.10,89,0,0,221.30,0,0,2.60,0,0,20,59.99,1382,0.00,17185.00,30,1.00,26.80,1022,60.20,22-11-14 4:28:38
2022/11/14 04:33,054B7020C020044,4045086367,,,298.80,305.30,305.30,11.20,0.10,0.10,0.10,0.10,92,0,0,221.20,0,0,2.60,0,0,30,60.02,1382,0.00,17185.00,30,1.00,27.30,1022,60.20,22-11-14 4:33:43
2022/11/14 04:39,054B7020C020044,4045086367,,,298.80,306.00,305.90,14.00,0.10,0.10,0.10,0.10,92,0,0,220.50,0,0,2.60,0,0,70,59.97,1382,0.00,17185.00,60,1.00,27.80,1022,60.20,22-11-14 4:38:50
2022/11/14 04:39,054B7020C020044,4045086367,,,298.80,306.00,305.90,14.00,0.10,0.10,0.10,0.10,92,0,0,220.50,0,0,2.60,0,0,70,59.97,1382,0.00,17185.00,60,1.00,27.80,1022,60.20,22-11-14 4:38:50
2022/11/14 04:39,054B7020C020044,4045086367,,,298.80,306.00,305.90,14.00,0.10,0.10,0.10,0.10,92,0,0,220.50,0,0,2.60,0,0,70,59.97,1382,0.00,17185.00,60,1.00,27.80,1022,60.20,22-11-14 4:38:50
2022/11/14 04:43,054B7020C020044,4045086367,,,298.80,309.30,312.30,12.70,0.20,0.10,0.10,0.10,123,0,0,221.50,0,0,2.50,0,0,130,60.02,1382,0.00,17185.00,110,1.00,28.30,1022,60.20,22-11-14 4:43:11
2022/11/14 04:48,054B7020C020044,4045086367,,,336.70,309.10,312.00,13.40,0.20,0.20,0.10,0.10,161,0,0,220.90,0,0,2.70,0,0,180,60.00,1382,0.10,17186.00,180,1.00,28.80,1022,60.20,22-11-14 4:48:23
