Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/02/20 04:55,054B7020C020044,4045086367,,,153.70,158.30,159.30,1.60,0.10,0.10,0.10,0.10,47,0,0,222.80,0,0,0.00,0,0,20,59.98,1375,0.00,21637.00,590,1.00,25.10,1022,36.60,23-2-20 4:58:26
2023/02/20 05:00,054B7020C020044,4045086367,,,294.40,293.90,294.10,18.20,0.10,0.10,0.10,0.10,90,0,0,223.00,0,0,2.60,0,0,20,59.99,1375,0.00,21637.00,90,1.00,25.60,1022,36.60,23-2-20 5:3:29
2023/02/20 05:05,054B7020C020044,4045086367,,,293.20,292.70,292.80,12.70,0.10,0.10,0.10,0.10,89,0,0,221.20,0,0,2.50,0,0,20,60.00,1375,0.00,21637.00,60,1.00,26.10,1022,36.60,23-2-20 5:8:32
2023/02/20 05:10,054B7020C020044,4045086367,,,304.80,303.90,303.70,12.90,0.10,0.10,0.10,0.10,92,0,0,220.40,0,0,2.60,0,0,20,59.99,1375,0.00,21637.00,0,1.00,26.70,1022,36.60,23-2-20 5:13:36
2023/02/20 05:15,054B7020C020044,4045086367,,,309.70,308.80,308.50,13.30,0.10,0.10,0.10,0.10,94,0,0,220.50,0,0,2.60,0,0,40,60.00,1375,0.00,21637.00,30,1.00,27.20,1022,36.60,23-2-20 5:18:39
2023/02/20 05:20,054B7020C020044,4045086367,,,309.60,315.90,315.30,14.20,0.20,0.10,0.10,0.10,126,0,0,220.50,0,0,2.60,0,0,100,59.98,1375,0.00,21637.00,90,1.00,27.70,1022,36.60,23-2-20 5:23:42
2023/02/20 05:25,054B7020C020044,4045086367,,,299.90,316.50,315.70,18.10,0.30,0.20,0.20,0.10,218,0,0,221.10,0,0,2.60,0,0,180,60.05,1375,0.10,21637.00,180,1.00,28.10,1022,36.60,23-2-20 5:28:46
2023/02/20 05:30,054B7020C020044,4045086367,,,309.80,330.10,339.60,12.00,0.40,0.30,0.30,0.10,326,0,0,220.90,0,0,2.90,0,0,280,60.04,1375,0.10,21637.00,270,1.00,28.60,1022,36.60,23-2-20 5:33:50
2023/02/20 05:35,054B7020C020044,4045086367,,,313.50,353.90,367.30,15.40,0.40,0.40,0.30,0.10,378,0,0,220.40,0,0,3.10,0,0,380,59.97,1375,0.10,21637.00,380,1.00,29.10,1022,36.60,23-2-20 5:38:53
2023/02/20 05:40,054B7020C020044,4045086367,,,339.80,352.30,365.60,16.90,0.50,0.50,0.50,0.10,530,0,0,220.40,0,0,3.40,0,0,520,60.03,1375,0.10,21637.00,530,1.00,29.50,1022,36.60,23-2-20 5:43:56
2023/02/20 05:40,054B7020C020044,4045086367,,,339.80,352.30,365.60,16.90,0.50,0.50,0.50,0.10,530,0,0,220.40,0,0,3.40,0,0,520,60.03,1375,0.10,21637.00,530,1.00,29.50,1022,36.60,23-2-20 5:43:56
2023/02/20 05:45,054B7020C020044,4045086367,,,333.70,354.00,363.50,12.50,0.70,0.70,0.60,0.10,700,0,0,223.10,0,0,3.90,0,0,670,60.00,1375,0.20,21637.00,670,1.00,30.10,1022,36.60,23-2-20 5:48:59
2023/02/20 05:50,054B7020C020044,4045086367,,,331.60,355.90,365.40,12.40,0.90,0.80,0.80,0.10,876,0,0,222.30,0,0,4.40,0,0,820,60.01,1375,0.30,21637.00,810,1.00,30.60,1022,36.60,23-2-20 5:54:2
2023/02/20 05:55,054B7020C020044,4045086367,,,329.60,361.90,367.40,15.50,1.00,0.90,0.90,0.10,987,0,0,222.30,0,0,5.00,0,0,980,59.99,1375,0.30,21637.00,970,1.00,31.10,1022,36.60,23-2-20 5:59:6
2023/02/20 06:00,054B7020C020044,4045086367,,,329.70,374.10,367.50,10.40,1.20,1.00,1.00,0.10,1138,0,0,221.90,0,0,5.50,0,0,1110,59.97,1375,0.40,21637.00,1110,1.00,31.70,1022,36.60,23-2-20 6:4:9
2023/02/20 06:05,054B7020C020044,4045086367,,,327.80,376.10,365.60,11.00,1.30,1.00,1.10,0.10,1205,0,0,221.20,0,0,5.80,0,0,1180,59.90,1375,0.50,21637.00,1170,1.00,32.30,1022,36.60,23-2-20 6:9:12
