Time,InverterSN,Data LoggerSN,Alert Details,Alert Code,DC Voltage PV1(V),DC Voltage PV2(V),DC Voltage PV3(V),DC Voltage PV4(V),DC Current1(A),DC Current2(A),DC Current3(A),DC Current4(A),Total DC Input Power(W),AC Voltage R/U/A(V),AC Voltage S/V/B(V),AC Voltage T/W/C(V),AC Current R/U/A(A),AC Current S/V/B(A),AC Current T/W/C(A),AC Power R/U/A(W),AC Power S/V/B(W),AC Output Total Power (Active)(W),AC Output Frequency R(Hz),Generation of Last Month (Active)(kWh),Daily Generation (Active)(kWh),Total Generation (Active)(kWh),Power Grid Total Apparent Power(VA),Grid Power Factor,Inverter Temperature(℃),Inverter Status,Generation Yesterday(kWh),System Time
2023/02/13 04:56,054B7020C020044,4045086367,,,138.80,142.10,141.90,0.40,0.10,0.10,0.10,0.10,42,0,0,221.10,0,0,0.00,0,0,20,60.02,1375,0.00,21346.00,590,1.00,25.60,1022,37.50,23-2-13 4:59:17
2023/02/13 05:01,054B7020C020044,4045086367,,,276.50,276.10,276.60,17.80,0.10,0.10,0.10,0.10,84,0,0,221.50,0,0,2.60,0,0,20,60.06,1375,0.00,21346.00,80,1.00,25.80,1022,37.50,23-2-13 5:4:23
2023/02/13 05:06,054B7020C020044,4045086367,,,292.30,291.90,292.10,14.90,0.10,0.10,0.10,0.10,89,0,0,220.40,0,0,2.60,0,0,20,60.00,1375,0.00,21346.00,50,1.00,26.50,1022,37.50,23-2-13 5:9:27
2023/02/13 05:11,054B7020C020044,4045086367,,,297.20,296.40,296.60,17.30,0.10,0.10,0.10,0.10,90,0,0,219.70,0,0,2.60,0,0,20,59.97,1375,0.00,21346.00,10,1.00,27.00,1022,37.50,23-2-13 5:14:32
2023/02/13 05:16,054B7020C020044,4045086367,,,302.30,305.70,305.80,15.20,0.10,0.10,0.10,0.10,92,0,0,221.10,0,0,2.60,0,0,40,60.03,1375,0.00,21346.00,30,1.00,27.60,1022,37.50,23-2-13 5:19:36
2023/02/13 05:21,054B7020C020044,4045086367,,,302.20,309.70,309.50,10.50,0.20,0.10,0.10,0.10,123,0,0,219.50,0,0,2.60,0,0,120,60.05,1375,0.00,21346.00,110,1.00,28.10,1022,37.50,23-2-13 5:24:41
2023/02/13 05:26,054B7020C020044,4045086367,,,326.40,310.10,313.30,17.20,0.30,0.20,0.20,0.10,224,0,0,219.50,0,0,2.80,0,0,200,60.03,1375,0.00,21346.00,200,1.00,28.70,1022,37.50,23-2-13 5:29:47
2023/02/13 05:31,054B7020C020044,4045086367,,,340.00,333.60,337.00,12.60,0.30,0.20,0.20,0.10,237,0,0,219.00,0,0,2.80,0,0,270,60.04,1375,0.00,21346.00,260,1.00,29.10,1022,37.50,23-2-13 5:34:51
2023/02/13 05:36,054B7020C020044,4045086367,,,344.20,337.90,341.30,16.10,0.40,0.30,0.30,0.10,343,0,0,219.10,0,0,2.90,0,0,300,60.01,1375,0.10,21346.00,300,1.00,29.50,1022,37.50,23-2-13 5:39:56
2023/02/13 05:41,054B7020C020044,4045086367,,,342.10,335.20,338.70,11.40,0.40,0.30,0.30,0.10,340,0,0,219.30,0,0,2.90,0,0,300,60.03,1375,0.10,21346.00,310,1.00,30.00,1022,37.50,23-2-13 5:45:1
2023/02/13 05:46,054B7020C020044,4045086367,,,340.20,333.40,333.00,10.70,0.40,0.30,0.30,0.10,337,0,0,219.40,0,0,2.90,0,0,310,60.05,1375,0.10,21346.00,310,1.00,30.20,1022,37.50,23-2-13 5:49:5
2023/02/13 05:51,054B7020C020044,4045086367,,,342.60,335.90,339.40,17.60,0.50,0.40,0.40,0.10,443,0,0,219.50,0,0,3.10,0,0,370,60.04,1375,0.10,21346.00,370,1.00,30.50,1022,37.50,23-2-13 5:54:22
2023/02/13 05:56,054B7020C020044,4045086367,,,351.60,361.40,336.80,13.30,0.50,0.40,0.40,0.10,456,0,0,219.10,0,0,3.40,0,0,490,60.04,1375,0.20,21346.00,480,1.00,30.70,1022,37.50,23-2-13 5:59:28
2023/02/13 06:01,054B7020C020044,4045086367,,,348.20,345.80,337.20,10.90,0.70,0.70,0.60,0.10,689,0,0,218.30,0,0,4.00,0,0,680,59.97,1375,0.20,21346.00,680,1.00,31.00,1022,37.50,23-2-13 6:4:32
2023/02/13 06:06,054B7020C020044,4045086367,,,354.10,351.60,347.10,14.00,0.90,0.90,0.80,0.10,914,0,0,220.90,0,0,4.70,0,0,910,59.96,1375,0.30,21346.00,910,1.00,31.40,1022,37.50,23-2-13 6:9:37
2023/02/13 06:11,054B7020C020044,4045086367,,,352.10,373.70,377.20,17.60,1.10,0.90,0.90,0.10,1064,0,0,221.30,0,0,5.50,0,0,1110,59.99,1375,0.40,21346.00,1110,1.00,31.90,1022,37.50,23-2-13 6:14:41
2023/02/13 06:16,054B7020C020044,4045086367,,,348.30,345.80,345.30,17.40,1.40,1.30,1.30,0.10,1387,0,0,221.20,0,0,6.30,0,0,1310,60.01,1375,0.50,21347.00,1300,1.00,32.60,1022,37.50,23-2-13 6:19:46
2023/02/13 06:21,054B7020C020044,4045086367,,,350.10,347.60,355.10,14.30,1.50,1.40,1.40,0.10,1510,0,0,220.70,0,0,6.60,0,0,1390,60.01,1375,0.60,21347.00,1390,1.00,33.10,1022,37.50,23-2-13 6:24:51
2023/02/13 06:26,054B7020C020044,4045086367,,,352.30,349.80,369.30,15.70,1.60,1.50,1.40,0.10,1606,0,0,220.20,0,0,7.00,0,0,1460,60.00,1375,0.70,21347.00,1460,1.00,33.70,1022,37.50,23-2-13 6:29:55
2023/02/13 06:32,054B7020C020044,4045086367,,,364.10,353.40,352.80,15.40,1.90,1.80,1.70,0.10,1929,0,0,220.40,0,0,8.70,0,0,1880,59.97,1375,0.90,21347.00,1940,1.00,34.60,1022,37.50,23-2-13 6:35:0
2023/02/13 06:37,054B7020C020044,4045086367,,,358.20,355.70,371.20,17.70,1.80,1.70,1.60,0.10,1845,0,0,220.20,0,0,8.00,0,0,1730,59.95,1375,1.00,21347.00,1730,1.00,35.30,1022,37.50,23-2-13 6:40:4
2023/02/13 06:42,054B7020C020044,4045086367,,,358.20,355.70,351.20,14.70,2.00,1.90,1.90,0.10,2060,0,0,221.00,0,0,9.40,0,0,2040,59.98,1375,1.20,21347.00,2030,1.00,35.90,1022,37.50,23-2-13 6:45:9
2023/02/13 06:47,054B7020C020044,4045086367,,,352.10,353.50,353.00,12.00,2.10,2.00,2.00,0.10,2153,0,0,221.10,0,0,9.60,0,0,2100,59.99,1375,1.40,21347.00,2100,1.00,36.50,1022,37.50,23-2-13 6:50:14
2023/02/13 06:52,054B7020C020044,4045086367,,,356.40,353.90,357.40,15.80,2.60,2.60,2.50,0.10,2741,0,0,221.10,0,0,12.00,0,0,2680,60.02,1375,1.60,21348.00,2670,1.00,37.10,1022,37.50,23-2-13 6:55:18
2023/02/13 06:57,054B7020C020044,4045086367,,,357.90,355.40,347.00,15.10,2.10,2.00,2.10,0.10,2192,0,0,219.70,0,0,10.00,0,0,2150,59.97,1375,1.80,21348.00,2160,1.00,37.80,1022,37.50,23-2-13 7:0:23
2023/02/13 07:02,054B7020C020044,4045086367,,,354.10,347.60,347.00,12.20,2.30,2.20,2.10,0.10,2309,0,0,221.50,0,0,10.30,0,0,2260,59.95,1375,2.00,21348.00,2260,1.00,37.60,1022,37.50,23-2-13 7:5:27
2023/02/13 07:07,054B7020C020044,4045086367,,,348.20,345.70,349.20,11.20,1.90,1.90,1.80,0.10,1948,0,0,220.30,0,0,8.80,0,0,1920,59.97,1375,2.10,21348.00,1920,1.00,37.50,1022,37.50,23-2-13 7:10:32
2023/02/13 07:12,054B7020C020044,4045086367,,,348.30,349.80,349.30,11.50,2.00,1.90,1.90,0.10,2026,0,0,220.30,0,0,9.10,0,0,1970,59.93,1375,2.30,21348.00,1960,1.00,37.30,1022,37.50,23-2-13 7:15:36
2023/02/13 07:17,054B7020C020044,4045086367,,,350.20,343.70,347.20,12.50,2.00,2.00,1.90,0.10,2048,0,0,219.70,0,0,9.20,0,0,1990,60.01,1375,2.50,21349.00,1990,1.00,37.40,1022,37.50,23-2-13 7:20:41
2023/02/13 07:22,054B7020C020044,4045086367,,,354.20,351.70,355.20,17.50,2.60,2.50,2.40,0.10,2654,0,0,219.30,0,0,11.90,0,0,2610,59.97,1375,2.60,21349.00,2610,1.00,37.80,1022,37.50,23-2-13 7:25:45
2023/02/13 07:27,054B7020C020044,4045086367,,,352.20,345.60,349.10,13.70,2.80,2.80,2.70,0.10,2897,0,0,218.60,0,0,13.00,0,0,2860,59.99,1375,2.90,21349.00,2870,1.00,39.00,1022,37.50,23-2-13 7:30:50
2023/02/13 07:32,054B7020C020044,4045086367,,,352.10,349.60,349.10,14.40,3.50,3.40,3.40,0.10,3609,0,0,219.50,0,0,16.10,0,0,3570,59.98,1375,3.10,21349.00,3570,1.00,39.90,1022,37.50,23-2-13 7:34:54
2023/02/13 07:37,054B7020C020044,4045086367,,,352.40,349.90,349.40,16.20,3.10,3.00,3.00,0.10,3191,0,0,219.50,0,0,14.30,0,0,3170,60.00,1375,3.40,21349.00,3150,1.00,41.10,1022,37.50,23-2-13 7:40:12
2023/02/13 07:42,054B7020C020044,4045086367,,,348.00,345.50,349.00,15.60,3.50,3.40,3.40,0.10,3580,0,0,219.90,0,0,15.80,0,0,3520,60.04,1375,3.70,21350.00,3510,1.00,41.60,1022,37.50,23-2-13 7:45:16
2023/02/13 07:47,054B7020C020044,4045086367,,,348.00,345.50,345.00,16.00,3.20,3.20,3.20,0.10,3324,0,0,218.90,0,0,14.80,0,0,3270,60.02,1375,4.00,21350.00,3260,1.00,43.00,1022,37.50,23-2-13 7:50:21
2023/02/13 07:52,054B7020C020044,4045086367,,,351.90,345.60,345.00,15.00,4.40,4.40,4.40,0.10,4588,0,0,219.20,0,0,20.20,0,0,4500,60.01,1375,4.30,21350.00,4530,1.00,44.40,1022,37.50,23-2-13 7:55:26
