,time,id,dc_in_w,ac_out_w,daily_kwh,total_kwh,inverter_celsius,date,year,month,week_of_year,day_of_week,day,hour,minute,temp_ins,umi_ins,pto_orva,pre_ins,vel_vento,rad,chuva,hour,date
48,2022-11-08 07:52:00,054B7020C020044,6618,6510,11.0,16852.0,54.6,2022-11-08,2022,11,45,2,8,7,52,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
49,2022-11-08 07:58:00,054B7020C020044,6708,6590,11.6,16853.0,55.3,2022-11-08,2022,11,45,2,8,7,58,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
50,2022-11-08 07:58:00,054B7020C020044,6738,6600,11.7,16853.0,55.4,2022-11-08,2022,11,45,2,8,7,58,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
51,2022-11-08 08:04:00,054B7020C020044,6861,6720,12.2,16854.0,56.2,2022-11-08,2022,11,45,2,8,8,4,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
52,2022-11-08 08:09:00,054B7020C020044,6958,6820,12.7,16854.0,56.9,2022-11-08,2022,11,45,2,8,8,9,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
53,2022-11-08 08:14:00,054B7020C020044,7034,6900,13.3,16855.0,57.6,2022-11-08,2022,11,45,2,8,8,14,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
54,2022-11-08 08:19:00,054B7020C020044,7117,7010,13.9,16855.0,58.3,2022-11-08,2022,11,45,2,8,8,19,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
55,2022-11-08 08:24:00,054B7020C020044,7127,7040,14.5,16856.0,59.1,2022-11-08,2022,11,45,2,8,8,24,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
56,2022-11-08 08:29:00,054B7020C020044,7247,7100,15.1,16857.0,59.8,2022-11-08,2022,11,45,2,8,8,29,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
57,2022-11-08 08:34:00,054B7020C020044,7396,7230,15.7,16857.0,60.2,2022-11-08,2022,11,45,2,8,8,34,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
58,2022-11-08 08:39:00,054B7020C020044,7435,7320,16.3,16858.0,60.7,2022-11-08,2022,11,45,2,8,8,39,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
59,2022-11-08 08:44:00,054B7020C020044,7519,7330,17.0,16858.0,61.4,2022-11-08,2022,11,45,2,8,8,44,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
60,2022-11-08 08:49:00,054B7020C020044,7517,7400,17.6,16859.0,61.8,2022-11-08,2022,11,45,2,8,8,49,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
61,2022-11-08 08:54:00,054B7020C020044,7705,7540,18.2,16860.0,62.3,2022-11-08,2022,11,45,2,8,8,54,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
62,2022-11-08 08:59:00,054B7020C020044,7751,7590,18.8,16860.0,63.0,2022-11-08,2022,11,45,2,8,8,59,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
63,2022-11-08 09:04:00,054B7020C020044,7694,7520,19.5,16861.0,63.6,2022-11-08,2022,11,45,2,8,9,4,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
64,2022-11-08 09:09:00,054B7020C020044,7758,7570,20.1,16862.0,64.0,2022-11-08,2022,11,45,2,8,9,9,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
65,2022-11-08 09:14:00,054B7020C020044,7732,7590,20.8,16862.0,64.5,2022-11-08,2022,11,45,2,8,9,14,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
66,2022-11-08 09:19:00,054B7020C020044,7844,7650,21.4,16863.0,65.0,2022-11-08,2022,11,45,2,8,9,19,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
67,2022-11-08 09:24:00,054B7020C020044,7970,7800,22.1,16864.0,65.5,2022-11-08,2022,11,45,2,8,9,24,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
68,2022-11-08 09:29:00,054B7020C020044,8025,7820,22.6,16864.0,65.7,2022-11-08,2022,11,45,2,8,9,29,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
69,2022-11-08 09:34:00,054B7020C020044,8093,7900,23.3,16865.0,66.3,2022-11-08,2022,11,45,2,8,9,34,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
70,2022-11-08 09:35:00,054B7020C020044,8065,7890,23.4,16865.0,66.4,2022-11-08,2022,11,45,2,8,9,35,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
71,2022-11-08 09:40:00,054B7020C020044,8136,7920,24.1,16866.0,67.0,2022-11-08,2022,11,45,2,8,9,40,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
72,2022-11-08 09:45:00,054B7020C020044,8170,7980,24.7,16866.0,67.4,2022-11-08,2022,11,45,2,8,9,45,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
73,2022-11-08 09:50:00,054B7020C020044,8120,7910,25.4,16867.0,67.9,2022-11-08,2022,11,45,2,8,9,50,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
74,2022-11-08 09:55:00,054B7020C020044,8158,7940,26.1,16868.0,68.2,2022-11-08,2022,11,45,2,8,9,55,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
75,2022-11-08 10:00:00,054B7020C020044,8190,7970,26.8,16868.0,68.4,2022-11-08,2022,11,45,2,8,10,0,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
76,2022-11-08 10:05:00,054B7020C020044,8130,7930,27.4,16869.0,68.6,2022-11-08,2022,11,45,2,8,10,5,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
77,2022-11-08 10:10:00,054B7020C020044,8204,8000,28.1,16870.0,69.2,2022-11-08,2022,11,45,2,8,10,10,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
78,2022-11-08 10:16:00,054B7020C020044,8204,7960,28.8,16870.0,69.5,2022-11-08,2022,11,45,2,8,10,16,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
79,2022-11-08 10:20:00,054B7020C020044,8227,8010,29.5,16871.0,69.7,2022-11-08,2022,11,45,2,8,10,20,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
80,2022-11-08 10:25:00,054B7020C020044,8260,8040,30.2,16872.0,70.1,2022-11-08,2022,11,45,2,8,10,25,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
81,2022-11-08 10:30:00,054B7020C020044,8307,8100,30.8,16872.0,68.7,2022-11-08,2022,11,45,2,8,10,30,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
82,2022-11-08 10:35:00,054B7020C020044,8339,8140,31.5,16873.0,68.5,2022-11-08,2022,11,45,2,8,10,35,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
83,2022-11-08 10:41:00,054B7020C020044,8236,8050,32.2,16874.0,68.4,2022-11-08,2022,11,45,2,8,10,41,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
84,2022-11-08 10:46:00,054B7020C020044,8298,8080,32.9,16874.0,68.5,2022-11-08,2022,11,45,2,8,10,46,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
85,2022-11-08 10:51:00,054B7020C020044,8258,8050,33.6,16875.0,68.4,2022-11-08,2022,11,45,2,8,10,51,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
86,2022-11-08 10:56:00,054B7020C020044,8310,8100,34.3,16876.0,68.4,2022-11-08,2022,11,45,2,8,10,56,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
87,2022-11-08 11:01:00,054B7020C020044,8318,8090,34.9,16876.0,68.1,2022-11-08,2022,11,45,2,8,11,1,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
88,2022-11-08 11:06:00,054B7020C020044,8258,8040,35.6,16877.0,68.0,2022-11-08,2022,11,45,2,8,11,6,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
89,2022-11-08 11:11:00,054B7020C020044,8321,8110,36.3,16878.0,68.1,2022-11-08,2022,11,45,2,8,11,11,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
90,2022-11-08 11:16:00,054B7020C020044,8269,8040,37.0,16878.0,67.8,2022-11-08,2022,11,45,2,8,11,16,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
91,2022-11-08 11:21:00,054B7020C020044,8278,8050,37.7,16879.0,67.7,2022-11-08,2022,11,45,2,8,11,21,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
92,2022-11-08 11:26:00,054B7020C020044,8353,8140,38.4,16880.0,67.8,2022-11-08,2022,11,45,2,8,11,26,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
93,2022-11-08 11:31:00,054B7020C020044,8417,8200,39.0,16880.0,68.0,2022-11-08,2022,11,45,2,8,11,31,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
94,2022-11-08 11:32:00,054B7020C020044,8417,8200,39.0,16880.0,68.0,2022-11-08,2022,11,45,2,8,11,32,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
95,2022-11-08 11:36:00,054B7020C020044,8324,8110,39.7,16881.0,68.0,2022-11-08,2022,11,45,2,8,11,36,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
96,2022-11-08 11:42:00,054B7020C020044,8192,7990,40.4,16882.0,67.5,2022-11-08,2022,11,45,2,8,11,42,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
97,2022-11-08 11:47:00,054B7020C020044,8254,8060,41.1,16883.0,67.6,2022-11-08,2022,11,45,2,8,11,47,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
98,2022-11-08 11:52:00,054B7020C020044,8319,8140,41.8,16883.0,67.7,2022-11-08,2022,11,45,2,8,11,52,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
99,2022-11-08 11:57:00,054B7020C020044,8224,8040,42.5,16884.0,67.9,2022-11-08,2022,11,45,2,8,11,57,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
100,2022-11-08 12:02:00,054B7020C020044,8173,7990,43.1,16885.0,67.6,2022-11-08,2022,11,45,2,8,12,2,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
101,2022-11-08 12:07:00,054B7020C020044,8117,7940,43.8,16885.0,67.6,2022-11-08,2022,11,45,2,8,12,7,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
102,2022-11-08 12:12:00,054B7020C020044,5634,5540,44.2,16886.0,61.8,2022-11-08,2022,11,45,2,8,12,12,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
103,2022-11-08 12:17:00,054B7020C020044,8456,8270,44.9,16886.0,64.7,2022-11-08,2022,11,45,2,8,12,17,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
104,2022-11-08 12:22:00,054B7020C020044,8157,7950,45.6,16887.0,65.9,2022-11-08,2022,11,45,2,8,12,22,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
105,2022-11-08 12:27:00,054B7020C020044,7923,7760,46.3,16888.0,65.9,2022-11-08,2022,11,45,2,8,12,27,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
106,2022-11-08 12:32:00,054B7020C020044,7827,7690,46.8,16888.0,65.6,2022-11-08,2022,11,45,2,8,12,32,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
107,2022-11-08 12:37:00,054B7020C020044,7899,7730,47.5,16889.0,65.8,2022-11-08,2022,11,45,2,8,12,37,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
108,2022-11-08 12:42:00,054B7020C020044,7798,7630,48.1,16890.0,65.7,2022-11-08,2022,11,45,2,8,12,42,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
109,2022-11-08 12:47:00,054B7020C020044,7706,7540,48.8,16890.0,65.8,2022-11-08,2022,11,45,2,8,12,47,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
110,2022-11-08 12:52:00,054B7020C020044,7557,7410,49.4,16891.0,65.3,2022-11-08,2022,11,45,2,8,12,52,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
111,2022-11-08 12:57:00,054B7020C020044,7356,7220,50.0,16891.0,64.5,2022-11-08,2022,11,45,2,8,12,57,23.3,33.0,6.0,916.6,1.6,3791.5,0.0,12,2022-11-08
112,2022-11-08 13:02:00,054B7020C020044,7286,7140,50.6,16892.0,63.9,2022-11-08,2022,11,45,2,8,13,2,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
113,2022-11-08 13:07:00,054B7020C020044,7102,6960,51.2,16893.0,63.2,2022-11-08,2022,11,45,2,8,13,7,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
114,2022-11-08 13:12:00,054B7020C020044,7071,6950,51.8,16893.0,62.8,2022-11-08,2022,11,45,2,8,13,12,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
115,2022-11-08 13:17:00,054B7020C020044,7154,7000,52.4,16894.0,62.6,2022-11-08,2022,11,45,2,8,13,17,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
116,2022-11-08 13:22:00,054B7020C020044,7135,6960,53.0,16894.0,63.4,2022-11-08,2022,11,45,2,8,13,22,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
117,2022-11-08 13:27:00,054B7020C020044,6993,6840,53.6,16895.0,63.4,2022-11-08,2022,11,45,2,8,13,27,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
118,2022-11-08 13:32:00,054B7020C020044,6736,6600,54.2,16896.0,62.2,2022-11-08,2022,11,45,2,8,13,32,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
119,2022-11-08 13:33:00,054B7020C020044,6736,6600,54.2,16896.0,62.2,2022-11-08,2022,11,45,2,8,13,33,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
120,2022-11-08 13:38:00,054B7020C020044,6655,6520,54.7,16896.0,61.4,2022-11-08,2022,11,45,2,8,13,38,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
121,2022-11-08 13:43:00,054B7020C020044,6518,6390,55.3,16897.0,60.7,2022-11-08,2022,11,45,2,8,13,43,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
122,2022-11-08 13:48:00,054B7020C020044,6322,6210,55.8,16897.0,60.0,2022-11-08,2022,11,45,2,8,13,48,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
123,2022-11-08 13:53:00,054B7020C020044,6227,6130,56.3,16898.0,60.3,2022-11-08,2022,11,45,2,8,13,53,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
124,2022-11-08 13:58:00,054B7020C020044,6087,5960,56.8,16898.0,60.0,2022-11-08,2022,11,45,2,8,13,58,24.4,38.0,9.2,915.6,3.0,3568.2,0.0,13,2022-11-08
125,2022-11-08 14:03:00,054B7020C020044,5936,5850,57.3,16899.0,59.6,2022-11-08,2022,11,45,2,8,14,3,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
126,2022-11-08 14:08:00,054B7020C020044,5795,5710,57.8,16899.0,59.4,2022-11-08,2022,11,45,2,8,14,8,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
127,2022-11-08 14:13:00,054B7020C020044,5766,5640,58.2,16900.0,58.8,2022-11-08,2022,11,45,2,8,14,13,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
128,2022-11-08 14:18:00,054B7020C020044,5584,5500,58.7,16900.0,58.3,2022-11-08,2022,11,45,2,8,14,18,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
129,2022-11-08 14:23:00,054B7020C020044,5401,5300,59.2,16901.0,57.6,2022-11-08,2022,11,45,2,8,14,23,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
130,2022-11-08 14:28:00,054B7020C020044,5226,5160,59.6,16901.0,56.7,2022-11-08,2022,11,45,2,8,14,28,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
131,2022-11-08 14:33:00,054B7020C020044,5106,4990,60.0,16901.0,56.0,2022-11-08,2022,11,45,2,8,14,33,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
132,2022-11-08 14:38:00,054B7020C020044,4930,4860,60.4,16902.0,55.2,2022-11-08,2022,11,45,2,8,14,38,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
133,2022-11-08 14:43:00,054B7020C020044,4788,4720,60.8,16902.0,54.5,2022-11-08,2022,11,45,2,8,14,43,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
134,2022-11-08 14:48:00,054B7020C020044,4643,4550,61.2,16903.0,53.8,2022-11-08,2022,11,45,2,8,14,48,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
135,2022-11-08 14:53:00,054B7020C020044,4418,4330,61.6,16903.0,52.8,2022-11-08,2022,11,45,2,8,14,53,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
136,2022-11-08 14:58:00,054B7020C020044,4319,4210,62.0,16903.0,52.1,2022-11-08,2022,11,45,2,8,14,58,25.7,33.0,8.3,914.3,3.5,3570.8,0.0,14,2022-11-08
137,2022-11-08 15:03:00,054B7020C020044,4088,3980,62.3,16904.0,51.3,2022-11-08,2022,11,45,2,8,15,3,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
138,2022-11-08 15:08:00,054B7020C020044,3920,3850,62.7,16904.0,50.5,2022-11-08,2022,11,45,2,8,15,8,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
139,2022-11-08 15:13:00,054B7020C020044,3753,3710,63.0,16904.0,49.6,2022-11-08,2022,11,45,2,8,15,13,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
140,2022-11-08 15:18:00,054B7020C020044,2953,2930,63.3,16905.0,48.6,2022-11-08,2022,11,45,2,8,15,18,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
141,2022-11-08 15:23:00,054B7020C020044,2870,2850,63.5,16905.0,47.7,2022-11-08,2022,11,45,2,8,15,23,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
142,2022-11-08 15:24:00,054B7020C020044,2870,2850,63.5,16905.0,47.7,2022-11-08,2022,11,45,2,8,15,24,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
143,2022-11-08 15:29:00,054B7020C020044,3130,3070,63.8,16905.0,46.8,2022-11-08,2022,11,45,2,8,15,29,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
144,2022-11-08 15:34:00,054B7020C020044,3529,3500,64.0,16905.0,46.4,2022-11-08,2022,11,45,2,8,15,34,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
145,2022-11-08 15:39:00,054B7020C020044,3391,3340,64.3,16906.0,46.4,2022-11-08,2022,11,45,2,8,15,39,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
146,2022-11-08 15:44:00,054B7020C020044,3150,3110,64.6,16906.0,46.1,2022-11-08,2022,11,45,2,8,15,44,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
147,2022-11-08 15:49:00,054B7020C020044,1962,1880,64.8,16906.0,45.3,2022-11-08,2022,11,45,2,8,15,49,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
148,2022-11-08 15:54:00,054B7020C020044,2303,2230,65.0,16906.0,43.9,2022-11-08,2022,11,45,2,8,15,54,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
149,2022-11-08 15:59:00,054B7020C020044,2132,2080,65.2,16907.0,42.7,2022-11-08,2022,11,45,2,8,15,59,26.7,30.0,7.6,913.5,3.1,2932.0,0.0,15,2022-11-08
150,2022-11-08 16:04:00,054B7020C020044,2141,2090,65.3,16907.0,42.0,2022-11-08,2022,11,45,2,8,16,4,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
151,2022-11-08 16:09:00,054B7020C020044,1912,1860,65.5,16907.0,41.3,2022-11-08,2022,11,45,2,8,16,9,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
152,2022-11-08 16:14:00,054B7020C020044,1003,1020,65.6,16907.0,40.3,2022-11-08,2022,11,45,2,8,16,14,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
153,2022-11-08 16:19:00,054B7020C020044,842,840,65.7,16907.0,39.0,2022-11-08,2022,11,45,2,8,16,19,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
154,2022-11-08 16:24:00,054B7020C020044,936,930,65.8,16907.0,38.0,2022-11-08,2022,11,45,2,8,16,24,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
155,2022-11-08 16:29:00,054B7020C020044,751,780,65.8,16907.0,37.2,2022-11-08,2022,11,45,2,8,16,29,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
156,2022-11-08 16:34:00,054B7020C020044,641,660,65.9,16907.0,36.6,2022-11-08,2022,11,45,2,8,16,34,26.2,29.0,6.7,913.2,3.4,2229.4,0.0,16,2022-11-08
