,time,id,dc_in_w,ac_out_w,daily_kwh,total_kwh,inverter_celsius,date,year,month,week_of_year,day_of_week,day,hour,minute,temp_ins,umi_ins,pto_orva,pre_ins,vel_vento,rad,chuva,hour,date
21,2022-11-08 06:01:00,054B7020C020042,3024,2940,1.8,16766.0,34.2,2022-11-08,2022,11,45,2,8,6,1,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
22,2022-11-08 06:06:00,054B7020C020042,3217,3140,2.0,16766.0,35.4,2022-11-08,2022,11,45,2,8,6,6,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
23,2022-11-08 06:11:00,054B7020C020042,3427,3340,2.3,16767.0,36.4,2022-11-08,2022,11,45,2,8,6,11,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
24,2022-11-08 06:16:00,054B7020C020042,3640,3540,2.6,16767.0,37.5,2022-11-08,2022,11,45,2,8,6,16,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
25,2022-11-08 06:21:00,054B7020C020042,3856,3750,2.9,16767.0,38.6,2022-11-08,2022,11,45,2,8,6,21,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
26,2022-11-08 06:26:00,054B7020C020042,3957,3890,3.1,16767.0,39.5,2022-11-08,2022,11,45,2,8,6,26,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
27,2022-11-08 06:31:00,054B7020C020042,4229,4110,3.5,16768.0,40.5,2022-11-08,2022,11,45,2,8,6,31,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
28,2022-11-08 06:36:00,054B7020C020042,4394,4300,3.9,16768.0,41.3,2022-11-08,2022,11,45,2,8,6,36,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
29,2022-11-08 06:41:00,054B7020C020042,4580,4490,4.2,16769.0,42.1,2022-11-08,2022,11,45,2,8,6,41,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
30,2022-11-08 06:46:00,054B7020C020042,4774,4660,4.6,16769.0,43.0,2022-11-08,2022,11,45,2,8,6,46,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
31,2022-11-08 06:51:00,054B7020C020042,4960,4830,5.0,16769.0,44.1,2022-11-08,2022,11,45,2,8,6,51,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
32,2022-11-08 06:56:00,054B7020C020042,5118,5010,5.4,16770.0,45.0,2022-11-08,2022,11,45,2,8,6,56,11.1,100.0,11.1,916.9,1.0,53.5,0.0,6,2022-11-08
33,2022-11-08 07:01:00,054B7020C020042,5300,5160,5.9,16770.0,46.0,2022-11-08,2022,11,45,2,8,7,1,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
34,2022-11-08 07:06:00,054B7020C020042,5492,5330,6.3,16771.0,46.8,2022-11-08,2022,11,45,2,8,7,6,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
35,2022-11-08 07:11:00,054B7020C020042,5550,5460,6.8,16771.0,47.9,2022-11-08,2022,11,45,2,8,7,11,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
36,2022-11-08 07:16:00,054B7020C020042,5723,5570,7.2,16772.0,48.9,2022-11-08,2022,11,45,2,8,7,16,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
37,2022-11-08 07:21:00,054B7020C020042,5842,5720,7.7,16772.0,49.9,2022-11-08,2022,11,45,2,8,7,21,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
38,2022-11-08 07:26:00,054B7020C020042,6069,5910,8.2,16773.0,50.7,2022-11-08,2022,11,45,2,8,7,26,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
39,2022-11-08 07:31:00,054B7020C020042,6149,5970,8.7,16773.0,51.6,2022-11-08,2022,11,45,2,8,7,31,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
40,2022-11-08 07:36:00,054B7020C020042,6314,6160,9.2,16774.0,52.3,2022-11-08,2022,11,45,2,8,7,36,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
41,2022-11-08 07:41:00,054B7020C020042,6453,6280,9.7,16774.0,53.1,2022-11-08,2022,11,45,2,8,7,41,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
42,2022-11-08 07:46:00,054B7020C020042,6525,6350,10.2,16775.0,53.9,2022-11-08,2022,11,45,2,8,7,46,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
43,2022-11-08 07:51:00,054B7020C020042,6603,6480,10.7,16775.0,54.7,2022-11-08,2022,11,45,2,8,7,51,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
44,2022-11-08 07:56:00,054B7020C020042,6742,6560,11.3,16776.0,55.4,2022-11-08,2022,11,45,2,8,7,56,13.3,88.0,11.3,917.6,1.7,283.6,0.0,7,2022-11-08
45,2022-11-08 08:01:00,054B7020C020042,6859,6690,11.8,16776.0,56.1,2022-11-08,2022,11,45,2,8,8,1,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
46,2022-11-08 08:06:00,054B7020C020042,6952,6770,12.4,16777.0,57.0,2022-11-08,2022,11,45,2,8,8,6,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
47,2022-11-08 08:11:00,054B7020C020042,7070,6860,13.0,16777.0,57.6,2022-11-08,2022,11,45,2,8,8,11,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
48,2022-11-08 08:16:00,054B7020C020042,7153,6950,13.6,16778.0,58.4,2022-11-08,2022,11,45,2,8,8,16,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
49,2022-11-08 08:21:00,054B7020C020042,7162,7010,14.2,16779.0,59.1,2022-11-08,2022,11,45,2,8,8,21,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
50,2022-11-08 08:26:00,054B7020C020042,7278,7070,14.8,16779.0,59.8,2022-11-08,2022,11,45,2,8,8,26,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
51,2022-11-08 08:31:00,054B7020C020042,7295,7090,15.4,16780.0,60.2,2022-11-08,2022,11,45,2,8,8,31,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
52,2022-11-08 08:36:00,054B7020C020042,7419,7210,16.0,16780.0,60.7,2022-11-08,2022,11,45,2,8,8,36,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
53,2022-11-08 08:41:00,054B7020C020042,7515,7310,16.6,16781.0,61.2,2022-11-08,2022,11,45,2,8,8,41,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
54,2022-11-08 08:46:00,054B7020C020042,7493,7300,17.2,16782.0,61.9,2022-11-08,2022,11,45,2,8,8,46,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
55,2022-11-08 08:51:00,054B7020C020042,7668,7440,17.8,16782.0,62.5,2022-11-08,2022,11,45,2,8,8,51,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
56,2022-11-08 08:56:00,054B7020C020042,7721,7510,18.4,16783.0,63.1,2022-11-08,2022,11,45,2,8,8,56,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
57,2022-11-08 08:57:00,054B7020C020042,7721,7510,18.4,16783.0,63.1,2022-11-08,2022,11,45,2,8,8,57,16.0,74.0,11.4,918.1,1.2,1331.6,0.0,8,2022-11-08
58,2022-11-08 09:02:00,054B7020C020042,7734,7510,19.1,16783.0,63.6,2022-11-08,2022,11,45,2,8,9,2,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
59,2022-11-08 09:07:00,054B7020C020042,7811,7560,19.7,16784.0,63.9,2022-11-08,2022,11,45,2,8,9,7,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
60,2022-11-08 09:12:00,054B7020C020042,7686,7490,20.3,16785.0,64.3,2022-11-08,2022,11,45,2,8,9,12,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
61,2022-11-08 09:17:00,054B7020C020042,7814,7580,21.0,16785.0,64.8,2022-11-08,2022,11,45,2,8,9,17,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
62,2022-11-08 09:22:00,054B7020C020042,7912,7670,21.6,16786.0,65.6,2022-11-08,2022,11,45,2,8,9,22,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
63,2022-11-08 09:27:00,054B7020C020042,7362,7180,22.3,16787.0,65.9,2022-11-08,2022,11,45,2,8,9,27,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
64,2022-11-08 09:32:00,054B7020C020042,8086,7860,22.9,16787.0,66.0,2022-11-08,2022,11,45,2,8,9,32,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
65,2022-11-08 09:37:00,054B7020C020042,8044,7790,23.6,16788.0,66.5,2022-11-08,2022,11,45,2,8,9,37,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
66,2022-11-08 09:42:00,054B7020C020042,8162,7890,24.2,16789.0,67.0,2022-11-08,2022,11,45,2,8,9,42,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
67,2022-11-08 09:47:00,054B7020C020042,8170,7910,24.9,16789.0,67.5,2022-11-08,2022,11,45,2,8,9,47,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
68,2022-11-08 09:52:00,054B7020C020042,8138,7870,25.6,16790.0,67.8,2022-11-08,2022,11,45,2,8,9,52,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
69,2022-11-08 09:57:00,054B7020C020042,8143,7880,26.2,16791.0,68.0,2022-11-08,2022,11,45,2,8,9,57,17.9,64.0,10.9,918.2,1.0,2556.8,0.0,9,2022-11-08
70,2022-11-08 10:02:00,054B7020C020042,8185,7910,26.9,16791.0,68.5,2022-11-08,2022,11,45,2,8,10,2,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
71,2022-11-08 10:07:00,054B7020C020042,8146,7900,27.6,16792.0,68.7,2022-11-08,2022,11,45,2,8,10,7,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
72,2022-11-08 10:12:00,054B7020C020042,8183,7920,28.2,16793.0,69.1,2022-11-08,2022,11,45,2,8,10,12,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
73,2022-11-08 10:18:00,054B7020C020042,8182,7920,28.9,16793.0,69.4,2022-11-08,2022,11,45,2,8,10,18,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
74,2022-11-08 10:23:00,054B7020C020042,8259,7990,29.6,16794.0,69.6,2022-11-08,2022,11,45,2,8,10,23,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
75,2022-11-08 10:28:00,054B7020C020042,8224,7970,30.3,16795.0,69.7,2022-11-08,2022,11,45,2,8,10,28,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
76,2022-11-08 10:33:00,054B7020C020042,8371,8070,30.9,16795.0,69.2,2022-11-08,2022,11,45,2,8,10,33,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
77,2022-11-08 10:38:00,054B7020C020042,8336,8060,31.6,16796.0,68.4,2022-11-08,2022,11,45,2,8,10,38,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
78,2022-11-08 10:43:00,054B7020C020042,8297,8010,32.3,16797.0,68.2,2022-11-08,2022,11,45,2,8,10,43,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
79,2022-11-08 10:48:00,054B7020C020042,8253,7970,33.0,16797.0,68.2,2022-11-08,2022,11,45,2,8,10,48,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
80,2022-11-08 10:53:00,054B7020C020042,8264,8010,33.6,16798.0,67.8,2022-11-08,2022,11,45,2,8,10,53,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
81,2022-11-08 10:58:00,054B7020C020042,8226,7980,34.3,16799.0,67.8,2022-11-08,2022,11,45,2,8,10,58,20.6,60.0,12.6,917.8,0.4,3183.7,0.0,10,2022-11-08
82,2022-11-08 11:03:00,054B7020C020042,8246,7970,34.9,16799.0,67.7,2022-11-08,2022,11,45,2,8,11,3,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
83,2022-11-08 11:04:00,054B7020C020042,8206,7940,35.1,16799.0,67.6,2022-11-08,2022,11,45,2,8,11,4,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
84,2022-11-08 11:10:00,054B7020C020042,8367,8100,35.8,16800.0,67.7,2022-11-08,2022,11,45,2,8,11,10,23.0,40.0,8.7,917.3,1.7,3577.7,0.0,11,2022-11-08
